class,recall,precision,auc
combined_overall,1.0,0.14285714285714285,0.9997553696866495
combined_overall,1.0,0.46728593775480004,0.9997553696866495
combined_overall,1.0,0.46860198902523226,0.9997553696866495
combined_overall,1.0,0.4692457218756728,0.9997553696866495
combined_overall,1.0,0.4696302456227674,0.9997553696866495
combined_overall,1.0,0.4698997874278773,0.9997553696866495
combined_overall,1.0,0.47014249688572907,0.9997553696866495
combined_overall,1.0,0.4703654392140412,0.9997553696866495
combined_overall,1.0,0.4705900242384062,0.9997553696866495
combined_overall,1.0,0.4708176889045756,0.9997553696866495
combined_overall,1.0,0.470960987101212,0.9997553696866495
combined_overall,1.0,0.47110437255295956,0.9997553696866495
combined_overall,1.0,0.4712162738291004,0.9997553696866495
combined_overall,1.0,0.4713612506435075,0.9997553696866495
combined_overall,1.0,0.4714632184468386,0.9997553696866495
combined_overall,1.0,0.47158103899111925,0.9997553696866495
combined_overall,1.0,0.4716874154097521,0.9997553696866495
combined_overall,1.0,0.4717737017976048,0.9997553696866495
combined_overall,1.0,0.47183843730846753,0.9997553696866495
combined_overall,1.0,0.4719290968757243,0.9997553696866495
combined_overall,1.0,0.47201979128853855,0.9997553696866495
combined_overall,1.0,0.4721220442410374,0.9997553696866495
combined_overall,1.0,0.47220128473122874,0.9997553696866495
combined_overall,1.0,0.4722762274792991,0.9997553696866495
combined_overall,1.0,0.47234686837976275,0.9997553696866495
combined_overall,1.0,0.4724420507559659,0.9997553696866495
combined_overall,1.0,0.47249542735525557,0.9997553696866495
combined_overall,1.0,0.4725574747746207,0.9997553696866495
combined_overall,1.0,0.47261665144605947,0.9997553696866495
combined_overall,1.0,0.47266429221624195,0.9997553696866495
combined_overall,1.0,0.4727336050298479,0.9997553696866495
combined_overall,1.0,0.4727899366610956,0.9997553696866495
combined_overall,1.0,0.47284772664073316,0.9997553696866495
combined_overall,1.0,0.47300961376801626,0.9997553696866495
combined_overall,1.0,0.4730819206016785,0.9997553696866495
combined_overall,1.0,0.4731426754280018,0.9997553696866495
combined_overall,1.0,0.47320489296636087,0.9997553696866495
combined_overall,1.0,0.4732540998146596,0.9997553696866495
combined_overall,1.0,0.47329752612132037,0.9997553696866495
combined_overall,1.0,0.47335254421868594,0.9997553696866495
combined_overall,1.0,0.4734032300994606,0.9997553696866495
combined_overall,1.0,0.4734466837804016,0.9997553696866495
combined_overall,1.0,0.47350898130297747,0.9997553696866495
combined_overall,1.0,0.4735524544007835,0.9997553696866495
combined_overall,1.0,0.4736002840291742,0.9997553696866495
combined_overall,1.0,0.47370177280756265,0.9997553696866495
combined_overall,1.0,0.47373367826472973,0.9997553696866495
combined_overall,1.0,0.47376993968341446,0.9997553696866495
combined_overall,1.0,0.47380765744800724,0.9997553696866495
combined_overall,1.0,0.4738352242279485,0.9997553696866495
combined_overall,1.0,0.4738656965064432,0.9997553696866495
combined_overall,1.0,0.4738990754040322,0.9997553696866495
combined_overall,1.0,0.4739281043549637,0.9997553696866495
combined_overall,1.0,0.47398036542967853,0.9997553696866495
combined_overall,1.0,0.47401521254989415,0.9997553696866495
combined_overall,1.0,0.4740442557310957,0.9997553696866495
combined_overall,1.0,0.47408492216438464,0.9997553696866495
combined_overall,1.0,0.4741110685561088,0.9997553696866495
combined_overall,1.0,0.4741328594190464,0.9997553696866495
combined_overall,1.0,0.47416772896646403,0.9997553696866495
combined_overall,1.0,0.4741909781809267,0.9997553696866495
combined_overall,1.0,0.47421858958446345,0.9997553696866495
combined_overall,1.0,0.4742447507225323,0.9997553696866495
combined_overall,1.0,0.4742752756986716,0.9997553696866495
combined_overall,1.0,0.47429998927186623,0.9997553696866495
combined_overall,1.0,0.47432470542074867,0.9997553696866495
combined_overall,1.0,0.47436541998773757,0.9997553696866495
combined_overall,1.0,0.474385779892454,0.9997553696866495
combined_overall,1.0,0.4744090504951406,0.9997553696866495
combined_overall,1.0,0.4744439606801862,0.9997553696866495
combined_overall,1.0,0.47446869183666585,0.9997553696866495
combined_overall,1.0,0.4744919705746168,0.9997553696866495
combined_overall,1.0,0.4745312586250253,0.9997553696866495
combined_overall,1.0,0.4745589096719386,0.9997553696866495
combined_overall,1.0,0.4745705531820928,0.9997553696866495
combined_overall,1.0,0.474604031456649,0.9997553696866495
combined_overall,1.0,0.4746418821508543,0.9997553696866495
combined_overall,1.0,0.4746593537383665,0.9997553696866495
combined_overall,1.0,0.47468119503164274,0.9997553696866495
combined_overall,1.0,0.47470886355548464,0.9997553696866495
combined_overall,1.0,0.4747365353050361,0.9997553696866495
combined_overall,1.0,0.47476129697356473,0.9997553696866495
combined_overall,1.0,0.47479188848352444,0.9997553696866495
combined_overall,1.0,0.47480645725489956,0.9997553696866495
combined_overall,1.0,0.4748224839361004,0.9997553696866495
combined_overall,1.0,0.47485308333205467,0.9997553696866495
combined_overall,1.0,0.4748880588998929,0.9997553696866495
combined_overall,1.0,0.47491720914244323,0.9997553696866495
combined_overall,1.0,0.47494490518781346,0.9997553696866495
combined_overall,1.0,0.4749623990914393,0.9997553696866495
combined_overall,1.0,0.4749842682833244,0.9997553696866495
combined_overall,1.0,0.4749988488634445,0.9997553696866495
combined_overall,1.0,0.4750309292908827,0.9997553696866495
combined_overall,1.0,0.47505426323270716,0.9997553696866495
combined_overall,1.0,0.4750659310632785,0.9997553696866495
combined_overall,1.0,0.4750848925104235,0.9997553696866495
combined_overall,1.0,0.47510385547125666,0.9997553696866495
combined_overall,1.0,0.47512281994595923,0.9997553696866495
combined_overall,1.0,0.47514616291638007,0.9997553696866495
combined_overall,1.0,0.4751651307688292,0.9997553696866495
combined_overall,1.0,0.4751826408998922,0.9997553696866495
combined_overall,1.0,0.4751913964493771,0.9997553696866495
combined_overall,1.0,0.4752089085163426,0.9997553696866495
combined_overall,1.0,0.47521912448481946,0.9997553696866495
combined_overall,1.0,0.47523371948747556,0.9997553696866495
combined_overall,1.0,0.47524539613508765,0.9997553696866495
combined_overall,1.0,0.4752614524624906,0.9997553696866495
combined_overall,1.0,0.47527750987486717,0.9997553696866495
combined_overall,1.0,0.475305247961174,0.9997553696866495
combined_overall,1.0,0.4753227684207616,0.9997553696866495
