class,recall,precision,auc
combined_overall,1.0,0.14285714285714285,0.9998510283628773
combined_overall,1.0,0.3777045498925991,0.9998510283628773
combined_overall,1.0,0.3798920261906457,0.9998510283628773
combined_overall,1.0,0.380952615420976,0.9998510283628773
combined_overall,1.0,0.3816234373188844,0.9998510283628773
combined_overall,1.0,0.38218143108715896,0.9998510283628773
combined_overall,1.0,0.3826587136724237,0.9998510283628773
combined_overall,1.0,0.38302717661706936,0.9998510283628773
combined_overall,1.0,0.383376402002879,0.9998510283628773
combined_overall,1.0,0.3836901080862607,0.9998510283628773
combined_overall,1.0,0.383932869187215,0.9998510283628773
combined_overall,1.0,0.3841759376730167,0.9998510283628773
combined_overall,1.0,0.3843772977484549,0.9998510283628773
combined_overall,1.0,0.38456739957601105,0.9998510283628773
combined_overall,1.0,0.3847605596679986,0.9998510283628773
combined_overall,1.0,0.38493476124731024,0.9998510283628773
combined_overall,1.0,0.3850928276342641,0.9998510283628773
combined_overall,1.0,0.3852606157178603,0.9998510283628773
combined_overall,1.0,0.38542374992216205,0.9998510283628773
combined_overall,1.0,0.3855726103857271,0.9998510283628773
combined_overall,1.0,0.3856898588726763,0.9998510283628773
combined_overall,1.0,0.385843735506361,0.9998510283628773
combined_overall,1.0,0.38594863429684556,0.9998510283628773
combined_overall,1.0,0.3860747808122795,0.9998510283628773
combined_overall,1.0,0.38619811815209526,0.9998510283628773
combined_overall,1.0,0.3862906728844109,0.9998510283628773
combined_overall,1.0,0.3863861664273675,0.9998510283628773
combined_overall,1.0,0.3864759155006968,0.9998510283628773
combined_overall,1.0,0.38657536368383055,0.9998510283628773
combined_overall,1.0,0.38667872814689686,0.9998510283628773
combined_overall,1.0,0.3867666797473512,0.9998510283628773
combined_overall,1.0,0.3868459671149178,0.9998510283628773
combined_overall,1.0,0.3869069051048168,0.9998510283628773
combined_overall,1.0,0.3869823787444543,0.9998510283628773
combined_overall,1.0,0.3870607863884115,0.9998510283628773
combined_overall,1.0,0.3871353515136352,0.9998510283628773
combined_overall,1.0,0.38719638071549933,0.9998510283628773
combined_overall,1.0,0.3872777829224158,0.9998510283628773
combined_overall,1.0,0.3873272223918779,0.9998510283628773
combined_overall,1.0,0.38738637245550656,0.9998510283628773
combined_overall,1.0,0.387458152526373,0.9998510283628773
combined_overall,1.0,0.3875163721146887,0.9998510283628773
combined_overall,1.0,0.38759014204808745,0.9998510283628773
combined_overall,1.0,0.3876484013117185,0.9998510283628773
combined_overall,1.0,0.38769696407856263,0.9998510283628773
combined_overall,1.0,0.3877552554621975,0.9998510283628773
combined_overall,1.0,0.3878048169218817,0.9998510283628773
combined_overall,1.0,0.38785244673038216,0.9998510283628773
combined_overall,1.0,0.3879166196618158,0.9998510283628773
combined_overall,1.0,0.3879710860773395,0.9998510283628773
combined_overall,1.0,0.3880314060239181,0.9998510283628773
combined_overall,1.0,0.38809174472994495,0.9998510283628773
combined_overall,1.0,0.38815112854756256,0.9998510283628773
combined_overall,1.0,0.38819689568923776,0.9998510283628773
combined_overall,1.0,0.38823585495035967,0.9998510283628773
combined_overall,1.0,0.3882787191705372,0.9998510283628773
combined_overall,1.0,0.38831866935018394,0.9998510283628773
combined_overall,1.0,0.38836642547178574,0.9998510283628773
combined_overall,1.0,0.3884132183691655,0.9998510283628773
combined_overall,1.0,0.38845124590180397,0.9998510283628773
combined_overall,1.0,0.38848245354167815,0.9998510283628773
combined_overall,1.0,0.3885224456591333,0.9998510283628773
combined_overall,1.0,0.38856049458358655,0.9998510283628773
combined_overall,1.0,0.38859757506353654,0.9998510283628773
combined_overall,1.0,0.3886414953120801,0.9998510283628773
combined_overall,1.0,0.38867859125424187,0.9998510283628773
combined_overall,1.0,0.3887176472657025,0.9998510283628773
combined_overall,1.0,0.3887586645261299,0.9998510283628773
combined_overall,1.0,0.3887918753156431,0.9998510283628773
combined_overall,1.0,0.3888192296384894,0.9998510283628773
combined_overall,1.0,0.3888417021404914,0.9998510283628773
combined_overall,1.0,0.38888274558687524,0.9998510283628773
combined_overall,1.0,0.38892868543220305,0.9998510283628773
combined_overall,1.0,0.38896388074033295,0.9998510283628773
combined_overall,1.0,0.38899712660293073,0.9998510283628773
combined_overall,1.0,0.3890362466593086,0.9998510283628773
combined_overall,1.0,0.38907243971738203,0.9998510283628773
combined_overall,1.0,0.38910276881605516,0.9998510283628773
combined_overall,1.0,0.3891321240591577,0.9998510283628773
combined_overall,1.0,0.38917127127404055,0.9998510283628773
combined_overall,1.0,0.3892016157835695,0.9998510283628773
combined_overall,1.0,0.3892270696663581,0.9998510283628773
combined_overall,1.0,0.38924958933813636,0.9998510283628773
combined_overall,1.0,0.3892760287998551,0.9998510283628773
combined_overall,1.0,0.3893024718535757,0.9998510283628773
combined_overall,1.0,0.3893250002516027,0.9998510283628773
combined_overall,1.0,0.38935536873995086,0.9998510283628773
combined_overall,1.0,0.38938182257407006,0.9998510283628773
combined_overall,1.0,0.38940828000312055,0.9998510283628773
combined_overall,1.0,0.3894367012467974,0.9998510283628773
combined_overall,1.0,0.3894514035180445,0.9998510283628773
combined_overall,1.0,0.38947885072804844,0.9998510283628773
combined_overall,1.0,0.3894974778239813,0.9998510283628773
combined_overall,1.0,0.3895298343834882,0.9998510283628773
combined_overall,1.0,0.38955729265007616,0.9998510283628773
combined_overall,1.0,0.3895798505508671,0.9998510283628773
combined_overall,1.0,0.3895965254610688,0.9998510283628773
combined_overall,1.0,0.3896377284184392,0.9998510283628773
combined_overall,1.0,0.38967992142839153,0.9998510283628773
combined_overall,1.0,0.3897211420281679,0.9998510283628773
combined_overall,1.0,0.38974077395045187,0.9998510283628773
combined_overall,1.0,0.3897692437512437,0.9998510283628773
combined_overall,1.0,0.38980655530392155,0.9998510283628773
combined_overall,1.0,0.3898399453803848,0.9998510283628773
combined_overall,1.0,0.3898615537723133,0.9998510283628773
combined_overall,1.0,0.38988611167103404,0.9998510283628773
combined_overall,1.0,0.3899106726638193,0.9998510283628773
combined_overall,1.0,0.3899372020119548,0.9998510283628773
combined_overall,1.0,0.38996078668561807,0.9998510283628773
combined_overall,1.0,0.3899735629084329,0.9998510283628773
combined_overall,1.0,0.38999027153996985,0.9998510283628773
combined_overall,1.0,0.390007964592848,0.9998510283628773
combined_overall,1.0,0.39003352405918384,0.9998510283628773
combined_overall,1.0,0.39005318746691536,0.9998510283628773
combined_overall,1.0,0.390076786173447,0.9998510283628773
combined_overall,1.0,0.3900994042802076,0.9998510283628773
combined_overall,1.0,0.39012399215405485,0.9998510283628773
combined_overall,1.0,0.3901416973425445,0.9998510283628773
combined_overall,1.0,0.39016137165910236,0.9998510283628773
combined_overall,1.0,0.3901790802406564,0.9998510283628773
combined_overall,1.0,0.39019974228428916,0.9998510283628773
combined_overall,1.0,0.3902184383999677,0.9998510283628773
combined_overall,1.0,0.3902341838870591,0.9998510283628773
combined_overall,1.0,0.39025780450035563,0.9998510283628773
combined_overall,1.0,0.390274537498266,0.9998510283628773
combined_overall,1.0,0.39029914745497657,0.9998510283628773
combined_overall,1.0,0.3903158839984563,0.9998510283628773
combined_overall,1.0,0.39033951450359344,0.9998510283628773
combined_overall,1.0,0.39034936139189574,0.9998510283628773
