class,recall,precision,auc
combined_overall,1.0,0.14285714285714285,0.9999109677028912
combined_overall,1.0,0.3108149909811468,0.9999109677028912
combined_overall,1.0,0.3132601830107701,0.9999109677028912
combined_overall,1.0,0.3147550720687369,0.9999109677028912
combined_overall,1.0,0.3158769301117852,0.9999109677028912
combined_overall,1.0,0.3167265031091752,0.9999109677028912
combined_overall,1.0,0.3174510041256444,0.9999109677028912
combined_overall,1.0,0.3179859397187533,0.9999109677028912
combined_overall,1.0,0.3183968427398861,0.9999109677028912
combined_overall,1.0,0.31873525928214635,0.9999109677028912
combined_overall,1.0,0.31907900163315134,0.9999109677028912
combined_overall,1.0,0.3193885428148001,0.9999109677028912
combined_overall,1.0,0.31965113492699615,0.9999109677028912
combined_overall,1.0,0.3199234191766321,0.9999109677028912
combined_overall,1.0,0.3202100823815959,0.9999109677028912
combined_overall,1.0,0.3204322184119411,0.9999109677028912
combined_overall,1.0,0.3206500116043898,0.9999109677028912
combined_overall,1.0,0.3208448151811281,0.9999109677028912
combined_overall,1.0,0.32103719133433195,0.9999109677028912
combined_overall,1.0,0.32119845895813615,0.9999109677028912
combined_overall,1.0,0.3213545495703172,0.9999109677028912
combined_overall,1.0,0.32155756066947344,0.9999109677028912
combined_overall,1.0,0.3216925981056606,0.9999109677028912
combined_overall,1.0,0.3218096777078303,0.9999109677028912
combined_overall,1.0,0.32193019138387663,0.9999109677028912
combined_overall,1.0,0.3220943689999417,0.9999109677028912
combined_overall,1.0,0.3222587141557,0.9999109677028912
combined_overall,1.0,0.32236747533879856,0.9999109677028912
combined_overall,1.0,0.3224830305543804,0.9999109677028912
combined_overall,1.0,0.3226228824602554,0.9999109677028912
combined_overall,1.0,0.32274804511105687,0.9999109677028912
combined_overall,1.0,0.32286993644341877,0.9999109677028912
combined_overall,1.0,0.3229696729352341,0.9999109677028912
combined_overall,1.0,0.32305463230504566,0.9999109677028912
combined_overall,1.0,0.3231504337547667,0.9999109677028912
combined_overall,1.0,0.32322603555239904,0.9999109677028912
combined_overall,1.0,0.32331045434126265,0.9999109677028912
combined_overall,1.0,0.3233834276912917,0.9999109677028912
combined_overall,1.0,0.32344561616203843,0.9999109677028912
combined_overall,1.0,0.3235064758579597,0.9999109677028912
combined_overall,1.0,0.3235714181159678,0.9999109677028912
combined_overall,1.0,0.32363774023730396,0.9999109677028912
combined_overall,1.0,0.32369257802694335,0.9999109677028912
combined_overall,1.0,0.3237623368770361,0.9999109677028912
combined_overall,1.0,0.3238416139969026,0.9999109677028912
combined_overall,1.0,0.3239121151479121,0.9999109677028912
combined_overall,1.0,0.32398061199920436,0.9999109677028912
combined_overall,1.0,0.3240409946264706,0.9999109677028912
combined_overall,1.0,0.3241876348704196,0.9999109677028912
