sample_idx,Canonical_smiles,mz,intensity,importance,abs_importance
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1020347997546196,0.012000000104308128,-5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11403480172157288,0.017000000923871994,-5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11504259705543518,0.04600000008940697,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11505520343780518,0.014999999664723873,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11605039983987808,1.0,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.12805040180683136,0.15700000524520874,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.12905819714069366,0.014000000432133675,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.13006600737571716,0.08299999684095383,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14005039632320404,0.07400000095367432,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14104560017585754,0.08100000023841858,-5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1420661062002182,0.6209999918937683,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.14305000007152557,0.01899999938905239,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.15704050660133362,0.010999999940395355,-5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1660660058259964,0.020999999716877937,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.16804519295692444,0.05999999865889549,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1841128021478653,0.012000000104308128,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.24008139967918396,0.057999998331069946,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.24209700524806976,0.0430000014603138,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.25408440828323364,0.061000000685453415,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.25509220361709595,0.0560000017285347,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.2670922875404358,0.03700000047683716,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.268076092004776,0.026000000536441803,0.0,0.0
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28207919001579285,0.13600000739097595,5.960464477539063e-08,5.960464477539063e-08
6,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.28308698534965515,0.5870000123977661,5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.1020347997546196,0.019999999552965164,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11403480172157288,0.041999999433755875,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11504259705543518,0.03999999910593033,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11505520343780518,0.019999999552965164,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.11605039983987808,1.0,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.12805040180683136,0.07699999958276749,0.0,0.0
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.12905819714069366,0.009999999776482582,-5.960464477539063e-08,5.960464477539063e-08
7,O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,0.13006609678268433,0.07100000232458115,0.0,0.0
