fpr,tpr
0.0,0.0
0.0,0.0037926675094816687
0.0,0.008849557522123894
0.0,0.011378002528445006
0.0,0.0897597977243995
0.0,0.09987357774968394
0.0,0.1264222503160556
0.0,0.12895069532237674
0.0,0.13147914032869784
0.0,0.13400758533501897
0.0,0.18078381795195955
0.0,0.18584070796460178
0.0,0.19089759797724398
0.0,0.1934260429835651
0.0,0.22629582806573956
0.0,0.23135271807838179
0.00037965072133637056,0.23135271807838179
0.00037965072133637056,0.2402022756005057
0.00037965072133637056,0.2427307206068268
0.00037965072133637056,0.2503160556257901
0.0018982536066818527,0.2503160556257901
0.0018982536066818527,0.2515802781289507
0.002277904328018223,0.2515802781289507
0.002277904328018223,0.25663716814159293
0.0026575550493545936,0.25663716814159293
0.0026575550493545936,0.26169405815423513
0.003416856492027335,0.26169405815423513
0.003416856492027335,0.2629582806573957
0.003416856492027335,0.26548672566371684
0.003416856492027335,0.2718078381795196
0.0037965072133637054,0.2718078381795196
0.0037965072133637054,0.2781289506953224
0.004176157934700076,0.2781289506953224
0.004176157934700076,0.3084702907711757
0.004176157934700076,0.3109987357774968
0.004555808656036446,0.3109987357774968
0.004555808656036446,0.3185840707964602
0.004935459377372817,0.3185840707964602
0.004935459377372817,0.33754740834386854
0.005315110098709187,0.33754740834386854
0.005315110098709187,0.34260429835651074
0.005315110098709187,0.35651074589127685
0.006074411541381929,0.35651074589127685
0.006074411541381929,0.3615676359039191
0.006454062262718299,0.3615676359039191
0.006454062262718299,0.3666245259165613
0.00683371298405467,0.3666245259165613
0.00683371298405467,0.37420986093552466
0.00721336370539104,0.37420986093552466
0.00721336370539104,0.37926675094816686
0.007593014426727411,0.37926675094816686
0.007593014426727411,0.3843236409608091
0.007593014426727411,0.3868520859671302
0.007593014426727411,0.3994943109987358
0.007593014426727411,0.4020227560050569
0.007593014426727411,0.415929203539823
0.007972665148063782,0.415929203539823
0.007972665148063782,0.41719342604298354
0.008352315869400152,0.41719342604298354
0.008352315869400152,0.4197218710493047
0.008352315869400152,0.42351453855878635
0.008352315869400152,0.42604298356510745
0.008352315869400152,0.42983565107458915
0.008352315869400152,0.4336283185840708
0.008352315869400152,0.44374209860935526
0.009111617312072893,0.44374209860935526
0.009111617312072893,0.4450063211125158
0.009111617312072893,0.4475347661188369
0.009111617312072893,0.4563843236409608
0.009111617312072893,0.4639696586599241
0.009111617312072893,0.4690265486725664
0.009111617312072893,0.4715549936788875
0.009111617312072893,0.4778761061946903
0.009111617312072893,0.4804045512010114
0.009111617312072893,0.4892541087231353
0.009111617312072893,0.4943109987357775
0.009111617312072893,0.5284450063211125
0.009491268033409264,0.5284450063211125
0.009491268033409264,0.549936788874842
0.009491268033409264,0.5524652338811631
0.009491268033409264,0.5651074589127687
0.009491268033409264,0.5676359039190898
0.009491268033409264,0.5701643489254109
0.010250569476082005,0.5701643489254109
0.010250569476082005,0.5802781289506953
0.010250569476082005,0.5853350189633375
0.010250569476082005,0.5903919089759798
0.010250569476082005,0.5929203539823009
0.010250569476082005,0.5941845764854614
0.010250569476082005,0.5967130214917825
0.010250569476082005,0.6055625790139064
0.010250569476082005,0.6080910240202275
0.010250569476082005,0.6131479140328698
0.010250569476082005,0.6156763590391909
0.010250569476082005,0.6207332490518331
0.010250569476082005,0.6232616940581542
0.010250569476082005,0.6245259165613148
0.010250569476082005,0.629582806573957
0.011009870918754746,0.629582806573957
0.011009870918754746,0.6321112515802781
0.011009870918754746,0.640960809102402
0.011009870918754746,0.6460176991150443
0.011009870918754746,0.6485461441213654
0.011009870918754746,0.6738305941845765
0.011009870918754746,0.6763590391908976
0.011389521640091117,0.6763590391908976
0.011389521640091117,0.6801517067003793
0.011389521640091117,0.6852085967130215
0.011769172361427487,0.6852085967130215
0.011769172361427487,0.6915297092288243
0.011769172361427487,0.6940581542351454
0.011769172361427487,0.6965865992414665
0.012148823082763858,0.6965865992414665
0.012148823082763858,0.6978508217446271
0.012148823082763858,0.7029077117572693
0.012148823082763858,0.7054361567635904
0.012148823082763858,0.7079646017699115
0.012148823082763858,0.7104930467762326
0.012148823082763858,0.7130214917825537
0.012148823082763858,0.7155499367888748
0.012528473804100227,0.7155499367888748
0.012528473804100227,0.7168141592920354
0.012908124525436599,0.7168141592920354
0.012908124525436599,0.718078381795196
0.012908124525436599,0.7206068268015171
0.012908124525436599,0.7243994943109987
0.012908124525436599,0.729456384323641
0.012908124525436599,0.7319848293299621
0.012908124525436599,0.7345132743362832
0.012908124525436599,0.7395701643489254
0.012908124525436599,0.7420986093552465
0.012908124525436599,0.7446270543615676
0.013287775246772968,0.7446270543615676
0.013287775246772968,0.7509481668773704
0.01366742596810934,0.7509481668773704
0.01366742596810934,0.7547408343868521
0.01442672741078208,0.7547408343868521
0.01442672741078208,0.7572692793931732
0.014806378132118452,0.7572692793931732
0.016324981017463932,0.7572692793931732
0.016324981017463932,0.7597977243994943
0.016704631738800303,0.7597977243994943
0.016704631738800303,0.7635903919089759
0.017463933181473046,0.7635903919089759
0.017463933181473046,0.7648546144121365
0.017843583902809414,0.7648546144121365
0.017843583902809414,0.7673830594184576
0.017843583902809414,0.7699115044247787
0.017843583902809414,0.7724399494310998
0.018602885345482156,0.7724399494310998
0.018602885345482156,0.7737041719342604
0.018982536066818528,0.7737041719342604
0.02050113895216401,0.7737041719342604
0.02050113895216401,0.7762326169405815
0.02088078967350038,0.7762326169405815
0.02088078967350038,0.7787610619469026
0.02126044039483675,0.7787610619469026
0.02126044039483675,0.7800252844500632
0.02164009111617312,0.7800252844500632
0.02164009111617312,0.7850821744627055
0.022399392558845863,0.7850821744627055
0.022399392558845863,0.786346396965866
0.022779043280182234,0.786346396965866
0.022779043280182234,0.7888748419721872
0.023917995444191344,0.7888748419721872
0.023917995444191344,0.7901390644753477
0.026575550493545937,0.7901390644753477
0.026575550493545937,0.7914032869785083
0.026955201214882308,0.7914032869785083
0.026955201214882308,0.7926675094816688
0.02771450265755505,0.7926675094816688
0.029612756264236904,0.7926675094816688
0.029612756264236904,0.7939317319848294
0.030751708428246014,0.7939317319848294
0.030751708428246014,0.7951959544879899
0.03530751708428246,0.7951959544879899
0.0360668185269552,0.7951959544879899
0.0387243735763098,0.7951959544879899
0.0387243735763098,0.797724399494311
0.039104024297646166,0.797724399494311
0.039104024297646166,0.7989886219974716
0.040242976461655276,0.7989886219974716
0.04100227790432802,0.7989886219974716
0.04100227790432802,0.8002528445006322
0.043659832953682615,0.8002528445006322
0.04441913439635535,0.8002528445006322
0.04441913439635535,0.8027812895069533
0.047076689445709946,0.8027812895069533
0.047076689445709946,0.8040455120101138
0.04783599088838269,0.8040455120101138
0.04783599088838269,0.8065739570164349
0.04859529233105543,0.8065739570164349
0.04859529233105543,0.809102402022756
0.04935459377372817,0.809102402022756
0.04935459377372817,0.8103666245259166
0.04973424449506454,0.8103666245259166
0.04973424449506454,0.8116308470290771
0.05011389521640091,0.8116308470290771
0.05011389521640091,0.8128950695322377
0.05201214882308276,0.8128950695322377
0.05201214882308276,0.8141592920353983
0.05353075170842825,0.8141592920353983
0.05353075170842825,0.8154235145385588
0.05466970387243736,0.8154235145385588
0.05466970387243736,0.8166877370417194
0.0554290053151101,0.8166877370417194
0.0554290053151101,0.8179519595448799
0.05656795747911921,0.8179519595448799
0.05656795747911921,0.820480404551201
0.05770690964312832,0.820480404551201
0.05770690964312832,0.8230088495575221
0.05808656036446469,0.8230088495575221
0.05808656036446469,0.8242730720606827
0.05884586180713743,0.8242730720606827
0.05884586180713743,0.8255372945638433
