recall,precision
1.0,0.2840677966101695
1.0,0.28416412343167174
1.0,0.28426051560379917
1.0,0.28435697319307773
1.0,0.28445349626612354
1.0,0.28455008488964345
1.0,0.28464673913043476
1.0,0.2848402447314752
1.0,0.28493709622577357
1.0,0.28503401360544217
0.9988066825775657,0.28479074515141206
0.9988066825775657,0.2848876786929884
0.9988066825775657,0.2849846782431052
0.9964200477326969,0.28449744463373083
0.9964200477326969,0.2845944103612815
0.9964200477326969,0.28488570453770046
0.9964200477326969,0.28498293515358364
0.9964200477326969,0.28508023216114714
0.9964200477326969,0.2851775956284153
0.9964200477326969,0.2852750256235053
0.9964200477326969,0.2853725222146275
0.9964200477326969,0.28547008547008546
0.9964200477326969,0.28556771545827636
0.9964200477326969,0.2856654122476907
0.9964200477326969,0.2857631759069131
0.9964200477326969,0.2858610065046217
0.9964200477326969,0.285958904109589
0.9964200477326969,0.28605686879068176
0.9964200477326969,0.2861549006168609
0.9952267303102625,0.2859101816935207
0.9952267303102625,0.28600823045267487
0.9952267303102625,0.286106346483705
0.9952267303102625,0.2862045298558682
0.9952267303102625,0.286302780638517
0.9952267303102625,0.2864010989010989
0.9952267303102625,0.2870912220309811
0.9952267303102625,0.2871900826446281
0.9940334128878282,0.2869445401308991
0.9940334128878282,0.2870434183321847
0.9940334128878282,0.28714236470182697
0.9928400954653938,0.2868965517241379
0.9928400954653938,0.28709454796411316
0.9928400954653938,0.287292817679558
0.9916467780429594,0.28704663212435233
0.9916467780429594,0.2871458189357291
0.9916467780429594,0.28724507431731766
0.9916467780429594,0.28734439834024894
0.9916467780429594,0.28754325259515573
0.9916467780429594,0.28764278296988577
0.9916467780429594,0.28774238227146814
0.9916467780429594,0.28784205057152756
0.9916467780429594,0.28794178794178793
0.9916467780429594,0.2880415944540728
0.9916467780429594,0.2882414151925078
0.9916467780429594,0.2883414295628036
0.9916467780429594,0.2884415133634155
0.9916467780429594,0.28854166666666664
0.9916467780429594,0.2886418895449809
0.9916467780429594,0.28874218207088254
0.9916467780429594,0.28884254431699685
0.9916467780429594,0.2889429763560501
0.9904534606205251,0.288695652173913
0.9904534606205251,0.28879610299234515
0.9904534606205251,0.2888966237382527
0.9904534606205251,0.2889972144846797
0.9904534606205251,0.2890978753047719
0.9904534606205251,0.289198606271777
0.9904534606205251,0.2894002789400279
