fpr,tpr
0.0,0.0
0.0,0.0011933174224343676
0.0,0.021479713603818614
0.0,0.02386634844868735
0.0,0.029832935560859187
0.0,0.032219570405727926
0.0,0.034606205250596656
0.0,0.03937947494033413
0.0,0.050119331742243436
0.0,0.05489260143198091
0.0,0.06205250596658711
0.0,0.07159904534606205
0.0,0.07875894988066826
0.0,0.081145584725537
0.0,0.08591885441527446
0.0,0.0883054892601432
0.0,0.09307875894988067
0.000946969696969697,0.09307875894988067
0.000946969696969697,0.0954653937947494
0.000946969696969697,0.09785202863961814
0.000946969696969697,0.1026252983293556
0.000946969696969697,0.10501193317422435
0.000946969696969697,0.10739856801909307
0.000946969696969697,0.11097852028639618
0.000946969696969697,0.11217183770883055
0.0014204545454545455,0.11217183770883055
0.0014204545454545455,0.11455847255369929
0.0014204545454545455,0.11813842482100238
0.001893939393939394,0.11813842482100238
0.001893939393939394,0.11933174224343675
0.001893939393939394,0.12171837708830549
0.001893939393939394,0.1288782816229117
0.0023674242424242425,0.1288782816229117
0.0023674242424242425,0.13723150357995226
0.002840909090909091,0.13723150357995226
0.002840909090909091,0.13961813842482101
0.002840909090909091,0.14081145584725538
0.002840909090909091,0.15035799522673032
0.002840909090909091,0.15871121718377088
0.0033143939393939395,0.15871121718377088
0.0033143939393939395,0.16825775656324582
0.003787878787878788,0.16825775656324582
0.003787878787878788,0.17422434367541767
0.004261363636363636,0.17422434367541767
0.004261363636363636,0.1766109785202864
0.004734848484848485,0.1766109785202864
0.004734848484848485,0.17780429594272076
0.005208333333333333,0.17780429594272076
0.005208333333333333,0.19212410501193317
0.005681818181818182,0.19212410501193317
0.007575757575757576,0.19212410501193317
0.008049242424242424,0.19212410501193317
0.008996212121212122,0.19212410501193317
0.008996212121212122,0.19928400954653938
0.008996212121212122,0.2016706443914081
0.008996212121212122,0.20883054892601433
0.008996212121212122,0.21121718377088305
0.008996212121212122,0.21360381861575178
0.00946969696969697,0.21360381861575178
0.00946969696969697,0.21479713603818615
0.009943181818181818,0.21479713603818615
0.009943181818181818,0.2171837708830549
0.010416666666666666,0.2171837708830549
0.010416666666666666,0.22195704057279236
