ID,Sample1,Sample10,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108,Sample109,Sample11,Sample110,Sample111,Sample112,Sample113,Sample114,Sample115,Sample116,Sample117,Sample118,Sample119,Sample12,Sample120,Sample121,Sample122,Sample123,Sample124,Sample125,Sample126,Sample127,Sample128,Sample129,Sample13,Sample130,Sample131,Sample132,Sample133,Sample134,Sample135,Sample136,Sample137,Sample138,Sample139,Sample14,Sample140,Sample141,Sample142,Sample143,Sample144,Sample145,Sample146,Sample147,Sample148,Sample149,Sample15,Sample150,Sample151,Sample152,Sample153,Sample154,Sample155,Sample156,Sample157,Sample158,Sample159,Sample16,Sample160,Sample161,Sample162,Sample163,Sample164,Sample165,Sample166,Sample167,Sample168,Sample169,Sample17,Sample170,Sample171,Sample172,Sample173,Sample174,Sample175,Sample176,Sample177,Sample178,Sample179,Sample18,Sample180,Sample181,Sample182,Sample183,Sample184,Sample185,Sample186,Sample187,Sample188,Sample189,Sample19,Sample190,Sample191,Sample192,Sample193,Sample194,Sample2,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample3,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample4,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample5,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample6,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample7,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample8,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample9,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99
L3_ID0326,0,0,0,0,0,0,0,0.1514252445885182,0.622288884008335,0.3951083169573357,0.3677744554805943,0.5788522791814714,0,0.3810640385355459,0.5980716113048088,0.6318273859362533,0.3850575885975341,0.1874064012603019,0,0.708839587331461,0.8358521989320892,0.4495524187361844,0.5220274652803547,0,0.649949412713143,0.5086499121170249,0.2780089675619926,0.6296105792638048,0.4221907270377142,0.2074010629318296,0.8146150333402706,0.4042742273215104,0.4742322156854443,0.6098931717582904,0,0.479701196941697,0.2069775611976979,0.611107250046042,0.3863240860458206,0.410084904978036,0.1914216286513115,0.761653959571474,0.6154517497995887,0.5498299627806948,0.7757370660580665,0,0.1953909318952442,0.6240309839941617,0.8592718401145633,0.8681743114654867,0.6878980819643238,0.5366295994990025,0,0.2628924263160262,0.7736819840514019,0.5963114234288401,0,0.6675964027530724,0.4014796911068313,0.5754865201312318,0.4908767013977066,0.6217375584931712,0.2381218890987485,0.8158905658694191,0.3283640875810262,0.6709887544305722,0.5520076820630749,0,0.5943264299690234,0.5354193520583778,0.5569607474904622,0.7149524496477562,1,0.5045383807522941,0.412743696203563,0.7178368067045106,0.0636076371385088,0,0,0.2829821602134124,0.3368718658773497,0.3814034834267109,0.3532239977149201,0.3798988429661039,0.2154705579538689,0.285530791197614,0.2338422442366845,0.3705665517745722,0.2489038321013182,0,0.1834081950367407,0.44623772318829,0.5544410017574709,0.548126985641773,0.4527793799259423,0.4311870682882637,0.576703345003599,0.3449943339786918,0.2681255630305146,0.142482507096318,0,0.3213363493018916,0.3358814083870317,0,0.1272751430697491,0.2459875073117937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032813512825828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7321853398076636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089784697912133,0.124594140853906,0.2484531311338295,0.214791113897083,0.253255387528647,0,0,0,0,1,0.2330896436141634,0.1437886149336414,0.1482210765640095,0,0.0992145016623113,0,0.4140816637197015,0.1076770427231776,0,0,0,0.1908499458662556,0,0,0,0,0,0.1546589501386582,0.3921863730342809,0,0,0,0,0,0,0,0.5975337604160341,0,0,0,0,0,0,0,0,0,0,0.0926788882760235,0,0,0.1180006168568346,0,0,0.0960734507101743,0.1074293792126664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1635213934736073,0,0,0,0,0.0349699883406371,0,0,0,0.0321476456957678,0,0.0278540540270324,0,0,0,0.2441396332608159,0,0,0,0,0,0,0.8074386883652919,0,0,0,0,0,0,0,0,0,0,0.3203304103027839,0,0,0,0.330407085344366,0,0,0,0,0,0,0,0.8322840757694786,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4746942794243623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161994984304213,0,0,0.0346909186624896
L3_ID0404,0.0322684076032985,0,0,0.0577706136010989,0.0193654710589451,0.0418178614881515,0.114655446668007,0.1810256327742311,0.1165699513631372,0.1270479709636121,0,0,0,0.3475068885960369,0.2846265746289486,0.2013715292727959,0.0820280071937513,0.0322567539213213,0,0.1193835071318967,0.308690672632397,0.6347260969611405,0.1806491567456143,0,0,0.9672149197206212,0.3838957595322754,0.2031325052397371,0.0528108669739643,0.0328607788602678,1,0,0.6914310000875453,0.0146394512482005,0.0396869664370378,0,0.2087743195502929,0.1670260304875985,0.1024518765035095,0,0.1186190412592484,0.0542612160898554,0,0.5480906893895301,0,0.0341682962426604,0,0.0917930709791697,0.0266392987712688,0.1419128885090287,0,0,0.1663862360739899,0,0,0.1605417607092134,0.0328544736756359,0,0,0.1980550133457317,0.1354048749830146,0.1956141963710423,0,0.1869439576839422,0,0,0.1526211956071247,0,0,0.2131305251767868,0.0447579769145427,0.1082795343128259,0,0,0.2207072199432799,0.0851733656111045,0.3093536177594101,0.3228153380044438,0.0043263224361094,0,0,0.0529735317860078,0.1118184045060933,0,0.1072750686084651,0.620175051171021,0.0305846100054765,0.7988900547668225,0,0,0,0.0359990376509149,0,0,0,0,0,0,0.0304567523861459,0.0115238060833585,0.0218068293172309,0,0,0,0,0,0.0466996353040927,0,0,0,0.0108666787060073,0.0297491506630973,0,0.0163141701074586,0.0389039850288621,0.0231422290988332,0,0,0.0265110411335699,0.036215198625736,0.0374649623071922,0.050768149398435,0,0,0,0.0375078761658605,0.0297900868085735,0,0,0.0505913356849415,0,0.0292558720682402,0,0.0296661342636645,0.0498930266962971,0.0340888800085432,0.0330093171495114,0.0698173429972102,0,0,0,0.0112689342400684,0.0987642666131488,0.1820089618436856,0.0521663562598723,0,0.0427034657904738,0.0973657240719618,0.097594803122484,0.0240567745902424,0.0087432105693558,0.1644059605265678,0.0589122884031508,0.0787621509355797,0.0182845431022645,0,0,0.0239232691591231,0.0538664175415674,0,0.0320994236199668,0,0,0.0218145527488053,0.0737376516847274,0.1099623304660613,0.0851979933154077,0.0748735192271094,0.0171276759942073,0.0978635035727962,0,0.1968422919246552,0.0270280355027435,0.107838842748091,0.0651370945190031,0.2197693307226101,0.1300685740019883,0.0246203920793185,0.0543531755572865,0.0405998978683172,0.1680456801059709,0.1795496824827626,0.0634159077917267,0.0240526149586773,0.1152738582815595,0,0.0192124514450431,0.0766557884795068,0,0,0.0212325428067768,0,0.0149073614524352,0.0211372307378455
L3_ID0421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2030051866996215,0,0,0,0,0,0,0.1617555510416181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1014918283185729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2826756686327801,0,0,0,1,0,0,0,0,0,0,0,0.9273316670411534,0,0,0,0,0.7688475245265641,0,0,0,0,0,0,0,0,0,0.1208585880017224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2834817426921169,0,0,0,0
L3_ID0453,0,0,0,0,0,0,0.0807018683057535,0.0993519712687557,0,0.2096642046761863,0.0576936574138034,0.4680446775827544,0,0.2953342332412401,0.1404207471582018,0.1012924333320777,0.2763325763483737,0.5139039533592157,0.498623135365104,0.1570786386815793,0.6625950427408208,0.0611758400894273,0.4113305411900637,0,0,0.3062886594401802,0.1942299194837971,0.2346392537231208,0.2631373658141164,0.0499869353900231,0.3963568595427392,0.1728577271006358,0.4692517917760941,0.1663925350389893,0,0.3000845100959751,0.4354544472562782,0.1914575389309696,0.3866956731335957,0.2589673814514154,0.5671461949687756,0.3626070401204225,0.5586635083045967,0.4815871376063625,0.381333845053789,0,0.2332578480401485,0.5634537695819068,0.4940705393266777,0.1676215437192568,0.0793909801033022,0.1995453886377746,0.2175406137952714,0.3574086087859882,0.3895743501409879,0.5870342897415599,0,0.2266518031490209,0.7647058674449593,0.4651670380523872,0.695658877065093,0.4263702210653023,0.2986777737309025,0.7593942354721078,0.3991616580941515,0.5069152651255728,0.6366395410811814,0,0.3901544842610573,0.4522920613201598,0.3910895392041733,0.3319088300448521,0.6659264034278698,0.7787630147480882,0.2787666776795035,0.6694713648871119,0.9269997374976452,0.077722137731338,0.0318498218901468,0.3069728922458277,0.317450992978469,0.2501428506123624,1,0.6264123297985285,0.474837377836472,0.1915684289201425,0.2061394012638774,0.1097176138788735,0.7994740884718027,0,0.7293037522643291,0.5344375904183314,0.1122567543954382,0.450517304623969,0.1293099471830512,0.3394386559316798,0.4713304040306665,0.2434159980964444,0.9864658608024096,0.8030529350561849,0,0.6092521990219093,0.315088382295578,0.2804517518092853,0.8191488675748767,0.8956623031988684,0,0,0,0,0,0,0,0.0376390732325561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300006778644482,0.0152386189744198,0.0149559421498816,0.0203461164163825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719736776620481,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0460,0,0.531113950995656,0,0,0,0.375523964981459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2671671858461494,0,0,0,0,0,0,0,0,0,0,0,0.749870425031865,1,0,0,0,0,0,0.1810274769301267,0,0,0,0,0,0,0.3284500932177441,0,0,0,0,0.771739546565101,0,0,0.2168421070267875,0,0,0,0,0,0,0,0,0,0,0,0.0997933230041957,0,0,0,0.4171242943745573,0,0,0,0,0,0,0,0,0,0,0,0.2590008004453341,0,0,0,0,0,0,0,0,0,0,0.3818535147341001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2426439869633382,0,0,0,0,0.209104950488414
L3_ID0492,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190734393297811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4281998342364501,0,0,0,0,0,0,0,0,0.849275913948487,0,0,0,0,0,0,0,0
L3_ID0514,0,0,0.3186206082451443,0,0,0,0,0.2180186414439325,0.2353901218003012,0,0.1394650663605048,0.1648079045877362,0,0.1486590079817614,0.1096166735563043,0.1609676648747255,0.1972081290756696,0.3248021982968485,0.3916039645049342,0.2266176112607122,0.2569176292119958,0.4460731852645215,0.2111737814307487,0,0.1333474779240666,0.3056012977021372,0.2273448431419632,0.2587140124301917,0.353058145417977,0,0.2724909793926189,0.034667141860535,0.1945379749065134,0.2519943205963295,0,0.5196833237276548,0.3112866226596026,0.3269655328683365,0.1909096936073893,0.3338298501034462,0,0.2073907413753072,0.4799329283372114,0.1196565030931259,0.1864150349608475,0,0.211726257505525,0,0.4948986873834624,0.1682454276879823,0.0594317651696367,0.2662917508181399,0.054415253387721,0.5018604723058645,0.3752267218532306,0.2535734204609626,0,0.2207167819533404,0.5287713396241501,0.2414200424572794,0.6104382998244294,0.6204116101316651,0.6212283680599554,0,0.4600420341488624,0.1485706175257451,0.4007532939303028,0,0.6437098334310843,0.2270863586350074,0.3324394236618249,0.2447645133713873,0.1549305530561449,0.5205033297232754,0.8915168289551442,0.2692430231181465,0.18077922609224,0,0,0,0.269451959922163,0.5429123830915109,0.2576729508654212,0.3726743978640418,0.3890077947834415,0.285921714677641,0.4984153727537507,0.3197572793312808,0.2233665578736074,0,0.0924231812412866,0,0.3361624209016601,0.6018977089416166,0.3698135649124102,0.3405183788138893,0.420417760137877,0.4629812987396331,0.3844683768491275,0.2882617823842539,0,0.9153869692867864,0.6934286310680207,0.8045931143501215,1,0.6226162094659079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256594118554648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832732045404708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2551130743128186,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0533,0,0,0,0,0,0,0,0.3868671363974052,0.1910443473015207,0,0.1771939068495293,0.3571997607265779,0,0.4664734641095401,0.0892390423656994,0.2186649399701456,0.2868530420732044,0.2690928544725891,0.6637444638294744,0.0404034446321811,0,0.1976478968916455,0.0581551936809022,0,0.2962136326610681,0,0.2487787081634571,0.2045419119698297,0.0936671919890787,0.5802491019844536,0.2798483027695956,0.4701490520298653,0.3168015991273381,0.1656642914214156,0,0.1617777521364795,0.3917774443626229,0.3599676488522726,0.3015475641231032,0.3364511068415459,0.3139575644164664,0.3730855257025739,0.2500586359715147,0.3649451644170224,0.4408975195136596,0,0.2172623265949653,0.1246601321292647,0.1199174019108843,0.1224550406855941,0.2081446912444814,0.1470175558483735,0.4201487596347459,0.5012501328143333,0.7641632682587686,0.2116389502028108,0,0.4702032480678814,0.1118306351898812,0.4450353712701463,1,0.4989542216223546,0.1713279795366383,0,0.1603791028819838,0.5461906590236635,0.4719788881814461,0,0.271651472494171,0.4051093245954664,0.6721696945111086,0.4823134395393417,0.0892624425267121,0.5356147498783028,0.0849021464375945,0.3249861426008398,0.745769107333303,0.4540136805820853,0,0.7722378468193712,0.3189572524244699,0.3694685071802024,0.4807934852257101,0.2275755831225384,0.4288666104874459,0.3784713654513841,0.460431335584507,0.922875616153056,0.6439452440016401,0,0.752880729964667,0.6533743389179945,0.1875720142457492,0.4074979981994411,0.3466587496644145,0.1988947065185264,0.3637895640872642,0.8561802914566473,0.1790741573389922,0.3359871938049588,0,0.3630068869002034,0.6738052394283838,0.7087035336668177,0.7513657455933862,0.5728029154561084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775099685409947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2500882840273818,0,0,0,0,0,0.3255865430060817,0.2875257021377561,0.2000380616099753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2979571927881042,0,0,0,0,0,0,0,0,0,0.5854303192099674,0,0,0,1,0,0.5980385863105965,0,0,0,0.8270209540852094,0,0,0,0,0,0,0,0,0,0,0,0,0.3117642929804732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3272483906575855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2363201733922117,0,0,0.1563250307917856,0,0,0,0,0.0882794136035197,0,0.1055533289255565,0,0,0.1206687788025736,0.6790432323303798,0,0.1152504748531908,0,0.3837421951760641,0,0,0,0.2630826023278663,0,0,0,0,0,0.1976862488418529,0,0.0756574119863521,0,0,0,0,0,0,0,0.1129530501594686,0,0,0,0,0,0,0,0,0,0,0,0,0.309869882132509,0.1911819770574477,0.110888397360346,0,0,0.125808113935872,0.6889994272838439,0.7633954033816052,0,0.6166155128684234,0.5963715446309519,0,0.5437716933749934,0,0.7080102130695743,0,0.5141447623006826,0.7176490186062727,0.5213405317194089,0,0.7071955114384758,0.1194840781812834,0,0,0,0,0,0,0.7629472548321543,0.856974938324293,0,0.597792131307525,1,0.729405989416913,0.7972735910040075,0.5043845217746388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3_ID0650,0,0.0881592147184757,0.1503978700052632,0,0,0.0822914867929174,0.7152679267146951,0.0966954970791608,0,0.1242842364777011,0.0668570559072636,0.1427651749595419,0,0.2778329512281581,0.1615938396917635,0.1910769082095431,0.1984563525256162,0.2611008069257351,0.2350189284476718,0.0980870138223028,0.1662387209275852,0,0.1168661894021385,0,0.4620361148780438,0.3025247385598528,0.0708535385947223,0.2263980654107439,0.5437452689412791,0.1149523267561412,0.2624605475554366,0.3104394616146308,0,0,0,0.5962312662442968,0.2425379069106316,0.1915169941347161,0.4499397678901302,0.2783663552760501,0,0,0.2512215837791211,0.6132586156330454,0,0,0.0487843638910155,0.9895924691991876,0,0.0687644505729009,0.0539824388251302,0.1207152172447876,0.2482133926116993,0.3455117925941463,0.5242530275089624,0.4004899463584657,0,0.2601061288648638,0.2644064545522129,0.1717823761747949,0.3046464436324803,0.1999404731078126,0.1631724417743829,0.2221959525120578,0.9618716132089584,0.4958191717514758,0.2644255328895052,0,0.4135282875570376,0.4715856322464671,0.2707131653236666,0.1039487198909847,0.2056720967983272,0.3345833899420337,0.666491049203185,0.4987264825710515,0,0,0.2358974607054848,0.985227005856846,0.1416018780005522,0.6267363675532959,0.2543472409109301,0.4026547992182413,0.5823739123887348,0.7998938314068447,0.1335751322357032,0.1015021223051635,0.8178103341409415,0,0.1475879098187287,0.306196214232691,0,0.2926534873436059,0.1068105563223186,0.5342373682892074,0,0.498869561131208,0.8294016507505582,0.3420925549614506,0.3971984524663055,0.3085817068281565,0,0.4747552057292464,1,0.5107486019258126,0,0,0,0,0,0,0.0901509941579821,0,0,0,0,0,0,0.1463401557509052,0,0,0,0,0,0,0,0.2701826667109004,0.0673702121833115,0,0,0.7163740969134937,0,0,0,0.053503153405943,0,0,0,0,0,0,0,0.0352714842215579,0,0,0,0,0,0,0,0,0,0,0.0802347144069265,0,0.0302309728953449,0,0,0.0457273526406971,0,0,0,0.4057376671900125,0.0453574678180449,0.2151870440718977,0,0,0,0.1870137869262192,0.1775579975786482,0,0,0.2259140299955421,0.2033194804250239,0.5299172711220005,0.2333946709272163,0,0,0.1339377594502315,0.2605904717133102,0.3177866204247974,0,0,0,0.26707981017722,0,0.2684222265635889,0,0.6545847502791664,0,0,0,0
L3_ID0684,0.0130482710843669,0,0.0950920873839511,0.1718495468129455,0.1008238244255516,0.1171708586704114,0.1587328997205373,0.2288294119470078,0.0824103057467196,0.1505810694194796,0.1817697219161687,0.1491509837011549,0.0221879329686662,0.1737313967529199,0.1660515090450711,0.1652206120795605,0.2435060296469965,0.2090850864577105,0.2027614567211687,0.1977291903113143,0.1449386904744299,0.2242552049775683,0.1688017116984931,0,0.1318749457237253,0.2989347735201099,0.7725926780566883,0.221489274852456,0.2029617260648236,0.1729136849754831,0.2481824135753349,0.2923761251030543,0.5161339155822144,0.1845478160858191,0.0511960895349751,0.1552853008711188,0.2005181456580256,0.0552335062374966,0.2517299068275135,0.097492635093195,0.1561424133915122,0.192525713578656,0.1947991191884894,0.2843177205523338,0.0880073300813264,0.0142459489332395,0.22793851285806,0.2393632748568282,0.0915518969577882,0.1825049063451141,0.0843185806140723,0.1530145145325256,0.0955979764430866,0.1593861084046248,0.0998895728443054,0.2359150567223491,0.0114903854877591,0.1794589070893797,0.2313563293413722,0.2541130866364707,0.0834862733368184,0.187109196016994,0.0940523898308628,0.2034953687392793,0.1408098213751091,0.1345245450114351,0.5507551484195835,0.0146309344285343,0.3006794264386166,0.1396417439985068,0.266646595626571,0.1964070065546281,0.0701942966607317,0.0212699718839844,0.2466002383834626,0.1950689870359677,0.5618076067305146,0.6494447828553415,0.0207439091063878,0.7377401033323485,0.4729100146116757,0.470172270417001,0.3022874170189321,0.4548276894817532,0.6080143601850304,0.8988284757775041,0.9177970215177058,1,0.5071294295827573,0,0.6129837843895508,0.1105740260840566,0.2361345120586341,0.17758310956105,0.2630885423796834,0.5482332589092566,0.1403750849545736,0.5652809566710202,0.7349521496707627,0.6420351944640708,0.0495223498320191,0.8089595502693684,0.4308878244570641,0.6787294552773344,0.4641856755764821,0.4675520685572792,0.0018946736669251,0.0101434578242271,0,0.0243632817264931,0.0723706944806831,0.0370476526182516,0.0821936316771712,0,0.0454650022350776,0.5687589529415163,0.086231173996422,0.0093673157696825,0.0382625985373055,0.0210104402594957,0.0608250331481634,0.0312211091251951,0.0195015522092398,0.040216110418621,0.0486381748928828,0.2087152345295806,0.2109767214400501,0.3180780456332684,0,0.2837017484975619,0.0938217814413614,0.2742466877775416,0.1714405208746408,0.2998783270675334,0.2196362487403725,0.2303140565099716,0.1644039705146944,0.2314215277063973,0.2018609671739595,0,0.110072958480605,0.0851541932830366,0.5455444669989793,0.1343055219902676,0,0.1018888255262885,0.1443766266765764,0.0768931809953448,0.2253225472127194,0.0551935813695663,0,0,0.1873690740857892,0.2538012106190454,0.2124809005549951,0.1812686627728955,0.0072543694977241,0,0,0.1631310825256497,0.2414205178318192,0,0.1078799516383714,0.1272295235103654,0.1543351500765602,0,0,0,0.0092063018637279,0,0,0,0.0175837921959266,0,0,0,0,0,0.0976020598869499,0.1742709717044865,0.1399223765770119,0.1457589115407872,0.1387134509209246,0,0.18011466736328,0.2252919309099055,0.1448525354014305,0.0648696431004696,0.1770226954979891,0.1758868928560568,0.3548715104987329,0.2330411781046169,0.1757192188878343,0.1236635109276165
