ID,IUPAC_Name,SMILES,Formula,CAS,CID,Identification_Confidence,Plasma_Detection_Number,Plasma_Detection_Rate,Seafood_Detection_Number,Seafood_Detection_Rate,PBT_Detection_Rate>0.5,PBT_QSAR,PBT_Prob_GAT,PBT_Pred_GAT,PBT_Prob_CNN2D,PBT_Pred_CNN2D,PBT_Label,First_PBT_Identification,First_Environmental_and_Human_Detection,Tanimoto_Match_Source,Max_Tanimoto_Similarity,Tanimoto_Match>0.6,Pollutant_Type,SMILES_clean
12,"4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-N,N-dimethyl-2,2-diphenylbutanamide",CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,C29H33ClN2O2,53179116,3955,level 1,2,0.0103,0,0,0,0,0.96680796,1,0.23865005,0,1,0,0,"Norman_Pharmaceuticals.csv;Norman_Human metabolites.csv;Industrial_chemical.csv;Norman_Persistent, mobile and toxic substances.csv;Norman_Human neurotoxins.csv",1,1,Pharmaceuticals,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
13,"2-[4-[(Z)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine",CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,C26H28ClNO,89778267,3005573,level 1,14,0.0722,0,0,0,1,0.99140227,1,0.9843167,1,1,0,0,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,1,1,Pharmaceuticals,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
14,"4-[(2-amino-3,5-dibromophenyl)methylamino]cyclohexan-1-ol",Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,C13H18Br2N2O,18683915,2132,level 1,21,0.1082,0,0,0,0,0.60515,1,0.49477372,0,0,0,0,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,1,1,Pharmaceuticals,Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1
15,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one",O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,C19H22ClN5O,19794935,5533,level 1,18,0.0928,0,0,0,0,7.5776966e-06,0,0.014106953,0,1,0,0,Norman_Pharmaceuticals.csv;Norman_Human metabolites.csv;Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human neurotoxins.csv,1,1,Pharmaceuticals,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
16,4-[5-(4-chlorophenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,C16H11ClF3N3O2S,170569865,9865808,level 1,6,0.0309,0,0,0,0,0.63442063,1,0.69370437,1,0,0,0,Norman_Pharmaceuticals.csv,1,1,Pharmaceuticals,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
17,"3-O-ethyl 5-O-methyl 2-(2-aminoethoxymethyl)-4-(2-chlorophenyl)-6-methyl-1,4-dihydropyridine-3,5-dicarboxylate",CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,C20H25ClN2O5,88150429,2162,level 1,37,0.1907,0,0,0,0,0.004082318,0,5.3438774e-33,0,1,0,0,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human neurotoxins.csv;Norman_Pharmaceuticals.csv,1,1,Pharmaceuticals,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
18,"6-amino-5-[(1R)-1-(2,6-dichloro-3-fluorophenyl)ethoxy]-N-[4-[(3R,5S)-3,5-dimethylpiperazine-1-carbonyl]phenyl]pyridazine-3-carboxamide",C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,C26H27Cl2FN6O3,1370651209,56960363,level 1,1,0.0052,0,0,0,0,0.1004462,0,0.047791194,0,0,0,1,Norman_Pharmaceuticals.csv,0.7671232876712328,1,Pharmaceuticals,C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1
19,"1-(2,6-dichlorophenyl)-3H-indol-2-one",O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl,C14H9Cl2NO,15362400,27211,level 1,2,0.0103,0,0,0,0,0.9424662,1,0.9235029,1,1,0,0,Industrial_chemical.csv;Norman_Human metabolites.csv,1,1,Industry and consumer goods,O=C1Cc2ccccc2N1c1c(Cl)cccc1Cl
24,ethyl 2-(benzenesulfonylmethyl)-6-bromo-4-[(dimethylamino)methyl]-5-hydroxy-1-methylindole-3-carboxylate,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,C22H25BrN2O5S,,1283486,level 2a,1,0.0052,0,0,0,0,0.5261892,1,0.9223155,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,0.734375,1,Pharmaceuticals,CCOC(=O)c1c(CS(=O)(=O)c2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12
25,3-[4-[(2-chlorophenyl)methoxy]-3-ethoxyphenyl]-1-phenylprop-2-en-1-one,CCOc1cc(C=CC(=O)c2ccccc2)ccc1OCc1ccccc1Cl,C24H21ClO3,,2888148,level 2a,1,0.0052,0,0,0,1,0.9221066,1,0.5332384,1,1,0,1,Norman_Human metabolites.csv,0.4509803921568627,0,Transformation and metabolic products,CCOc1cc(C=CC(=O)c2ccccc2)ccc1OCc1ccccc1Cl
26,3-[[3-[(E)-2-(7-chloroquinolin-2-yl)ethenyl]phenyl]-[3-(dimethylamino)-3-oxopropyl]sulfanylmethyl]sulfanylpropanoic acid,CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,C26H27ClN2O3S2,115104284,5281888,level 2a,39,0.201,0,0,0,0,0.5934397,1,0.583712,1,1,0,0,Norman_Human metabolites.csv,1,1,Transformation and metabolic products,CN(C)C(=O)CCSC(SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
27,"2-[4-[(E)-4-chloro-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1,C32H36ClNO8,,6536897,level 2a,1,0.0052,0,0,0,1,0.99140227,1,0.9843167,1,0,0,0,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,1,1,Pharmaceuticals,CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1
28,"[6-(5-chloro-2-pyridinyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,C17H17ClN6O3,43200802,5735,level 2a,159,0.8196,0,0,1,0,1.1749638e-06,0,0.00432923,0,0,0,0,Norman_Drugs of abuse.csv;Norman_Pharmaceuticals.csv;Norman_Natural toxins.csv;Norman_Human metabolites.csv;Industrial_chemical.csv;Norman_Human neurotoxins.csv,1,1,Pharmaceuticals,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
29,NAN,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)Nc4cc(Cl)ccc4OC(F)(F)F)C(=O)NC4CCCC4)cc3)nc2c(=O)[nH]1,C31H31ClF3N9O5,,,level 2a,174,0.8969,0,0,1,0,0.075525425,0,1.05434e-05,0,1,0,1,Industrial_chemical.csv,0.5425531914893617,0,Industry and consumer goods,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)Nc4cc(Cl)ccc4OC(F)(F)F)C(=O)NC4CCCC4)cc3)nc2c(=O)[nH]1
53,"(8E)-22-(4-chloro-2-propylcyclohexa-1,5-dien-1-yl)-11,12-dimethyl-7-[(4-propan-2-yl-1,4-diazepan-1-yl)methyl]-20-oxa-13-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-8,16(25),17,19(24)-tetraen-15-one",CCCC1=C(C2COc3ccc4cc3N(C2)CC2CCC2C(CN2CCCN(C(C)C)CC2)/C=C/CC(C)C(C)SNC4=O)C=CC(Cl)C1,C41H61ClN4O2S,,169570046,level 2b,20,0.1031,32,0.227,0,1,0.9877501,1,0.8315704,1,1,0,1,Industrial_chemical.csv,0.208955223880597,0,Industry and consumer goods,CCCC1=C(C2COc3ccc4cc3N(C2)CC2CCC2C(CN2CCCN(C(C)C)CC2)/C=C/CC(C)C(C)SNC4=O)C=CC(Cl)C1
103,"methyl (1S,3R,4S)-3-[(12R,17R,18S,19R)-19-carbamoyloxy-18-chloro-13,14,17-trihydroxy-6,12-dimethyl-15-oxotricosanoyl]oxy-4-hydroxycyclohexane-1-carboxylate",CCCC[C@@H](OC(N)=O)[C@@H](Cl)[C@H](O)CC(=O)C(O)C(O)[C@H](C)CCCCCC(C)CCCCC(=O)O[C@@H]1C[C@@H](C(=O)OC)CC[C@@H]1O,C34H60ClNO11,,11093703,level 2b,44,0.2268,23,0.1631,0,0,4.0570844e-06,0,0.010835674,0,0,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3375,0,Industry and consumer goods,CCCC[C@@H](OC(N)=O)[C@@H](Cl)[C@H](O)CC(=O)C(O)C(O)[C@H](C)CCCCCC(C)CCCCC(=O)O[C@@H]1C[C@@H](C(=O)OC)CC[C@@H]1O
138,"4-chloro-N-[(5Z)-5-[(3-ethoxy-4-hydroxy-5-iodophenyl)methylidene]-4-oxo-1,3-thiazolidin-2-ylidene]benzamide",CCOc1cc(/C=C2\SC(=NC(=O)c3ccc(Cl)cc3)NC2=O)cc(I)c1O,C19H14ClIN2O4S,,137131212,level 2b,16,0.0825,0,0,0,0,0.46189016,0,0.76713693,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3174603174603174,0,Industry and consumer goods,CCOc1cc(/C=C2\SC(=NC(=O)c3ccc(Cl)cc3)NC2=O)cc(I)c1O
139,methyl 2-[4-[(Z)-[(5-bromo-7-iodo-1-benzofuran-2-carbonyl)hydrazinylidene]methyl]-2-chloro-6-methoxyphenoxy]acetate,COC(=O)COc1c(Cl)cc(/C=N\NC(=O)c2cc3cc(Br)cc(I)c3o2)cc1OC,C20H15BrClIN2O6,,126020150,level 2b,7,0.0361,0,0,0,0,0.8130845,1,0.8983759,1,1,0,1,Norman_Human metabolites.csv,0.3116883116883117,0,Transformation and metabolic products,COC(=O)COc1c(Cl)cc(/C=N\NC(=O)c2cc3cc(Br)cc(I)c3o2)cc1OC
140,"6-bromo-2-(5,7-dibromo-3-hydroxy-6-methoxy-1H-indol-2-yl)indol-3-one",COc1c(Br)cc2c(O)c(C3=Nc4cc(Br)ccc4C3=O)[nH]c2c1Br,C17H9Br3N2O3,,162844256,level 2b,2,0.0103,0,0,0,1,0.9347617,1,0.9068892,1,1,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv,0.3191489361702128,0,Food and other consumption,COc1c(Br)cc2c(O)c(C3=Nc4cc(Br)ccc4C3=O)[nH]c2c1Br
141,"N-[4-chloro-5-[(4-chlorophenyl)-cyanomethyl]-2-methylphenyl]-2-hydroxy-3,5-diiodobenzamide",Cc1cc(Cl)c(C(C#N)c2ccc(Cl)cc2)cc1NC(=O)c1cc(I)cc(I)c1O,C22H14Cl2I2N2O2,,156634555,level 2b,35,0.1804,0,0,0,1,0.6620836,1,0.88503003,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Human neurotoxins.csv,0.9245283018867924,1,Industry and consumer goods,Cc1cc(Cl)c(C(C#N)c2ccc(Cl)cc2)cc1NC(=O)c1cc(I)cc(I)c1O
142,"N-[4-chloro-3-(2,2,2-trifluoroethylcarbamoyl)phenyl]-3-(difluoromethoxy)-4-iodo-1-methylpyrazole-5-carboxamide",Cn1nc(OC(F)F)c(I)c1C(=O)Nc1ccc(Cl)c(C(=O)NCC(F)(F)F)c1,C15H11ClF5IN4O3,,86660086,level 2b,12,0.0619,0,0,0,1,0.4254232,0,0.13796082,0,1,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv;Norman_Plant protection products.csv,0.3333333333333333,0,Pesticides,Cn1nc(OC(F)F)c(I)c1C(=O)Nc1ccc(Cl)c(C(=O)NCC(F)(F)F)c1
143,"[(Z)-[amino-(2,4-dichlorophenyl)methylidene]amino] 1-[(4-bromo-2-chlorophenoxy)methyl]pyrazole-3-carboxylate",N/C(=N\OC(=O)c1ccn(COc2ccc(Br)cc2Cl)n1)c1ccc(Cl)cc1Cl,C18H12BrCl3N4O3,,19293803,level 2b,172,0.8866,0,0,1,1,0.96195745,1,0.9799899,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3833333333333333,0,Industry and consumer goods,N/C(=N\OC(=O)c1ccn(COc2ccc(Br)cc2Cl)n1)c1ccc(Cl)cc1Cl
144,"2-[5-bromo-4-[4-(trifluoromethoxy)phenyl]-1,3-oxazol-2-yl]-4-(3-carbamoyl-2,4-difluorophenoxy)butanoic acid",NC(=O)c1c(F)ccc(OCCC(C(=O)O)c2nc(-c3ccc(OC(F)(F)F)cc3)c(Br)o2)c1F,C21H14BrF5N2O6,,130301499,level 2b,12,0.0619,0,0,0,0,0.007794497,0,0.7811414,1,1,0,1,EPA_PFAS.csv,0.2898550724637681,0,Industry and consumer goods,NC(=O)c1c(F)ccc(OCCC(C(=O)O)c2nc(-c3ccc(OC(F)(F)F)cc3)c(Br)o2)c1F
145,"N-[2,6-dibromo-4-(1,1,1,2,3,3-hexafluoropropan-2-yl)phenyl]-2-fluoro-3-nitrobenzamide",O=C(Nc1c(Br)cc(C(F)(C(F)F)C(F)(F)F)cc1Br)c1cccc([N+](=O)[O-])c1F,C16H7Br2F7N2O3,,175277730,level 2b,1,0.0052,0,0,0,0,0.9685425,1,0.9398735,1,1,0,1,EPA_PFAS.csv,0.7692307692307693,1,Industry and consumer goods,O=C(Nc1c(Br)cc(C(F)(C(F)F)C(F)(F)F)cc1Br)c1cccc([N+](=O)[O-])c1F
146,5-bromo-N-(2-chloro-5-iodophenyl)-2-iodobenzamide,O=C(Nc1cc(I)ccc1Cl)c1cc(Br)ccc1I,C13H7BrClI2NO,,114258803,level 2b,49,0.2526,0,0,0,1,0.94650847,1,0.9963202,1,1,0,1,Industrial_chemical.csv,0.4615384615384615,0,Industry and consumer goods,O=C(Nc1cc(I)ccc1Cl)c1cc(Br)ccc1I
147,"[2-(3,5-dichloroanilino)-2-oxo-1-phenylethyl] 3-iodobenzoate",O=C(OC(C(=O)Nc1cc(Cl)cc(Cl)c1)c1ccccc1)c1cccc(I)c1,C21H14Cl2INO3,,24106420,level 2b,47,0.2423,0,0,0,1,0.95046395,1,0.99043006,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.4468085106382978,0,Industry and consumer goods,O=C(OC(C(=O)Nc1cc(Cl)cc(Cl)c1)c1ccccc1)c1cccc(I)c1
148,"[4,9,10-trichloro-6-(2-hydroxybenzoyl)-13-oxo-2-oxa-7,11-diazatetracyclo[12.4.0.03,7.08,12]octadeca-1(14),3,5,8(12),9,15,17-heptaen-17-yl] trifluoromethanesulfonate",O=C1c2ccc(OS(=O)(=O)C(F)(F)F)cc2Oc2c(Cl)cc(C(=O)c3ccccc3O)n2-c2c1[nH]c(Cl)c2Cl,C23H10Cl3F3N2O7S,,127050689,level 2b,1,0.0052,0,0,0,1,0.9440782,1,0.48096722,0,1,0,1,Norman_Human metabolites.csv;EPA_PFAS.csv,0.2857142857142857,0,Industry and consumer goods,O=C1c2ccc(OS(=O)(=O)C(F)(F)F)cc2Oc2c(Cl)cc(C(=O)c3ccccc3O)n2-c2c1[nH]c(Cl)c2Cl
149,"[(2R,3S,5S,6S,16E,18E,20R,21S)-11-chloro-21-hydroxy-2,5,9,12,16,20-hexamethyl-8,23-dioxo-4,24-dioxa-9,22-diazatetracyclo[19.3.1.110,14.03,5]hexacosa-10,12,14(26),16,18-pentaen-6-yl] (2S)-2-[methyl(4-sulfanylbutanoyl)amino]propanoate",C/C1=C\C=C\[C@@H](C)[C@@]2(O)CC(OC(=O)N2)[C@@H](C)[C@@H]2O[C@@]2(C)[C@@H](OC(=O)[C@H](C)N(C)C(=O)CCCS)CC(=O)N(C)c2cc(cc(C)c2Cl)C1,C36H50ClN3O8S,,160509500,level 2b,1,0.0052,0,0,0,0,0.80266505,1,0.070346504,0,1,0,1,Industrial_chemical.csv,0.79,1,Industry and consumer goods,C/C1=C\C=C\[C@@H](C)[C@@]2(O)CC(OC(=O)N2)[C@@H](C)[C@@H]2O[C@@]2(C)[C@@H](OC(=O)[C@H](C)N(C)C(=O)CCCS)CC(=O)N(C)c2cc(cc(C)c2Cl)C1
150,"(Z)-1-[(2R,3R)-4-acetyl-3-[3-chloro-5-(2-methylpyrimidin-5-yl)phenyl]-2-methyl-2,3-dihydropyrazin-1-yl]-3-chloroprop-2-en-1-one",CC(=O)N1C=CN(C(=O)/C=C\Cl)[C@H](C)[C@H]1c1cc(Cl)cc(-c2cnc(C)nc2)c1,C21H20Cl2N4O2,,176677006,level 2b,1,0.0052,0,0,0,0,0.924088,1,0.86358166,1,1,0,1,Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,0.25,0,Pharmaceuticals,CC(=O)N1C=CN(C(=O)/C=C\Cl)[C@H](C)[C@H]1c1cc(Cl)cc(-c2cnc(C)nc2)c1
151,"3-[[4-chloro-5-[[2-chloro-3-[2-chloro-3-[3-[(3R)-3-hydroxypyrrolidin-1-yl]propoxy]phenyl]phenyl]methoxy]-2-[[(1,3-dihydroxy-2-methylpropan-2-yl)amino]methyl]phenoxy]methyl]-4-fluorobenzonitrile",CC(CO)(CO)NCc1cc(Cl)c(OCc2cccc(-c3cccc(OCCCN4CC[C@@H](O)C4)c3Cl)c2Cl)cc1OCc1cc(C#N)ccc1F,C39H41Cl3FN3O6,,129020007,level 2b,11,0.0567,0,0,0,1,0.38433906,0,0.22312216,0,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Human neurotoxins.csv;Norman_Pharmaceuticals.csv,0.3061224489795918,0,Pharmaceuticals,CC(CO)(CO)NCc1cc(Cl)c(OCc2cccc(-c3cccc(OCCCN4CC[C@@H](O)C4)c3Cl)c2Cl)cc1OCc1cc(C#N)ccc1F
152,"3-[2-chloro-3,3-difluoro-3-(2,2,2-trifluoroethoxy)prop-1-enyl]-1-[cyano-(3-pyridin-2-yloxyphenyl)methyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1(C)C(C=C(Cl)C(F)(F)OCC(F)(F)F)C1(C(=O)[O-])C(C#N)c1cccc(Oc2ccccn2)c1,C24H19ClF5N2O4,,154480528,level 2b,11,0.0567,0,0,0,1,0.23877434,0,0.26433966,0,1,0,1,Norman_Indoor environment substances.csv;Norman_Biocides.csv;Norman_Human metabolites.csv;Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human neurotoxins.csv;Norman_Plant protection products.csv,0.3863636363636363,0,Pesticides,CC1(C)C(C=C(Cl)C(F)(F)OCC(F)(F)F)C1(C(=O)[O-])C(C#N)c1cccc(Oc2ccccn2)c1
153,"(3S)-3-[5-[(3-chloro-5-fluoro-1,7-naphthyridin-8-yl)amino]-2-fluorophenyl]-3-(fluoromethyl)-1,1-dihydroxy-6,6-dimethyl-2H-1,4-thiazin-5-amine",CC1(C)C(N)=N[C@](CF)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)CS1(O)O,C21H21ClF3N5O2S,,117870544,level 2b,2,0.0103,0,0,0,1,0.7840511,1,0.006462182,0,1,0,1,Norman_Pharmaceuticals.csv,0.3068181818181818,0,Pharmaceuticals,CC1(C)C(N)=N[C@](CF)(c2cc(Nc3ncc(F)c4cc(Cl)cnc34)ccc2F)CS1(O)O
154,methyl 2-[3-amino-5-chloro-3-(2-chlorophenyl)-1-[4-(diethylcarbamoylamino)phenyl]sulfonyl-2-oxoindol-4-yl]-6-[(2-methylpropan-2-yl)oxycarbonylamino]hexanoate,CCN(CC)C(=O)Nc1ccc(S(=O)(=O)N2C(=O)C(N)(c3ccccc3Cl)c3c2ccc(Cl)c3C(CCCCNC(=O)OC(C)(C)C)C(=O)OC)cc1,C37H45Cl2N5O8S,,67633993,level 2b,41,0.2113,0,0,0,1,0.94831526,1,0.41851306,0,0,0,1,Industrial_chemical.csv,0.3333333333333333,0,Industry and consumer goods,CCN(CC)C(=O)Nc1ccc(S(=O)(=O)N2C(=O)C(N)(c3ccccc3Cl)c3c2ccc(Cl)c3C(CCCCNC(=O)OC(C)(C)C)C(=O)OC)cc1
155,6-(carboxymethoxymethyl)-4-(2-chlorophenyl)-5-ethoxycarbonyl-2-(hydroxymethyl)pyridine-3-carboxylic acid,CCOC(=O)c1c(COCC(=O)O)nc(CO)c(C(=O)O)c1-c1ccccc1Cl,C19H18ClNO8,113994471,14271901,level 2b,42,0.2165,0,0,0,0,6.0609087e-05,0,5.725373e-05,0,1,0,1,Norman_Natural toxins.csv;Norman_Human metabolites.csv,0.4603174603174603,0,Transformation and metabolic products,CCOC(=O)c1c(COCC(=O)O)nc(CO)c(C(=O)O)c1-c1ccccc1Cl
156,3-[7-[(2-chloro-6-fluorophenyl)methoxy]-2-oxochromen-4-yl]-8-ethoxychromen-2-one,CCOc1cccc2cc(-c3cc(=O)oc4cc(OCc5c(F)cccc5Cl)ccc34)c(=O)oc12,C27H18ClFO6,,93753258,level 2b,36,0.1856,0,0,0,0,0.9863788,1,0.97874784,1,1,0,1,Norman_Natural toxins.csv;Norman_Human metabolites.csv,0.4090909090909091,0,Transformation and metabolic products,CCOc1cccc2cc(-c3cc(=O)oc4cc(OCc5c(F)cccc5Cl)ccc34)c(=O)oc12
157,"benzyl N-[2-[[[4-chloro-5-[2-(difluoromethoxy)-4-(3,3,3-trifluoro-2,2-dimethylpropyl)phenyl]-1-ethylpyrazole-3-carbonyl]amino]methyl]-5-methylsulfonylpiperidin-1-yl]carbamate",CCn1nc(C(=O)NCC2CCC(S(C)(=O)=O)CN2NC(=O)OCc2ccccc2)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F,C33H39ClF5N5O6S,,175097796,level 2b,1,0.0052,0,0,0,1,0.79479563,1,0.5801875,1,0,0,1,EPA_PFAS.csv,0.2959183673469387,0,Industry and consumer goods,CCn1nc(C(=O)NCC2CCC(S(C)(=O)=O)CN2NC(=O)OCc2ccccc2)c(Cl)c1-c1ccc(CC(C)(C)C(F)(F)F)cc1OC(F)F
158,"N-(3-chloro-4-fluorophenyl)-2-methyl-1-oxo-5-[4-[1-(trifluoromethyl)pyrazol-4-yl]thiophen-2-yl]-1,2,6-thiadiazinane-3-carboxamide",CN1C(C(=O)Nc2ccc(F)c(Cl)c2)CC(c2cc(-c3cnn(C(F)(F)F)c3)cs2)NS1=O,C19H16ClF4N5O2S2,,142419998,level 2b,32,0.1649,0,0,0,0,0.018141342,0,0.03784369,0,1,0,1,Norman_Human metabolites.csv,0.323943661971831,0,Transformation and metabolic products,CN1C(C(=O)Nc2ccc(F)c(Cl)c2)CC(c2cc(-c3cnn(C(F)(F)F)c3)cs2)NS1=O
159,"methyl (2E)-2-[2-[[3,8-dichloro-4-(3,4-dichloro-1,2-thiazol-5-yl)-2-oxochromen-7-yl]oxymethyl]phenyl]-2-methoxyiminoacetate",CO/N=C(/C(=O)OC)c1ccccc1COc1ccc2c(-c3snc(Cl)c3Cl)c(Cl)c(=O)oc2c1Cl,C23H14Cl4N2O6S,,155819157,level 2b,87,0.4485,0,0,0,1,0.99282014,1,0.99567723,1,1,0,1,"Norman_Human metabolites.csv;Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Persistent, mobile and toxic substances.csv;Norman_Plant protection products.csv",0.4788732394366197,0,Pesticides,CO/N=C(/C(=O)OC)c1ccccc1COc1ccc2c(-c3snc(Cl)c3Cl)c(Cl)c(=O)oc2c1Cl
160,"methyl 5-[2-chloro-5-(3,4-dihydro-2H-quinolin-1-ylmethyl)phenyl]-4,6-dioxo-7H-thieno[3,4-c]pyridine-3-carboxylate",COC(=O)c1scc2c1C(=O)N(c1cc(CN3CCCc4ccccc43)ccc1Cl)C(=O)C2,C25H21ClN2O4S,,165023102,level 2b,1,0.0052,0,0,0,0,0.96959776,1,0.91065776,1,0,0,1,Industrial_chemical.csv,0.3380281690140845,0,Industry and consumer goods,COC(=O)c1scc2c1C(=O)N(c1cc(CN3CCCc4ccccc43)ccc1Cl)C(=O)C2
161,1-[(5-bromo-7-iodo-1-benzofuran-2-carbonyl)amino]-3-(2-methoxyethyl)thiourea,COCCNC(=S)NNC(=O)c1cc2cc(Br)cc(I)c2o1,C13H13BrIN3O3S,,125597814,level 2b,126,0.6495,0,0,1,0,0.002887277,0,0.3571837,0,1,0,1,Norman_Human metabolites.csv,0.3793103448275862,0,Transformation and metabolic products,COCCNC(=S)NNC(=O)c1cc2cc(Br)cc(I)c2o1
162,"(2R,4S)-6-bromo-7-methoxy-2-(4-methoxy-3-phenylmethoxyphenyl)-4-phenyl-3,4-dihydro-2H-chromene",COc1cc2c(cc1Br)[C@H](c1ccccc1)C[C@H](c1ccc(OC)c(OCc3ccccc3)c1)O2,C30H27BrO4,,42645225,level 2b,3,0.0155,0,0,0,1,0.99351007,1,0.96758896,1,0,0,1,Norman_Human metabolites.csv,0.4727272727272727,0,Transformation and metabolic products,COc1cc2c(cc1Br)[C@H](c1ccccc1)C[C@H](c1ccc(OC)c(OCc3ccccc3)c1)O2
163,"3-[[(2S)-1-[[(16E,18E)-11-chloro-21-hydroxy-12,20-dimethoxy-2,5,9,16-tetramethyl-8,23-dioxo-4,24-dioxa-9,22-diazatetracyclo[19.3.1.110,14.03,5]hexacosa-10,12,14(26),16,18-pentaen-6-yl]oxy]-1-oxopropan-2-yl]-methylamino]-3-oxopropane-1-sulfonic acid",COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)[C@H](C)N(C)C(=O)CCS(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)/C=C/C=C(\C)C2,C35H48ClN3O13S,,89946122,level 2b,2,0.0103,0,0,0,0,0.040200505,0,6.3003245e-05,0,0,0,1,Industrial_chemical.csv,0.875,1,Industry and consumer goods,COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)[C@H](C)N(C)C(=O)CCS(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)/C=C/C=C(\C)C2
