ID,IUPAC_Name,SMILES,Formula,CAS,CID,Identification_Confidence,Plasma_Detection_Number,Plasma_Detection_Rate,Seafood_Detection_Number,Seafood_Detection_Rate,PBT_Detection_Rate>0.5,PBT_QSAR,PBT_Prob_GAT,PBT_Pred_GAT,PBT_Prob_CNN2D,PBT_Pred_CNN2D,PBT_Label,First_PBT_Identification,First_Environmental_and_Human_Detection,Tanimoto_Match_Source,Max_Tanimoto_Similarity,Tanimoto_Match>0.6,Pollutant_Type,SMILES_clean
504,"(2S,3S,4S,5R,6S)-6-[[3-[3-bromo-6-fluoro-2-(hydroxymethyl)indol-1-yl]sulfonyl-1,2,4-triazol-1-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",O=C(O)[C@H]1O[C@@H](On2cnc(S(=O)(=O)n3c(CO)c(Br)c4ccc(F)cc43)n2)[C@H](O)[C@@H](O)[C@@H]1O,C17H16BrFN4O10S,,102147021,level 3,11,0.0567,0,0,0,0,2.2833802e-07,0,1.1716468e-05,0,1,0,1,Norman_Plant protection products.csv,0.5671641791044776,0,Pesticides,O=C(O)[C@H]1O[C@@H](On2cnc(S(=O)(=O)n3c(CO)c(Br)c4ccc(F)cc43)n2)[C@H](O)[C@@H](O)[C@@H]1O
505,"bis(oxiran-2-ylmethyl) 3,4,5,6-tetrabromocyclohexene-1,2-dicarboxylate",O=C(OCC1CO1)C1=C(C(=O)OCC2CO2)C(Br)C(Br)C(Br)C1Br,C14H14Br4O6,97890192,113468,level 3,94,0.4845,0,0,0,0,0.6893649,1,0.36004528,0,1,1,1,Norman_Human metabolites.csv,1,1,Transformation and metabolic products,O=C(OCC1CO1)C1=C(C(=O)OCC2CO2)C(Br)C(Br)C(Br)C1Br
506,N-[4-bromo-2-(2-chlorobenzoyl)phenyl]-1-(4-fluorophenyl)sulfonylpyrrolidine-2-carboxamide,O=C(c1ccccc1Cl)c1cc(Br)ccc1NC(=O)C1CCCN1S(=O)(=O)c1ccc(F)cc1,C24H19BrClFN2O4S,,44043686,level 3,2,0.0103,0,0,0,0,0.96841955,1,0.92717355,1,1,0,1,Industrial_chemical.csv,0.4761904761904761,0,Industry and consumer goods,O=C(c1ccccc1Cl)c1cc(Br)ccc1NC(=O)C1CCCN1S(=O)(=O)c1ccc(F)cc1
507,"(5E)-5-[[5-bromo-2-[(4-iodophenyl)methoxy]phenyl]methylidene]-1-(2,3-dichlorophenyl)-2-sulfanylidene-1,3-diazinane-4,6-dione",O=C1NC(=S)N(c2cccc(Cl)c2Cl)C(=O)/C1=C/c1cc(Br)ccc1OCc1ccc(I)cc1,C24H14BrCl2IN2O3S,,125864248,level 3,46,0.2371,0,0,0,1,0.9262683,1,0.98002464,1,1,0,1,Industrial_chemical.csv,0.4,0,Industry and consumer goods,O=C1NC(=S)N(c2cccc(Cl)c2Cl)C(=O)/C1=C/c1cc(Br)ccc1OCc1ccc(I)cc1
508,N-[3-(dichloromethylsulfanyl)-4-[2-(dichloromethylsulfanyl)-4-[fluoro(formyl)amino]phenyl]sulfanylphenyl]-N-fluoroformamide,O=CN(F)c1ccc(Sc2ccc(N(F)C=O)cc2SC(Cl)Cl)c(SC(Cl)Cl)c1,C16H10Cl4F2N2O2S3,,88697757,level 3,1,0.0052,0,0,0,0,0.9722915,1,0.96980166,1,1,0,1,Norman_Human metabolites.csv,0.2682926829268293,0,Transformation and metabolic products,O=CN(F)c1ccc(Sc2ccc(N(F)C=O)cc2SC(Cl)Cl)c(SC(Cl)Cl)c1
509,6-bromo-1-[6-bromo-2-(trifluoromethoxy)naphthalen-1-yl]naphthalene-2-sulfinyl bromide,O=S(Br)c1ccc2cc(Br)ccc2c1-c1c(OC(F)(F)F)ccc2cc(Br)ccc12,C21H10Br3F3O2S,,140039183,level 3,1,0.0052,0,0,0,1,0.99176115,1,0.99766684,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;EPA_PFAS.csv,0.4318181818181818,0,Industry and consumer goods,O=S(Br)c1ccc2cc(Br)ccc2c1-c1c(OC(F)(F)F)ccc2cc(Br)ccc12
510,"2-[2-(6-chloro-1,1,2,2,3,3,4,4,5,5,6,6-dodecafluorohexoxy)-1,1,2,2-tetrafluoroethoxy]-1,1,2,2-tetrafluoroethanesulfinic acid",O=S(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,C10HClF20O4S,,163324863,level 3,59,0.3041,0,0,0,1,0.9990848,1,0.99728274,1,1,0,1,EPA_PFAS.csv,0.5384615384615384,0,Industry and consumer goods,O=S(O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
511,3-bromo-2-[[2-bromo-3-[4-(trifluoromethoxy)phenyl]propyl]-sulfinoamino]-1-benzothiophene,O=S(O)N(CC(Br)Cc1ccc(OC(F)(F)F)cc1)c1sc2ccccc2c1Br,C18H14Br2F3NO3S2,,67263847,level 3,86,0.4433,0,0,0,0,0.88217413,1,0.38625574,0,0,0,1,Industrial_chemical.csv,0.3214285714285714,0,Industry and consumer goods,O=S(O)N(CC(Br)Cc1ccc(OC(F)(F)F)cc1)c1sc2ccccc2c1Br
512,"(E)-3-(2,3-dibromo-4-hydroxy-5-nitrophenyl)-N-[(3,4,5-trihydroxyphenyl)methyl]prop-2-enethioamide",O=[N+]([O-])c1cc(/C=C/C(=S)NCc2cc(O)c(O)c(O)c2)c(Br)c(Br)c1O,C16H12Br2N2O6S,,163740688,level 3,130,0.6701,0,0,1,0,0.23249756,0,0.375949,0,1,0,1,Industrial_chemical.csv,0.3584905660377358,0,Industry and consumer goods,O=[N+]([O-])c1cc(/C=C/C(=S)NCc2cc(O)c(O)c(O)c2)c(Br)c(Br)c1O
513,"5-bromo-7-chloro-N-[3-chloro-4-(trifluoromethoxy)phenyl]-2-oxo-3H-1,3-benzoxazole-6-sulfonamide",O=c1[nH]c2cc(Br)c(S(=O)(=O)Nc3ccc(OC(F)(F)F)c(Cl)c3)c(Cl)c2o1,C14H6BrCl2F3N2O5S,,166373232,level 3,63,0.3247,0,0,0,0,0.95066077,1,0.96694696,1,1,0,1,Norman_Plant protection products.csv,0.3285714285714285,0,Pesticides,O=c1[nH]c2cc(Br)c(S(=O)(=O)Nc3ccc(OC(F)(F)F)c(Cl)c3)c(Cl)c2o1
514,"(2R,3S,5R)-5-(5,6-dichloro-4,7-diiodobenzimidazol-1-yl)-2-(hydroxymethyl)oxolan-3-ol",OC[C@H]1O[C@@H](n2cnc3c(I)c(Cl)c(Cl)c(I)c32)C[C@@H]1O,C12H10Cl2I2N2O3,,71483445,level 3,36,0.1856,0,0,0,1,0.850937,1,0.98420614,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Human neurotoxins.csv;Norman_Pharmaceuticals.csv,0.5555555555555556,0,Pharmaceuticals,OC[C@H]1O[C@@H](n2cnc3c(I)c(Cl)c(Cl)c(I)c32)C[C@@H]1O
515,"6-[2-chloro-5-methyl-4-(4-methylcyclohepta-1,4,6-trien-1-yl)phenyl]-3-ethyl-11-[5-(4-ethylcycloheptyl)-2-methylhepta-2,4-dien-6-ynyl]imino-10-azatricyclo[6.5.0.02,4]trideca-1(8),6,9-trien-5-one",C#CC(=CC=C(C)CN=C1CCC2=C(C=N1)C=C(c1cc(C)c(C3=CCC(C)=CC=C3)cc1Cl)C(=O)C1C(CC)C21)C1CCCC(CC)CC1,C46H53ClN2O,,123161218,level 3,147,0.7577,0,0,1,1,0.9510859,1,0.9995797,1,1,0,1,Norman_Pharmaceuticals.csv,0.2047244094488189,0,Pharmaceuticals,C#CC(=CC=C(C)CN=C1CCC2=C(C=N1)C=C(c1cc(C)c(C3=CCC(C)=CC=C3)cc1Cl)C(=O)C1C(CC)C21)C1CCCC(CC)CC1
516,"5-[[(5aR,11bR)-3a-[(E)-4-[(4-chlorophenyl)methylamino]-2-methyl-4-oxobut-2-enyl]-5a,5b,8,8,11a-pentamethyl-1-propan-2-yl-2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a-tetradecahydrocyclopenta[a]chrysen-9-yl]oxy]-2,2-dimethyl-5-oxopentanoic acid",C/C(=C\C(=O)NCc1ccc(Cl)cc1)CC12CCC(C(C)C)=C1C1CC[C@@H]3C4(C)CCC(OC(=O)CCC(C)(C)C(=O)O)C(C)(C)C4CCC3(C)[C@]1(C)CC2,C48H70ClNO5,,138456706,level 3,19,0.0979,0,0,0,1,0.847926,1,0.85891646,1,1,0,1,Norman_Pharmaceuticals.csv,0.3714285714285714,0,Pharmaceuticals,C/C(=C\C(=O)NCc1ccc(Cl)cc1)CC12CCC(C(C)C)=C1C1CC[C@@H]3C4(C)CCC(OC(=O)CCC(C)(C)C(=O)O)C(C)(C)C4CCC3(C)[C@]1(C)CC2
517,"(5Z)-7-bromo-N-butan-2-yl-2-(2-butyl-2-methyloctoxy)-5-ethylidene-4-[3-(3-methoxypropyl)-3,8-diazabicyclo[3.2.1]octan-8-yl]quinazolin-6-imine",C/C=C1\C(=NC(C)CC)C(Br)=Cc2nc(OCC(C)(CCCC)CCCCCC)nc(N3C4CCC3CN(CCCOC)C4)c21,C37H60BrN5O2,,172596104,level 3,40,0.2062,0,0,0,1,0.78952926,1,0.7928974,1,1,0,1,Norman_Human metabolites.csv,0.2232142857142857,0,Transformation and metabolic products,C/C=C1\C(=NC(C)CC)C(Br)=Cc2nc(OCC(C)(CCCC)CCCCCC)nc(N3C4CCC3CN(CCCOC)C4)c21
518,"6-[3-[[tert-butyl(diphenyl)silyl]oxymethyl]-4-ethyl-5-oxo-1,2,4-triazol-1-yl]-2-(2-chloro-6-fluorophenyl)-4-(3,3,3-trifluoroprop-1-en-2-yl)-3,4-dihydroisoquinolin-1-one",C=C(C1CN(c2c(F)cccc2Cl)C(=O)c2ccc(-n3nc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)n(CC)c3=O)cc21)C(F)(F)F,C39H37ClF4N4O3Si,,162366590,level 3,54,0.2784,0,0,0,1,0.9792513,1,0.8425736,1,0,0,1,Norman_Natural toxins.csv;Norman_Human metabolites.csv,0.2574257425742574,0,Transformation and metabolic products,C=C(C1CN(c2c(F)cccc2Cl)C(=O)c2ccc(-n3nc(CO[Si](c4ccccc4)(c4ccccc4)C(C)(C)C)n(CC)c3=O)cc21)C(F)(F)F
519,N-[5-bromo-2-hydroxy-1-(morpholin-4-ylmethyl)indol-3-yl]imino-2-(1-thiophen-2-ylethenylamino)oxyacetamide,C=C(NOCC(=O)N=Nc1c(O)n(CN2CCOCC2)c2ccc(Br)cc12)c1cccs1,C21H22BrN5O4S,,1882700,level 3,2,0.0103,0,0,0,0,1.3308377e-07,0,1.629759e-05,0,1,0,1,Norman_Human metabolites.csv,0.3376623376623376,0,Transformation and metabolic products,C=C(NOCC(=O)N=Nc1c(O)n(CN2CCOCC2)c2ccc(Br)cc12)c1cccs1
520,prop-2-enyl 5-[[chloro-[[(2S)-1-oxo-1-propoxypropan-2-yl]amino]phosphoryl]methyl]-1-benzothiophene-2-carboxylate,C=CCOC(=O)c1cc2cc(CP(=O)(Cl)N[C@@H](C)C(=O)OCCC)ccc2s1,C19H23ClNO5PS,,168982554,level 3,35,0.1804,0,0,0,1,0.000914495,0,0.001074274,0,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3134328358208955,0,Industry and consumer goods,C=CCOC(=O)c1cc2cc(CP(=O)(Cl)N[C@@H](C)C(=O)OCCC)ccc2s1
521,"2-[(5Z)-5-[(3,5-dibromo-4-prop-2-enoxyphenyl)methylidene]-2,4-dioxo-1,3-thiazolidin-3-yl]-N-[2-methoxy-5-(trifluoromethyl)phenyl]acetamide",C=CCOc1c(Br)cc(/C=C2\SC(=O)N(CC(=O)Nc3cc(C(F)(F)F)ccc3OC)C2=O)cc1Br,C23H17Br2F3N2O5S,,125875767,level 3,129,0.6649,0,0,1,0,0.98949265,1,0.8752883,1,1,0,1,Norman_Human metabolites.csv,0.3411764705882353,0,Transformation and metabolic products,C=CCOc1c(Br)cc(/C=C2\SC(=O)N(CC(=O)Nc3cc(C(F)(F)F)ccc3OC)C2=O)cc1Br
522,"4-[[2,4-dibromo-6-[(E)-[(3-ethoxy-4-prop-2-enoxybenzoyl)hydrazinylidene]methyl]phenoxy]methyl]benzoic acid",C=CCOc1ccc(C(=O)N/N=C/c2cc(Br)cc(Br)c2OCc2ccc(C(=O)O)cc2)cc1OCC,C27H24Br2N2O6,,126329684,level 3,154,0.7938,0,0,1,0,0.81138414,1,0.97630435,1,1,0,1,Norman_Human metabolites.csv,0.3934426229508196,0,Transformation and metabolic products,C=CCOc1ccc(C(=O)N/N=C/c2cc(Br)cc(Br)c2OCc2ccc(C(=O)O)cc2)cc1OCC
523,"(4R,6S,7Z,15S,17S)-17-[8-chloro-2-(4-ethenyl-1,3-thiazol-2-yl)-7-methoxyquinolin-4-yl]oxy-N-(1-methylcyclopropyl)sulfonyl-2,14-dioxo-1,3,13-triazatricyclo[13.3.0.04,6]octadeca-7,12-diene-4-carboxamide",C=Cc1csc(-c2cc(O[C@H]3C[C@H]4C(=O)N=CCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(Cl)c3n2)n1,C35H37ClN6O7S2,,68254943,level 3,91,0.4691,0,0,0,0,0.96451956,1,0.7050599,1,0,0,1,Norman_Pharmaceuticals.csv,0.4518518518518518,0,Pharmaceuticals,C=Cc1csc(-c2cc(O[C@H]3C[C@H]4C(=O)N=CCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(Cl)c3n2)n1
524,3-[[5-chloro-4-[2-[2-[methyl-(methyl-methylidene-oxo-lambda6-sulfanyl)amino]-3-pyridinyl]ethyl]pyrimidin-2-yl]amino]-4-methylbenzoic acid,C=S(C)(=O)N(C)c1ncccc1CCc1nc(Nc2cc(C(=O)O)ccc2C)ncc1Cl,C22H24ClN5O3S,,160453707,level 3,78,0.4021,0,0,0,0,0.01573033,0,0.057076234,0,1,0,1,Industrial_chemical.csv;Norman_Drinking water chemicals.csv;Norman_Human metabolites.csv,0.3536585365853658,0,Food and other consumption,C=S(C)(=O)N(C)c1ncccc1CCc1nc(Nc2cc(C(=O)O)ccc2C)ncc1Cl
525,"(8E)-22-(4-chloro-2-propylphenyl)-7-[(4-cyclobutylpiperazin-1-yl)methyl]-7-methoxy-11,12-dimethyl-13-methylidene-20-oxa-13lambda4-thia-1,14-diazatetracyclo[14.7.2.03,6.019,24]pentacosa-8,16(25),17,19(24)-tetraen-15-one",C=S1NC(=O)c2ccc3c(c2)N(CC(c2ccc(Cl)cc2CCC)CO3)CC2CCC2C(CN2CCN(C3CCC3)CC2)(OC)/C=C/CC(C)C1C,C43H61ClN4O3S,,142443591,level 3,21,0.1082,0,0,0,1,0.8023934,1,0.86196005,1,0,0,1,Norman_Pharmaceuticals.csv,0.2347826086956521,0,Pharmaceuticals,C=S1NC(=O)c2ccc3c(c2)N(CC(c2ccc(Cl)cc2CCC)CO3)CC2CCC2C(CN2CCN(C3CCC3)CC2)(OC)/C=C/CC(C)C1C
526,2-[3-acetamido-5-(4-fluorophenoxy)-4-hydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5-chlorobenzoic acid,CC(=O)NC1C(Oc2ccc(Cl)cc2C(=O)O)OC(CO)C(Oc2ccc(F)cc2)C1O,C21H21ClFNO8,,58460281,level 3,9,0.0464,0,0,0,0,0.000579805,0,0.000127314,0,1,0,1,Norman_Human metabolites.csv,0.5076923076923077,0,Transformation and metabolic products,CC(=O)NC1C(Oc2ccc(Cl)cc2C(=O)O)OC(CO)C(Oc2ccc(F)cc2)C1O
527,"[2-acetyloxy-3-[2-[2-(1,3-benzothiazol-2-ylamino)-2-oxoethoxy]-5-[2-[chloro(triphenyl)-lambda5-phosphanyl]acetyl]phenyl]propyl] acetate",CC(=O)OCC(Cc1cc(C(=O)CP(Cl)(c2ccccc2)(c2ccccc2)c2ccccc2)ccc1OCC(=O)Nc1nc2ccccc2s1)OC(C)=O,C42H38ClN2O7PS,,141587706,level 3,107,0.5515,0,0,1,0,0.9836686,1,0.7259971,1,0,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3766233766233766,0,Industry and consumer goods,CC(=O)OCC(Cc1cc(C(=O)CP(Cl)(c2ccccc2)(c2ccccc2)c2ccccc2)ccc1OCC(=O)Nc1nc2ccccc2s1)OC(C)=O
528,"[(3S,4S)-2-[5-carbamoyl-3-[2-(4-chlorophenyl)ethynyl]-1,2,4-triazol-1-yl]-4-carboxyoxy-5-(hydroxymethyl)oxolan-3-yl] acetate",CC(=O)O[C@@H]1C(n2nc(C#Cc3ccc(Cl)cc3)nc2C(N)=O)OC(CO)[C@@H]1OC(=O)O,C19H17ClN4O8,,25174798,level 3,120,0.6186,0,0,1,0,1.6915565e-06,0,5.4858225e-07,0,1,0,1,Norman_Human metabolites.csv,0.3552631578947368,0,Transformation and metabolic products,CC(=O)O[C@@H]1C(n2nc(C#Cc3ccc(Cl)cc3)nc2C(N)=O)OC(CO)[C@@H]1OC(=O)O
529,"[(3R,4S,5R)-5-acetyloxy-6-[[(1S)-1-(chloromethyl)-3-[5-(5-hydroxy-1,2-dihydrobenzo[e]indole-3-carbonyl)thiophene-2-carbonyl]-1,2-dihydrobenzo[e]indol-5-yl]oxy]-4-hydroxyoxan-3-yl] acetate",CC(=O)O[C@@H]1COC(Oc2cc3c(c4ccccc24)[C@H](CCl)CN3C(=O)c2ccc(C(=O)N3CCc4c3cc(O)c3ccccc43)s2)[C@H](OC(C)=O)[C@H]1O,C40H35ClN2O10S,,138457937,level 3,96,0.4948,0,0,0,0,0.9379953,1,0.55675924,1,1,0,1,Norman_Human metabolites.csv;Norman_Pharmaceuticals.csv,0.2678571428571428,0,Pharmaceuticals,CC(=O)O[C@@H]1COC(Oc2cc3c(c4ccccc24)[C@H](CCl)CN3C(=O)c2ccc(C(=O)N3CCc4c3cc(O)c3ccccc43)s2)[C@H](OC(C)=O)[C@H]1O
530,"[(3S,6aR,6bS,8aS,12aR,14aR,14bR)-11-[2-[4-(2-chlorophenyl)piperazin-1-yl]ethylcarbamoyl]-4,4,6a,6b,8a,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl] acetate",CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C(=O)NCCN5CCN(c6ccccc6Cl)CC5)CC[C@]4(C)CC[C@]23C)C1(C)C,C44H66ClN3O3,,18655738,level 3,12,0.0619,0,0,0,1,0.8742066,1,0.86784166,1,1,0,1,Industrial_chemical.csv,0.5057471264367817,0,Industry and consumer goods,CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C(=O)NCCN5CCN(c6ccccc6Cl)CC5)CC[C@]4(C)CC[C@]23C)C1(C)C
531,"N-[3-[[3-(4-acetylphenyl)-2-oxopropanoyl]amino]-2,2-dimethylpropyl]-4-[[4-[[1-(4-chlorophenyl)cyclopropyl]amino]-6-(2,2,2-trifluoroethoxy)-1,3,5-triazin-2-yl]amino]benzamide",CC(=O)c1ccc(CC(=O)C(=O)NCC(C)(C)CNC(=O)c2ccc(Nc3nc(NC4(c5ccc(Cl)cc5)CC4)nc(OCC(F)(F)F)n3)cc2)cc1,C37H37ClF3N7O5,,161524950,level 3,3,0.0155,0,0,0,1,0.6466739,1,0.010304522,0,1,0,1,Industrial_chemical.csv,0.3170731707317073,0,Industry and consumer goods,CC(=O)c1ccc(CC(=O)C(=O)NCC(C)(C)CNC(=O)c2ccc(Nc3nc(NC4(c5ccc(Cl)cc5)CC4)nc(OCC(F)(F)F)n3)cc2)cc1
532,"2-[4-chloro-3,5-bis(difluoromethyl)pyrazol-1-yl]-N-[4-chloro-1-[(2-chloro-6-fluorophenyl)methyl]pyrazol-3-yl]propanamide",CC(C(=O)Nc1nn(Cc2c(F)cccc2Cl)cc1Cl)n1nc(C(F)F)c(Cl)c1C(F)F,C18H13Cl3F5N5O,,19535809,level 3,8,0.0412,0,0,0,1,0.9516648,1,0.5367029,1,1,0,1,Norman_Human metabolites.csv,0.3728813559322034,0,Transformation and metabolic products,CC(C(=O)Nc1nn(Cc2c(F)cccc2Cl)cc1Cl)n1nc(C(F)F)c(Cl)c1C(F)F
533,"[2-amino-6-[(2,4-dichlorophenyl)carbamothioylamino]-4-fluorophenyl] N-tert-butyl-N-(3-hydroxypropyl)carbamate",CC(C)(C)N(CCCO)C(=O)Oc1c(N)cc(F)cc1NC(=S)Nc1ccc(Cl)cc1Cl,C21H25Cl2FN4O3S,,90733854,level 3,23,0.1186,68,0.4823,0,0,0.9636614,1,0.84925663,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.3582089552238806,0,Industry and consumer goods,CC(C)(C)N(CCCO)C(=O)Oc1c(N)cc(F)cc1NC(=S)Nc1ccc(Cl)cc1Cl
534,"1-N,1-N,3-N,3-N-tetrakis(4-tert-butylphenyl)-2-chloro-5-cyclohexylbenzene-1,3-diamine",CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc(C3CCCCC3)cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)c2Cl)cc1,C52H65ClN2,,146319496,level 3,15,0.0773,0,0,0,1,0.99803,1,0.97255015,1,1,0,1,Norman_Human metabolites.csv,0.4,0,Transformation and metabolic products,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc(C3CCCCC3)cc(N(c3ccc(C(C)(C)C)cc3)c3ccc(C(C)(C)C)cc3)c2Cl)cc1
535,"[2-(6-tert-butyl-1-oxo-3,4-dihydroisoquinolin-2-yl)phenyl]methyl 2-bromoacetate",CC(C)(C)c1ccc2c(c1)CCN(c1ccccc1COC(=O)CBr)C2=O,C22H24BrNO3,,152320987,level 3,12,0.0619,0,0,0,1,0.9063294,1,0.9532014,1,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv;Norman_Food contact chemicals.csv,0.3392857142857143,0,Food and other consumption,CC(C)(C)c1ccc2c(c1)CCN(c1ccccc1COC(=O)CBr)C2=O
536,"2-piperidin-1-ium-4-ylpropan-2-yl 3,5-bis[(2,2-dibromoacetyl)oxy]benzoate",CC(C)(OC(=O)c1cc(OC(=O)C(Br)Br)cc(OC(=O)C(Br)Br)c1)C1CC[NH2+]CC1,C19H22Br4NO6,,162509278,level 3,82,0.4227,0,0,0,0,0.95283264,1,0.18112202,0,1,0,1,Industrial_chemical.csv;Norman_Human metabolites.csv,0.34,0,Industry and consumer goods,CC(C)(OC(=O)c1cc(OC(=O)C(Br)Br)cc(OC(=O)C(Br)Br)c1)C1CC[NH2+]CC1
537,2-[4-(4-chlorobenzoyl)phenoxy]-N-[4-chloro-3-(trifluoromethyl)phenyl]-2-methylpropanamide,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,C24H18Cl2F3NO3,,154646205,level 3,1,0.0052,0,0,0,1,0.9858351,1,0.988207,1,1,0,1,Industrial_chemical.csv;Norman_Personal care products.csv;Norman_Human metabolites.csv,0.5714285714285714,0,Personal care products,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
538,"[2-(15-bromopentadecoxy)-3-(3,7,11,15-tetramethylhexadecoxy)propoxy]methylbenzene",CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(COCc1ccccc1)OCCCCCCCCCCCCCCCBr,C45H83BrO3,,15487022,level 3,144,0.7423,0,0,1,1,0.025744174,0,0.16146354,0,1,0,1,Industrial_chemical.csv;Norman_Personal care products.csv;Norman_Human metabolites.csv,0.4782608695652174,0,Personal care products,CC(C)CCCC(C)CCCC(C)CCCC(C)CCOCC(COCc1ccccc1)OCCCCCCCCCCCCCCCBr
539,"3-[4-[(4,5-dichloro-1-methylindole-2-carbonyl)amino]-N-(sulfonylcarbamoyl)anilino]butanoic acid",CC(CC(=O)O)N(C(=O)N=S(=O)=O)c1ccc(NC(=O)c2cc3c(Cl)c(Cl)ccc3n2C)cc1,C21H18Cl2N4O6S,,130408722,level 3,1,0.0052,0,0,0,0,0.7815407,1,0.08752573,0,1,0,1,Norman_Human metabolites.csv,0.2985074626865671,0,Transformation and metabolic products,CC(CC(=O)O)N(C(=O)N=S(=O)=O)c1ccc(NC(=O)c2cc3c(Cl)c(Cl)ccc3n2C)cc1
540,"1-O-[2-[2-[2-(2-hydroxypropoxy)propoxy]ethoxy]ethyl] 2-O-(2-hydroxypropyl) 3,4,5,6-tetrabromobenzene-1,2-dicarboxylate",CC(O)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCCOCCOCC(C)OCC(C)O,C21H28Br4O9,74113750,20834300,level 3,44,0.2268,0,0,0,0,0.9587901,1,0.74609613,1,1,0,1,Industrial_chemical.csv,1,1,Industry and consumer goods,CC(O)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCCOCCOCC(C)OCC(C)O
541,"4-[1-[2-[4-chloro-3-(3,3-dimethylbutoxy)phenyl]-7,9-dimethyl-3-oxo-1,4-diazaspiro[4.5]dec-1-en-4-yl]-4,4-dimethylpentyl]-N-[(2-methyl-1,3-dihydrotetrazol-5-yl)methyl]benzamide",CC1CC(C)CC2(C1)N=C(c1ccc(Cl)c(OCCC(C)(C)C)c1)C(=O)N2C(CCC(C)(C)C)c1ccc(C(=O)NCC2=NNN(C)N2)cc1,C39H56ClN7O3,,123233567,level 3,20,0.1031,0,0,0,1,0.98284674,1,0.999212,1,0,0,1,Industrial_chemical.csv,0.2653061224489796,0,Industry and consumer goods,CC1CC(C)CC2(C1)N=C(c1ccc(Cl)c(OCCC(C)(C)C)c1)C(=O)N2C(CCC(C)(C)C)c1ccc(C(=O)NCC2=NNN(C)N2)cc1
542,"2-(10-chloro-2,5-dioxo-6,7-dihydropyrido[3,4-d][2]benzazepin-3-yl)-N-[4-(5-oxo-4H-1,2,4-oxadiazol-3-yl)phenyl]butanamide",CCC(C(=O)Nc1ccc(-c2noc(=O)[nH]2)cc1)n1cc2c(cc1=O)-c1cc(Cl)ccc1CNC2=O,C25H20ClN5O5,,137135831,level 3,10,0.0515,0,0,0,0,0.022080684,0,0.000152079,0,1,0,1,Industrial_chemical.csv,0.3717948717948718,0,Industry and consumer goods,CCC(C(=O)Nc1ccc(-c2noc(=O)[nH]2)cc1)n1cc2c(cc1=O)-c1cc(Cl)ccc1CNC2=O
