class,fpr,tpr,auc
combined_overall,0.0,0.0,0.9999675626221074
combined_overall,0.0,0.9091108842042679,0.9999675626221074
combined_overall,0.0,0.9210148767594256,0.9999675626221074
combined_overall,0.0,0.9266437462032597,0.9999675626221074
combined_overall,0.0,0.929907327224082,0.9999675626221074
combined_overall,1.0770894458159383e-06,0.9321627525236206,0.9999675626221074
combined_overall,1.0770894458159383e-06,0.9340692008427148,0.9999675626221074
combined_overall,1.0770894458159383e-06,0.935730072768163,0.9999675626221074
combined_overall,1.0770894458159383e-06,0.9371647559099898,0.9999675626221074
combined_overall,2.1541788916318767e-06,0.9384895759283434,0.9999675626221074
combined_overall,2.1541788916318767e-06,0.9397239204332485,0.9999675626221074
combined_overall,2.1541788916318767e-06,0.9407579263012318,0.9999675626221074
combined_overall,2.1541788916318767e-06,0.9416820690457418,0.9999675626221074
combined_overall,2.1541788916318767e-06,0.9425868241802272,0.9999675626221074
combined_overall,2.1541788916318767e-06,0.9434851167780377,0.9999675626221074
combined_overall,3.231268337447815e-06,0.9442283084956508,0.9999675626221074
combined_overall,3.231268337447815e-06,0.9449650376765888,0.9999675626221074
combined_overall,6.46253667489563e-06,0.9457340795409014,0.9999675626221074
combined_overall,6.46253667489563e-06,0.9464449585751399,0.9999675626221074
combined_overall,6.46253667489563e-06,0.9471105998526541,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9476728405433701,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9482738564541354,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9487779343147772,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9491721490519459,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9500639791130815,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9505163566803242,0.9999675626221074
combined_overall,7.539626120711568e-06,0.950897646344143,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9512595483979371,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9514857371815585,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9517507011852292,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9520092026522251,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9522030787524719,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9524163424627434,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9527847070532125,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9530690586669079,0.9999675626221074
combined_overall,7.539626120711568e-06,0.9532823223771795,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9535602114542,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9538122503845209,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9540125890214427,0.9999675626221074
combined_overall,8.616715566527507e-06,0.95418061497499,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9547234680556812,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9548914940092285,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9551047577195001,0.9999675626221074
combined_overall,8.616715566527507e-06,0.9552986338197469,0.9999675626221074
combined_overall,8.616715566527507e-06,0.95542142201657,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9555894479701172,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9557380863136399,0.9999675626221074
combined_overall,9.693805012343446e-06,0.955919037340537,0.9999675626221074
combined_overall,9.693805012343446e-06,0.95604182553736,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9561775388075328,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9563391022244051,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9564489653478784,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9565717535447014,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9566880792048494,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9567979423283227,0.9999675626221074
combined_overall,9.693805012343446e-06,0.9568754927684214,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9570499812586436,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9571404567720921,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9572632449689152,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.957398958239088,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9575152838992361,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9575605216559604,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.957644534632734,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9577156225361579,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9578190231229562,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9578642608796805,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.957954736393129,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9580128992232031,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.958142149956701,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9582197003967997,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9583037133735733,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9583618762036474,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9584329641070714,0.9999675626221074
combined_overall,1.0770894458159383e-05,0.9584717393271207,0.9999675626221074
