fold,epoch,train_loss,val_loss,train_acc,train_pr,train_roc,val_acc_all,val_pr_all,val_roc_all,val_acc_pos,val_pr_pos,val_roc_pos,lr
1,23,0.3632996854365599,0.3200781261850391,0.8435317789087466,0.7919598020493526,0.9174897459332209,0.8672189349112426,0.761165910518199,0.9194953619139716,0.8672189349112426,0.761165910518199,0.9194953619139716,0.0005
1,24,0.36031868360545993,0.30195097118616104,0.8444194579240146,0.7932844250389219,0.9186589284112157,0.8667455621301775,0.7626658323472062,0.902399269367143,0.8667455621301775,0.7626658323472062,0.902399269367143,0.0005
1,25,0.36705244421352223,0.30299574111781175,0.8432358859036573,0.7873762887696165,0.9163000642470216,0.8710059171597633,0.7630318844537864,0.9062902474839726,0.8710059171597633,0.7630318844537864,0.9062902474839726,0.0005
1,26,0.3603634073094004,0.29618773016439387,0.8435317789087466,0.7957068232145176,0.9190342783238714,0.8646153846153846,0.7624010458449058,0.9204086529852084,0.8646153846153846,0.7624010458449058,0.9204086529852084,0.0005
1,27,0.3560201163538279,0.2959599870421301,0.8476742809799976,0.8022518957985566,0.9214406602929813,0.8849704142011834,0.7755090790407378,0.9245241932595537,0.8849704142011834,0.7755090790407378,0.9245241932595537,0.00025
1,28,0.35286688209214934,0.3272470157262842,0.8490353888034087,0.804637010064655,0.9227487096267465,0.8575147928994082,0.7745919126875793,0.9193012427921637,0.8575147928994082,0.7745919126875793,0.9193012427921637,0.00025
1,29,0.3544730956998291,0.3116548270092913,0.8480885311871227,0.8043981303881764,0.9215563600360243,0.8672189349112426,0.7662817512652732,0.9100988503277104,0.8672189349112426,0.7662817512652732,0.9100988503277104,0.00025
1,30,0.35747392396593053,0.28551118840347733,0.8475559237779619,0.795927797862008,0.9209452061694525,0.8679289940828402,0.7685107457917235,0.9199616775903442,0.8679289940828402,0.7685107457917235,0.9199616775903442,0.00025
1,31,0.3511453107032907,0.3094630866696143,0.8467274233637117,0.8069063621907842,0.9234518334383162,0.8598816568047337,0.7703144962534256,0.9213240929766126,0.8598816568047337,0.7703144962534256,0.9213240929766126,0.00025
1,32,0.3542086503035586,0.29777179846132296,0.8472600307728725,0.8022648721384439,0.9216674709832883,0.8648520710059172,0.7653463762558657,0.9218269402958346,0.8648520710059172,0.7653463762558657,0.9218269402958346,0.000125
1,33,0.3485206437401552,0.3094415766741397,0.8492129246064622,0.811659233494361,0.9245033564761277,0.8740828402366864,0.7720341108834484,0.9188206009813401,0.8740828402366864,0.7720341108834484,0.9188206009813401,0.000125
1,34,0.3476510919865976,0.2994617891117666,0.8490945674044266,0.8128335719030833,0.925304765890311,0.8788165680473373,0.7756009483836669,0.9244991225242648,0.8788165680473373,0.7756009483836669,0.9244991225242648,0.000125
1,35,0.3509686357478501,0.29150729691488503,0.8485027813942478,0.8100732272550186,0.9234380282450956,0.866508875739645,0.7693373078035316,0.9205006983990545,0.866508875739645,0.7693373078035316,0.9205006983990545,0.000125
1,36,0.34944871600449673,0.2809819411455527,0.847970173985087,0.8099320418956661,0.9241211864293651,0.8705325443786982,0.7763532074575892,0.9214372694387738,0.8705325443786982,0.7763532074575892,0.9214372694387738,0.000125
1,37,0.34939256294590015,0.29892139473963064,0.8505148538288555,0.8091667181120265,0.924035861991996,0.8710059171597633,0.7651687076325075,0.9073342645320726,0.8710059171597633,0.7651687076325075,0.9073342645320726,0.000125
1,38,0.3445612508060664,0.28615188306913925,0.8506332110308912,0.8126186967568633,0.9261869400504972,0.8610650887573964,0.7656947801928933,0.9196003008488235,0.8610650887573964,0.7656947801928933,0.9196003008488235,0.000125
1,39,0.34846840659349343,0.312777687598615,0.8505740324298734,0.8100130019387488,0.9242237018733308,0.8608284023668639,0.7556586428864572,0.8973700798681996,0.8608284023668639,0.7556586428864572,0.8973700798681996,0.000125
1,40,0.3428402994776466,0.27807661666055405,0.8518759616522665,0.8196184419312804,0.9265361542003023,0.8726627218934911,0.7840682508897538,0.9292070484581498,0.8726627218934911,0.7840682508897538,0.9292070484581498,0.000125
1,41,0.34802438678339626,0.3035463046833608,0.8508107468339449,0.8099227813650086,0.9247277806045708,0.8719526627218935,0.7533740039439762,0.8931857741484903,0.8719526627218935,0.7533740039439762,0.8931857741484903,0.000125
1,42,0.34665381111948007,0.34300715759220207,0.8514025328441236,0.813837505126391,0.9252667264225538,0.8591715976331361,0.7638332157715096,0.9082031445865119,0.8591715976331361,0.7638332157715096,0.9082031445865119,0.000125
1,43,0.3490241739662149,0.30558815317570104,0.8504556752278376,0.8116054722433428,0.9251518998119,0.8688757396449704,0.7731401137936614,0.9208613588338527,0.8688757396449704,0.7731401137936614,0.9208613588338527,0.000125
1,44,0.34508208950421754,0.30348043542112824,0.8536513196828027,0.8144488352257113,0.9263764485848426,0.8693491124260355,0.7704368799558151,0.9194190752480211,0.8693491124260355,0.7704368799558151,0.9194190752480211,0.000125
1,45,0.34735027303045524,0.29122243558359745,0.8516392472481951,0.8122907709307199,0.9245528436796546,0.8781065088757396,0.7732006315556208,0.9217477884029941,0.8781065088757396,0.7732006315556208,0.9217477884029941,6.25e-05
1,46,0.34469259722632956,0.2968870840287773,0.8500414250207126,0.8165882405660886,0.9263233524341068,0.8750295857988166,0.7600124769765609,0.9,0.8750295857988166,0.7600124769765609,0.9,6.25e-05
1,47,0.3468791990008407,0.2877890243222551,0.8525269262634632,0.8147027315214551,0.9250714746173817,0.8740828402366864,0.7632610758931122,0.9173195802442607,0.8740828402366864,0.7632610758931122,0.9173195802442607,6.25e-05
1,48,0.3396010926622288,0.29462458653518786,0.852586104864481,0.8174654565751627,0.9287149202570129,0.8721893491124261,0.7757765150440168,0.9200805845062856,0.8721893491124261,0.7757765150440168,0.9200805845062856,6.25e-05
1,49,0.3477325168308076,0.2949436526132759,0.853473783879749,0.8103738988245768,0.9247728924446806,0.8679289940828402,0.77413828517161,0.9228849253250242,0.8679289940828402,0.77413828517161,0.9228849253250242,3.125e-05
1,50,0.341104322276125,0.28848063651009426,0.853059533672624,0.8158569371770231,0.9283014629663032,0.8688757396449704,0.7731966134494616,0.9209487482540024,0.8688757396449704,0.7731966134494616,0.9209487482540024,3.125e-05
2,1,0.43413349449923794,0.3892342723262381,0.8064859746715588,0.6750321984910534,0.8810128059755559,0.8265088757396449,0.6558069108351814,0.8906297558180619,0.8265088757396449,0.6558069108351814,0.8906297558180619,0.001
2,2,0.414424180409544,0.4047866788224356,0.8270209492247603,0.7073550143339689,0.8912025141512598,0.8257988165680473,0.6570199125306155,0.8925857404375305,0.8257988165680473,0.6570199125306155,0.8925857404375305,0.001
2,3,0.40944907939925057,0.42798266266930035,0.8309859154929577,0.723497145408488,0.894123467876151,0.8310059171597634,0.6593688403680988,0.8946865372655313,0.8310059171597634,0.6593688403680988,0.8946865372655313,0.001
2,4,0.4035936057363012,0.48808857762249264,0.8356610249733696,0.7257985425803173,0.8972270036820253,0.7663905325443787,0.6556163923765965,0.8940981886393176,0.7663905325443787,0.6556163923765965,0.8940981886393176,0.001
2,5,0.3990404240258813,0.36789692591104284,0.8324062019173867,0.7277175131845602,0.9001803287703993,0.8397633136094674,0.6648692345270205,0.8969570922838157,0.8397633136094674,0.6648692345270205,0.8969570922838157,0.001
2,6,0.39831419185937994,0.42093145851729186,0.8358977393774412,0.7290411045908719,0.8997071235597467,0.8217751479289941,0.6635342934918066,0.8965651736522738,0.8217751479289941,0.6635342934918066,0.8965651736522738,0.001
2,7,0.39798046043214325,0.38362600246301065,0.8337673097407977,0.7288967295062025,0.9004731892297267,0.8279289940828403,0.6677266176267329,0.8969263412622854,0.8279289940828403,0.6677266176267329,0.8969263412622854,0.001
2,8,0.394141704546007,0.4317372215958037,0.8355426677713339,0.7294862038050592,0.9030435513996624,0.8106508875739645,0.6562689979259607,0.8970518556358777,0.8106508875739645,0.6562689979259607,0.8970518556358777,0.001
2,9,0.3965403081672631,0.4017300307609626,0.8345958101550479,0.7267272632162506,0.901341343053412,0.8257988165680473,0.6549860483590035,0.8942475507438923,0.8257988165680473,0.6549860483590035,0.8942475507438923,0.001
2,10,0.3946399031087257,0.394129337555558,0.8363119895845662,0.7306632839511459,0.9022516066174378,0.8286390532544379,0.6637157611435781,0.8965303434136018,0.8286390532544379,0.6637157611435781,0.8965303434136018,0.001
2,11,0.39598737524619315,0.3825195747067237,0.8375547402059416,0.7265408680133596,0.9015528206464457,0.8378698224852071,0.6568235445581878,0.8937081527233796,0.8378698224852071,0.6568235445581878,0.8937081527233796,0.001
2,12,0.38791595388268674,0.37991206533721916,0.8406912060598888,0.7362130374697042,0.9065824975259028,0.8307692307692308,0.667392454790012,0.8983321022465189,0.8307692307692308,0.667392454790012,0.8983321022465189,0.0005
2,13,0.3789803080938881,0.39006014081324347,0.8444786365250325,0.7485383387153886,0.9103944877630752,0.8355029585798817,0.6709076375226591,0.9000318806508922,0.8355029585798817,0.6709076375226591,0.9000318806508922,0.0005
2,14,0.3890849918370445,0.41368403687984984,0.8448337081311398,0.7353543942651913,0.9048380595823661,0.8222485207100592,0.6756882286201392,0.8981483805821734,0.8222485207100592,0.6756882286201392,0.8981483805821734,0.0005
2,15,0.3875530604103329,0.42374569897820963,0.8421706710853355,0.7367666195619997,0.9065293209942205,0.8236686390532545,0.6797241995207751,0.8961817272409492,0.8236686390532545,0.6797241995207751,0.8961817272409492,0.0005
2,16,0.37992821588136977,0.3881203380491607,0.8417564208782105,0.7407310761987868,0.9097164670079673,0.8253254437869822,0.6693927022177649,0.8990776576256572,0.8253254437869822,0.6693927022177649,0.8990776576256572,0.0005
2,17,0.3862466705185462,0.38279859759927504,0.8403953130547994,0.7353275017212972,0.9069306619777031,0.8307692307692308,0.679236423438744,0.9000591800271489,0.8307692307692308,0.679236423438744,0.9000591800271489,0.0005
2,18,0.3829005852029484,0.40497884046220217,0.8439460291158717,0.744786616191993,0.9083335775418607,0.8224852071005917,0.7002658376320559,0.8991231565860843,0.8224852071005917,0.7002658376320559,0.8991231565860843,0.0005
2,19,0.38014248493564584,0.40922610006477,0.8496863534146053,0.7555446637077188,0.9100366448628905,0.8310059171597634,0.670441146158859,0.8959482705060675,0.8310059171597634,0.670441146158859,0.8959482705060675,0.0005
2,20,0.37753304263475673,0.37865833831697526,0.8440643863179075,0.7537237093162028,0.911104720072405,0.8243786982248521,0.673654479393285,0.900363238597176,0.8243786982248521,0.673654479393285,0.900363238597176,0.0005
2,21,0.37467979878391766,0.3567277044260643,0.849331281808498,0.7577397077005595,0.912433673912838,0.8402366863905325,0.7110089646263531,0.9005706510995373,0.8402366863905325,0.7110089646263531,0.9005706510995373,0.0005
2,22,0.37688551868033954,0.39496961764859023,0.8450704225352113,0.7602469649481123,0.9109888184056801,0.82698224852071,0.6963820612341254,0.8997036605639488,0.82698224852071,0.6963820612341254,0.8997036605639488,0.0005
2,23,0.37763879429392455,0.3800401826220504,0.8452479583382649,0.7533238789144351,0.9110272625210905,0.834792899408284,0.713722915842197,0.9031512266205945,0.834792899408284,0.713722915842197,0.9031512266205945,0.0005
2,24,0.3765027243959253,0.40136856877415844,0.8511658184400521,0.76180343114056,0.9116324002649878,0.8222485207100592,0.7149245236655029,0.897049031562472,0.8222485207100592,0.7149245236655029,0.897049031562472,0.0005
2,25,0.3752011356445188,0.3607905072097242,0.84566220854539,0.7600136434059903,0.9120971056205576,0.8433136094674556,0.7170334784258742,0.8966483269247787,0.8433136094674556,0.7170334784258742,0.8966483269247787,0.0005
2,26,0.37462097165295044,0.3597733118530561,0.8458989229494615,0.7604335459967219,0.912330836653221,0.845207100591716,0.6916040870895971,0.8969257136904176,0.845207100591716,0.6916040870895971,0.8969257136904176,0.0005
2,27,0.36728294566758696,0.37005363429791827,0.8482068883891585,0.7631157499036211,0.915621678901364,0.8340828402366864,0.7006703420882151,0.9021775488674524,0.8340828402366864,0.7006703420882151,0.9021775488674524,0.0005
2,28,0.3687674272044874,0.3730772678069109,0.8434134217067109,0.7675502992096449,0.9152155236638861,0.8350295857988166,0.7279491470414319,0.9051632220292787,0.8350295857988166,0.7279491470414319,0.9051632220292787,0.0005
2,29,0.3757695037523717,0.372031797838987,0.8480885311871227,0.7662683513550805,0.911964663695293,0.8265088757396449,0.7159477268547194,0.9063071286516053,0.8265088757396449,0.7159477268547194,0.9063071286516053,0.0005
2,30,0.3728146932596765,0.3498630286559198,0.8454254941413185,0.7673435515789986,0.913347303459429,0.8402366863905325,0.7046452288026437,0.900265651171708,0.8402366863905325,0.7046452288026437,0.900265651171708,0.0005
2,31,0.3694717417258259,0.4027449023758871,0.8488578530003551,0.7688910091008578,0.9146004078292395,0.831715976331361,0.7241934201823605,0.9033828006398722,0.831715976331361,0.7241934201823605,0.9033828006398722,0.0005
2,32,0.37560295097812957,0.35820115146199627,0.8463131731565866,0.7639213810175904,0.9120756512272342,0.8324260355029586,0.7239463575227147,0.9048180575019,0.8324260355029586,0.7239463575227147,0.9048180575019,0.0005
2,33,0.37157816896390344,0.3579265268102905,0.8470824949698189,0.767700449053984,0.9150061136031701,0.831715976331361,0.7256897874846215,0.9046093898558027,0.831715976331361,0.7256897874846215,0.9046093898558027,0.00025
2,34,0.36571855415908777,0.3584299737849885,0.8475559237779619,0.7751252773710015,0.91664106222659,0.8376331360946746,0.7194998609444166,0.9037897809962453,0.8376331360946746,0.7194998609444166,0.9037897809962453,0.00025
2,35,0.36697398792700536,0.35665055414187835,0.848384424192212,0.7749214461951388,0.9161394708959069,0.8385798816568047,0.7261389453534487,0.9077039467367205,0.8385798816568047,0.7261389453534487,0.9077039467367205,0.00025
2,36,0.3625071730285245,0.38196111040531533,0.8499822464196947,0.7836828971952392,0.9181783174509894,0.8338461538461538,0.7288703649851266,0.9063891836733413,0.8338461538461538,0.7288703649851266,0.9063891836733413,0.00025
2,37,0.36037357497009276,0.35129106668854604,0.853059533672624,0.782945754455733,0.9194355069450408,0.8442603550295859,0.7072466941422213,0.9050163702121758,0.8442603550295859,0.7072466941422213,0.9050163702121758,0.00025
2,38,0.36281833696371,0.40458517188327553,0.8495679962125695,0.7813506161467922,0.9186247046699881,0.8288757396449704,0.7476988006327269,0.906767923295656,0.8288757396449704,0.7476988006327269,0.906767923295656,0.00025
2,39,0.36355747914424325,0.3796430085899209,0.8522902118593917,0.7802118095304688,0.917647990417517,0.8305325443786983,0.7407465980013858,0.9062909686760053,0.8305325443786983,0.7407465980013858,0.9062909686760053,0.00025
2,40,0.3662937117943553,0.3523157631019516,0.8482068883891585,0.7761112495718926,0.9167312046380164,0.8314792899408284,0.7339555043832439,0.907776745073404,0.8314792899408284,0.7339555043832439,0.907776745073404,0.00025
2,41,0.3614806366335049,0.35281685843270205,0.8517576044502307,0.7820151034629502,0.9192497186907538,0.8326627218934911,0.7326342002499165,0.9065627072948327,0.8326627218934911,0.7326342002499165,0.9065627072948327,0.00025
2,42,0.3618933098713228,0.35856948625671087,0.8515800686471772,0.788171331038629,0.9182506111655494,0.832189349112426,0.7155761552002509,0.9034452440407343,0.832189349112426,0.7155761552002509,0.9034452440407343,0.00025
2,43,0.36247484175209915,0.3922752222401151,0.850751568232927,0.784175535753653,0.9186440316025211,0.8298224852071006,0.7344329536562404,0.9044245699406881,0.8298224852071006,0.7344329536562404,0.9044245699406881,0.000125
2,44,0.35660271470907073,0.3851756637472902,0.8521718546573559,0.7908595566054584,0.9217552382529357,0.8293491124260355,0.7332396991745546,0.9068250323356404,0.8293491124260355,0.7332396991745546,0.9068250323356404,0.000125
2,45,0.3576311875919094,0.36463056722600784,0.8505148538288555,0.790391776334215,0.920308325201539,0.8250887573964497,0.7216016420115597,0.9070948882388639,0.8250887573964497,0.7216016420115597,0.9070948882388639,0.000125
2,46,0.3601255936373732,0.36347307117027644,0.8537104982838206,0.7852325688936618,0.9191617936328275,0.8307692307692308,0.7413831190811208,0.9084727222749731,0.8307692307692308,0.7413831190811208,0.9084727222749731,0.000125
2,47,0.3584536791186401,0.35826475201009295,0.8522310332583738,0.7905117467386529,0.9203612620193296,0.8312426035502959,0.7337589318534975,0.9071397596274232,0.8312426035502959,0.7337589318534975,0.9071397596274232,6.25e-05
2,48,0.35211155859270465,0.34385290492634624,0.8571428571428571,0.7968458744663691,0.9232871498551618,0.8416568047337278,0.7341721230848426,0.9089418322462742,0.8416568047337278,0.7341721230848426,0.9089418322462742,6.25e-05
3,1,0.4282259108953496,0.35417441865219873,0.7944135400639128,0.6621753813040094,0.8835791963224945,0.8430769230769231,0.7824760111262253,0.8808157741654523,0.8430769230769231,0.7824760111262253,0.8808157741654523,0.001
3,2,0.403808556113501,0.3731988270757114,0.8111019055509527,0.697946241743434,0.8967056460811484,0.8376331360946746,0.7735885136987357,0.8776727409887077,0.8376331360946746,0.7735885136987357,0.8776727409887077,0.001
3,3,0.4006688430198114,0.36058921502715735,0.8192093738904013,0.7040312495019143,0.8991083093786362,0.8411834319526628,0.7791732623467562,0.8808151370210824,0.8411834319526628,0.7791732623467562,0.8808151370210824,0.001
3,4,0.40435923595219087,0.33887845536837213,0.8169605870517221,0.701769322039413,0.8970165915032821,0.8745562130177514,0.789951803593627,0.8864576875609668,0.8745562130177514,0.789951803593627,0.8864576875609668,0.001
3,5,0.4005906093697644,0.3561576629117043,0.8198603385015978,0.7103699716574507,0.8979369012022163,0.8435502958579881,0.7696787505966008,0.8832604971127802,0.8435502958579881,0.7696787505966008,0.8832604971127802,0.001
3,6,0.39708089786163375,0.33050236317797527,0.8242987335779383,0.7080093215739846,0.899627022697384,0.8809467455621302,0.7932675439843601,0.8945596153686868,0.8809467455621302,0.7932675439843601,0.8945596153686868,0.001
3,7,0.39461868667351396,0.3345509655376863,0.8184400520771689,0.7170808894234524,0.9009596644129592,0.8679289940828402,0.779867487268232,0.8903022166889774,0.8679289940828402,0.779867487268232,0.8903022166889774,0.001
3,8,0.3890530562200466,0.3610508717935995,0.8183216948751332,0.7179971279854818,0.9046317495613014,0.8312426035502959,0.8055059921171921,0.8981123323752807,0.8312426035502959,0.8055059921171921,0.8981123323752807,0.001
3,9,0.3928751304493471,0.32957674969097916,0.8225233755474021,0.7205536169882012,0.9024357597025875,0.8807100591715976,0.7883319590227663,0.8917921787980017,0.8807100591715976,0.7883319590227663,0.8917921787980017,0.001
3,10,0.390206361687498,0.3579827277715037,0.8263699846135637,0.7232986613643752,0.9033702874038332,0.8527810650887574,0.797641628179385,0.9014891975357805,0.8527810650887574,0.797641628179385,0.9014891975357805,0.001
3,11,0.38352918103540107,0.31665966862933875,0.8272576636288318,0.7298860323081674,0.9072331266041768,0.8814201183431952,0.8052573067262359,0.9007927987394736,0.8814201183431952,0.8052573067262359,0.9007927987394736,0.001
3,12,0.38187451481974355,0.33700371054943495,0.830394129482779,0.731819742775493,0.9080446670929879,0.8572781065088757,0.75344893447722,0.8856921586005251,0.8572781065088757,0.75344893447722,0.8856921586005251,0.001
3,13,0.380821303392052,0.32488009529618117,0.8298615220736182,0.7370399789099549,0.9083448669290499,0.8752662721893492,0.7859203143977442,0.8981206152520893,0.8752662721893492,0.7859203143977442,0.8981206152520893,0.0005
3,14,0.37620746975806296,0.32267892866753617,0.831814415907208,0.7461478433839847,0.9099050563793042,0.86698224852071,0.7802847025848911,0.8966574132066011,0.86698224852071,0.7802847025848911,0.8966574132066011,0.0005
3,15,0.37443480413049507,0.331124228584255,0.8324653805184046,0.7449400577813896,0.9108731739866395,0.858224852071006,0.781327094463337,0.8992400779100136,0.858224852071006,0.781327094463337,0.8992400779100136,0.0005
3,16,0.37193988946672446,0.31067961312962705,0.8316960587051722,0.7502596259515499,0.912443253355926,0.8856804733727811,0.7871504563627423,0.90294284241572,0.8856804733727811,0.7871504563627423,0.90294284241572,0.0005
3,17,0.37206529715256176,0.35773237113548806,0.8325245591194225,0.7536282336874383,0.9129694786353074,0.8326627218934911,0.785366343627052,0.8996295324061184,0.8326627218934911,0.785366343627052,0.8996295324061184,0.00025
3,18,0.3736998630650778,0.3262228066937105,0.8328796307255296,0.7542841897978003,0.9114873140794718,0.8549112426035503,0.788453822617777,0.902106909002404,0.8549112426035503,0.788453822617777,0.902106909002404,0.00025
4,1,0.4308195455066268,0.29004170021719555,0.8063790756849518,0.6740537959402703,0.8835656667432665,0.8993844696969697,0.7467178171880531,0.9189437393420191,0.8993844696969697,0.7467178171880531,0.9189437393420191,0.001
4,2,0.41236915446024713,0.2908715658157951,0.8208177998698147,0.7014484250812194,0.8927753030115547,0.8929924242424242,0.73760669393895,0.9167396857707111,0.8929924242424242,0.73760669393895,0.9167396857707111,0.001
4,3,0.4129171571782217,0.3689459932290695,0.8176223445174271,0.6961798946850137,0.8927433274606739,0.861032196969697,0.7371346716665865,0.9133230657239337,0.861032196969697,0.7371346716665865,0.9133230657239337,0.001
4,4,0.40695475268571346,0.31892836469253805,0.8215279010592342,0.7181514354815085,0.8954606502350045,0.8584280303030303,0.7472190874007059,0.9180671730822375,0.8584280303030303,0.7472190874007059,0.9180671730822375,0.001
4,5,0.4023652448231768,0.3445479219045603,0.8239540801230842,0.711199391260046,0.8982339695053806,0.8468276515151515,0.7220449335316038,0.9130605339606237,0.8468276515151515,0.7220449335316038,0.9130605339606237,0.001
4,6,0.4068863586925446,0.3786089678548954,0.824723356411622,0.7115725856799403,0.8951134464262216,0.8394886363636364,0.7263742494436451,0.9125226640065245,0.8394886363636364,0.7263742494436451,0.9125226640065245,0.001
4,7,0.40277281203201676,0.31097860041667114,0.8285105627551926,0.7211414761912247,0.8981991067272397,0.8913352272727273,0.7539288483048553,0.9206901316365941,0.8913352272727273,0.7539288483048553,0.9206901316365941,0.001
4,8,0.4090937097310046,0.29088675608209363,0.8286880880525475,0.7072997413589162,0.8951137312207471,0.8929924242424242,0.7293915953568246,0.9095819038439503,0.8929924242424242,0.7293915953568246,0.9095819038439503,0.001
4,9,0.4049685356906056,0.30479360231424146,0.8304633410260962,0.7171411960582159,0.8969378597986012,0.8768939393939394,0.7384527908216053,0.9112447173486651,0.8768939393939394,0.7384527908216053,0.9112447173486651,0.001
4,10,0.39875389593678456,0.33321828195458336,0.8306408663234511,0.7196834415982365,0.9001849200316613,0.861032196969697,0.7102669824678768,0.903446614047977,0.861032196969697,0.7102669824678768,0.903446614047977,0.001
4,11,0.4000593594943527,0.33641441869126126,0.8268536599798805,0.7218922267507915,0.8987840845034459,0.8773674242424242,0.7101846583229872,0.9063711976705782,0.8773674242424242,0.7101846583229872,0.9063711976705782,0.001
4,12,0.3929774633624355,0.34368618216478464,0.8350789987573229,0.7330563433479875,0.9030099638801978,0.859375,0.710077317846305,0.9065963211852012,0.859375,0.710077317846305,0.9065963211852012,0.0005
4,13,0.3879224078887256,0.38122021971326886,0.8315284928102255,0.7298634758709968,0.9053543040309228,0.8522727272727273,0.7112519995103779,0.9073697620026557,0.8522727272727273,0.7112519995103779,0.9073697620026557,0.0005
4,14,0.3950182555513528,0.3249082562908756,0.8269128350789987,0.7299565926074061,0.9021784424292777,0.8671875,0.7288525734468739,0.9103782614263665,0.8671875,0.7288525734468739,0.9103782614263665,0.0005
