fold,epoch,train_loss,val_loss,val_cl_acc,val_br_acc,val_pr_auc,pos_cl_acc,pos_br_acc,pos_pr_auc,lr
1,14,0.0035840084006376165,0.0017081847938363124,0.999546592358192,0.9999244320596987,0.9999987916528637,0.999546592358192,0.9999244320596987,0.9999987916528637,0.000125
1,15,0.0033551032180672564,0.002702975705438984,0.9992443205969868,0.9998488641193973,0.9999972088550196,0.9992443205969868,0.9998488641193973,0.9999972088550196,0.000125
1,16,0.0029320939914803555,0.000957809920292502,0.999801634156709,0.9999622160298494,0.9999993684769434,0.999801634156709,0.9999622160298494,0.9999993684769434,0.000125
1,17,0.003313364497058937,0.0012799814437666908,0.9997260662164077,0.999943324044774,0.9999991609715574,0.9997260662164077,0.999943324044774,0.9999991609715574,0.000125
1,18,0.003298633735918491,0.00086294571429561,0.999801634156709,0.999943324044774,0.9999995904736032,0.999801634156709,0.999943324044774,0.9999995904736032,6.25e-05
1,19,0.002772385072038974,0.0011951879760492537,0.9997355122089454,0.999886648089548,0.9999997153698396,0.9997355122089454,0.999886648089548,0.9999997153698396,6.25e-05
1,20,0.003078635815597241,0.0016251290725081485,0.9997260662164077,0.999858310111935,0.9999992879223701,0.9997260662164077,0.999858310111935,0.9999992879223701,6.25e-05
1,21,0.002979185799769049,0.0018499766897616227,0.9996693902611817,0.9998677561044726,0.9999988430237382,0.9996693902611817,0.9998677561044726,0.9999988430237382,6.25e-05
1,22,0.002509819779813285,0.0012847035362890866,0.9997544041940207,0.999943324044774,0.9999991488412827,0.9997544041940207,0.999943324044774,0.9999991488412827,3.125e-05
1,23,0.002439538341942516,0.0010260534345806998,0.999773296179096,0.9999622160298494,0.9999995004541732,0.999773296179096,0.9999622160298494,0.9999995004541732,3.125e-05
1,24,0.0027089112922235197,0.000956102177631002,0.9997921881641714,0.9999622160298494,0.9999992753772262,0.9997921881641714,0.9999622160298494,0.9999992753772262,3.125e-05
1,25,0.0023639765455494895,0.001365900832117042,0.999744958201483,0.9999244320596987,0.9999992250957156,0.999744958201483,0.9999244320596987,0.9999992250957156,3.125e-05
1,26,0.002620255894386073,0.0012527511887431547,0.9997638501865583,0.9999244320596987,0.9999993291246139,0.9997638501865583,0.9999244320596987,0.9999993291246139,1.5625e-05
1,27,0.002550370536226818,0.001551737614374627,0.9997260662164077,0.9999055400746233,0.9999992749010076,0.9997260662164077,0.9999055400746233,0.9999992749010076,1.5625e-05
1,28,0.002460192079753777,0.0012115578209352187,0.999773296179096,0.9999244320596987,0.999999460686563,0.999773296179096,0.9999244320596987,0.999999460686563,1.5625e-05
1,29,0.0025137072221461435,0.0011887016272221996,0.999744958201483,0.999943324044774,0.9999991996645352,0.999744958201483,0.999943324044774,0.9999991996645352,1.5625e-05
2,1,0.07185892510583576,0.18701731507507904,0.9921503802011996,0.9950502999102631,0.9989661449756644,0.9921503802011996,0.9950502999102631,0.9989661449756644,0.001
2,2,0.017862903706573965,0.19742940240798204,0.995532045529684,0.9973740140745289,0.9990446090751054,0.995532045529684,0.9973740140745289,0.9990446090751054,0.001
2,3,0.012780657879539019,0.3227162098386864,0.996580550701365,0.9972984461342276,0.9988749143570839,0.996580550701365,0.9972984461342276,0.9988749143570839,0.001
2,4,0.01009725828870751,0.3766875707814868,0.9960515751192557,0.9965144287536013,0.9977180214464474,0.9960515751192557,0.9965144287536013,0.9977180214464474,0.001
2,5,0.008607594588194274,0.5144035182818304,0.9969017144476456,0.9957209653804373,0.9976590598023507,0.9969017144476456,0.9957209653804373,0.9976590598023507,0.001
2,6,0.005341290714382685,0.5098511180586169,0.9975251499551315,0.9974968119775185,0.9976578762658344,0.9975251499551315,0.9974968119775185,0.9976578762658344,0.0005
2,7,0.005231502110562869,0.5716686306585395,0.9974779199924432,0.9973362301043782,0.9976271920113688,0.9974779199924432,0.9973362301043782,0.9976271920113688,0.0005
2,8,0.004453117221923427,0.6661271898977545,0.9973362301043782,0.9972701081566145,0.9975766533252961,0.9973362301043782,0.9972701081566145,0.9975766533252961,0.0005
2,9,0.004447817596173034,0.4897827617190409,0.9973645680819913,0.9972323241864639,0.9977027869398507,0.9973645680819913,0.9972323241864639,0.9977027869398507,0.0005
2,10,0.0033008764702217226,0.5598932403509758,0.9974684739999056,0.9973078921267652,0.997703753527582,0.9974684739999056,0.9973078921267652,0.997703753527582,0.00025
2,11,0.0035720795972333727,0.5676175558000247,0.9974401360222925,0.9973551220894535,0.9977122172241463,0.9974401360222925,0.9973551220894535,0.9977122172241463,0.00025
2,12,0.003080363469139958,0.6186049012164834,0.9973645680819913,0.9971378642610872,0.9976365281552909,0.9973645680819913,0.9971378642610872,0.9976365281552909,0.00025
3,1,0.07243079171251511,0.009981227063951112,0.9987342369999528,0.9988098049402541,0.9999856224443165,0.9987342369999528,0.9988098049402541,0.9999856224443165,0.001
3,2,0.02044733548446505,0.008433678350765592,0.9988098049402541,0.9990176167760827,0.9999874683014554,0.9988098049402541,0.9990176167760827,0.9999874683014554,0.001
3,3,0.015274544140024209,0.0021008610814933163,0.9996221602984934,0.9999338780522363,0.9999992688437496,0.9996221602984934,0.9999338780522363,0.9999992688437496,0.001
3,4,0.012103062757565243,0.002592833049946104,0.9994237944552024,0.999631606291031,0.9999991786964704,0.9994237944552024,0.999631606291031,0.9999991786964704,0.001
3,5,0.009913713504689671,0.008936360320824403,0.9990931847163841,0.9988192509327918,0.999986522409415,0.9990931847163841,0.9988192509327918,0.999986522409415,0.001
3,6,0.007036664307823377,0.004354691146057472,0.999489916402966,0.9995182543805791,0.9999989289409201,0.999489916402966,0.9995182543805791,0.9999989289409201,0.0005
3,7,0.0067776293030338474,0.0026719768610449506,0.9995371463656544,0.9995938223208803,0.9999993528133888,0.9995371463656544,0.9995938223208803,0.9999993528133888,0.0005
3,8,0.005761585375893898,0.008218580552600666,0.9988570349029424,0.9989514948283191,0.9999903734536428,0.9988570349029424,0.9989514948283191,0.9999903734536428,0.0005
3,9,0.005653629373505456,0.0013102328325770188,0.9998488641193973,0.999659944268644,0.9999997477775187,0.9998488641193973,0.999659944268644,0.9999997477775187,0.0005
3,10,0.004208992919169212,0.0016938484829504526,0.9996127143059557,0.9996504982761064,0.9999996520776528,0.9996127143059557,0.9996504982761064,0.9999996520776528,0.00025
3,11,0.004392964698939004,0.004633388124651101,0.999631606291031,0.9995938223208803,0.9999962233254411,0.999631606291031,0.9995938223208803,0.9999962233254411,0.00025
3,12,0.004285572897548885,0.003935778536150914,0.9993387805223634,0.9993387805223634,0.9999983889835738,0.9993387805223634,0.9993387805223634,0.9999983889835738,0.00025
3,13,0.003675223993904207,0.006009595430627833,0.9995088083880413,0.999546592358192,0.9999954738624397,0.9995088083880413,0.999546592358192,0.9999954738624397,0.00025
3,14,0.003083564987785556,0.003221577158617917,0.999574930335805,0.999631606291031,0.999998901609057,0.999574930335805,0.999631606291031,0.999998901609057,0.000125
3,15,0.003341777512639169,0.004341740010080726,0.9995654843432674,0.999546592358192,0.9999970659822448,0.9995654843432674,0.999546592358192,0.9999970659822448,0.000125
3,16,0.003250506162935081,0.0038655725491600424,0.9995938223208803,0.999574930335805,0.9999984452589608,0.9995938223208803,0.999574930335805,0.9999984452589608,0.000125
3,17,0.0029342000810998413,0.0033179929961995036,0.9994710244178907,0.9994993623955037,0.9999990127332505,0.9994710244178907,0.9994993623955037,0.9999990127332505,0.000125
3,18,0.0028916485299220513,0.003725185639809091,0.9994710244178907,0.9994143484626647,0.9999981667278601,0.9994710244178907,0.9994143484626647,0.9999981667278601,6.25e-05
3,19,0.0028572208315639077,0.0034079428344106896,0.9996032683134181,0.999631606291031,0.999998888894264,0.9996032683134181,0.999631606291031,0.999998888894264,6.25e-05
4,1,0.08343394284991644,0.020950637817128755,0.9938034288952912,0.9965994426864403,0.9999441304709036,0.9938034288952912,0.9965994426864403,0.9999441304709036,0.001
4,2,0.02355264048061057,0.008964521936628661,0.9972512161715392,0.9991687526566854,0.9999902604578852,0.9972512161715392,0.9991687526566854,0.9999902604578852,0.001
4,3,0.01717419818087959,0.011950315180010882,0.9978274217163369,0.9966183346715156,0.9999897038609193,0.9978274217163369,0.9966183346715156,0.9999897038609193,0.001
4,4,0.014119013351648257,0.006229835042995203,0.9981674774476929,0.9995277003731167,0.9999949545240915,0.9981674774476929,0.9995277003731167,0.9999949545240915,0.001
4,5,0.012495168114583607,0.009079595493378834,0.9977329617909602,0.9972512161715392,0.9999903889452094,0.9977329617909602,0.9972512161715392,0.9999903889452094,0.001
4,6,0.008233986770541938,0.003842059422858066,0.9991404146790724,0.9995088083880413,0.999997892432204,0.9991404146790724,0.9995088083880413,0.999997892432204,0.0005
4,7,0.0072555595334305965,0.0038292103093098217,0.9990365087611581,0.9996221602984934,0.9999977628677116,0.9990365087611581,0.9996221602984934,0.9999977628677116,0.0005
4,8,0.006974911550339262,0.0024449142056628026,0.999801634156709,0.9997071742313324,0.9999995740173866,0.999801634156709,0.9997071742313324,0.9999995740173866,0.0005
4,9,0.006994017349481441,0.0021877355875530658,0.999688282246257,0.999943324044774,0.9999994570080979,0.999688282246257,0.999943324044774,0.9999994570080979,0.0005
4,10,0.004990986755983388,0.0021935505528780153,0.999234874604449,0.999971662022387,0.99999883514717,0.999234874604449,0.999971662022387,0.99999883514717,0.00025
4,11,0.005070808317988368,0.004370134730652917,0.9987909129551787,0.999688282246257,0.9999966735439785,0.9987909129551787,0.999688282246257,0.9999966735439785,0.00025
4,12,0.004340866725112287,0.0018462857132735642,0.999489916402966,0.999971662022387,0.9999992506723059,0.999489916402966,0.999971662022387,0.9999992506723059,0.00025
4,13,0.004947537999113592,0.001734288098241225,0.9994993623955037,0.9998960940820857,0.9999994622486865,0.9994993623955037,0.9998960940820857,0.9999994622486865,0.00025
4,14,0.004029896569985782,0.0010769010668395013,0.9997355122089454,0.9999622160298494,0.9999997890521684,0.9997355122089454,0.9999622160298494,0.9999997890521684,0.000125
4,15,0.003967170946947559,0.0012205559330265168,0.9997355122089454,0.9999338780522363,0.9999997863597052,0.9997355122089454,0.9999338780522363,0.9999997863597052,0.000125
4,16,0.00385289923230056,0.0017266215008069775,0.999546592358192,0.999914986067161,0.9999994119318389,0.999546592358192,0.999914986067161,0.9999994119318389,0.000125
4,17,0.003672699088615887,0.0018420906678802641,0.999319888537288,0.9999527700373116,0.9999992206982038,0.999319888537288,0.9999527700373116,0.9999992206982038,0.000125
4,18,0.0034418337247967084,0.0014683316739512473,0.9997071742313324,0.9999244320596987,0.9999995800047472,0.9997071742313324,0.9999244320596987,0.9999995800047472,6.25e-05
4,19,0.0031625223877291215,0.001427122171519488,0.999574930335805,0.9999338780522363,0.9999995308259995,0.999574930335805,0.9999338780522363,0.9999995308259995,6.25e-05
4,20,0.003398977178295551,0.0012028265718419763,0.999688282246257,0.999943324044774,0.9999997100404733,0.999688282246257,0.999943324044774,0.9999997100404733,6.25e-05
4,21,0.0030051363654976107,0.0010962600897002597,0.9996788362537193,0.999971662022387,0.999999694854522,0.9996788362537193,0.999971662022387,0.999999694854522,6.25e-05
4,22,0.0029601168830966362,0.0010635076631198529,0.9997355122089454,0.999971662022387,0.999999750792907,0.9997355122089454,0.999971662022387,0.999999750792907,3.125e-05
4,23,0.003474829883451061,0.0011964759323553455,0.9996410522835687,0.999943324044774,0.999999698366536,0.9996410522835687,0.999943324044774,0.999999698366536,3.125e-05
4,24,0.0031962702590625273,0.0016752359272036719,0.999461578425353,0.9999338780522363,0.9999993779287883,0.999461578425353,0.9999338780522363,0.9999993779287883,3.125e-05
5,1,0.076276685925504,0.004605149151336468,0.9997638501865583,0.999659944268644,0.9999991843723663,0.9997638501865583,0.999659944268644,0.9999991843723663,0.001
5,2,0.02028176358612018,0.0020316374876868984,0.9998110801492467,0.9995560383507297,0.9999995899860679,0.9998110801492467,0.9995560383507297,0.9999995899860679,0.001
5,3,0.013729439102873078,0.0021917374580223896,0.9992726585745997,0.99971662022387,0.9999993535084679,0.9992726585745997,0.99971662022387,0.9999993535084679,0.001
5,4,0.011593659382549377,0.003984925426381215,0.9989703868133945,0.9993104425447504,0.9999977393368584,0.9989703868133945,0.9993104425447504,0.9999977393368584,0.001
5,5,0.010481884771840791,0.0007829652980789357,0.999829972134322,1.0,0.9999999275668068,0.999829972134322,1.0,0.9999999275668068,0.001
5,6,0.00664951843935456,0.0005044091009434429,0.9998772020970104,1.0,0.9999999582944452,0.9998772020970104,1.0,0.9999999582944452,0.0005
5,7,0.005813255194902985,0.0003055604139363889,0.999943324044774,0.9999905540074623,0.9999999908549828,0.999943324044774,0.9999905540074623,0.9999999908549828,0.0005
5,8,0.00522838060763223,0.0029972673763862152,0.9988286969253294,0.9999811080149247,0.9999986622772996,0.9988286969253294,0.9999811080149247,0.9999986622772996,0.0005
5,9,0.005196573948093,0.0012140931441259495,0.9995938223208803,0.999914986067161,0.9999997152522149,0.9995938223208803,0.999914986067161,0.9999997152522149,0.0005
5,10,0.004244898705563433,0.003467082725344928,0.9988570349029424,0.999744958201483,0.9999984492081988,0.9988570349029424,0.999744958201483,0.9999984492081988,0.00025
5,11,0.0036416455528490562,0.0007012681941320287,0.9997638501865583,0.9999622160298494,0.9999998912596582,0.9997638501865583,0.9999622160298494,0.9999998912596582,0.00025
5,12,0.0038263293575104902,0.0020344309474961595,0.9990270627686204,0.9999811080149247,0.9999991713664229,0.9990270627686204,0.9999811080149247,0.9999991713664229,0.00025
5,13,0.0036680104852259464,0.0006506328154967753,0.999801634156709,0.9999811080149247,0.9999999098149264,0.999801634156709,0.9999811080149247,0.9999999098149264,0.00025
5,14,0.003247910020736758,0.0012532057371386041,0.999546592358192,0.9998677561044726,0.9999996918830205,0.999546592358192,0.9998677561044726,0.9999996918830205,0.000125
5,15,0.0030136509328203115,0.0009894381906281613,0.99971662022387,0.9999055400746233,0.9999998122369627,0.99971662022387,0.9999055400746233,0.9999998122369627,0.000125
5,16,0.0032293630951040573,0.0041793589619399905,0.9985736551268124,0.999886648089548,0.9999981252125962,0.9985736551268124,0.999886648089548,0.9999981252125962,0.000125
5,17,0.0027072315038425216,0.0020526669833041983,0.9990270627686204,0.999971662022387,0.9999991212270302,0.9990270627686204,0.999971662022387,0.9999991212270302,0.000125
