fold,epoch,train_loss,val_loss,train_acc,train_pr,train_roc,val_acc_all,val_pr_all,val_roc_all,val_acc_pos,val_pr_pos,val_roc_pos,val_acc_neg,val_pr_neg,val_roc_neg,lr
1,1,0.24935492879796775,0.38289958939446306,0.9051031188277985,0.8900214725524276,0.9618381810059432,0.8537571192357156,0.6606698835868896,0.8885122220681949,0.8564530289727832,0.7190289457273127,0.9011172144523658,0.8399098083427283,0.4121836783214543,0.8204857229956305,0.001
1,2,0.12465657544784359,0.4471514979344879,0.9540673372835423,0.9643446671295375,0.9901273732937556,0.8631269520485026,0.6810727545980186,0.8993438435978542,0.8683055311676909,0.7334448738096883,0.907384465770067,0.8365276211950394,0.4248746790027153,0.8432273142973274,0.001
1,3,0.09215840553631012,0.4858755754072841,0.9669284828441504,0.9800505816565784,0.9944858118464599,0.8669851185008267,0.682729591146547,0.9084436028951536,0.8687445127304653,0.7279016765732024,0.9169222711355244,0.8579481397970687,0.46194882120658337,0.8532059750025405,0.001
1,4,0.07249806253749,0.5460090981958933,0.9746451701805153,0.9867047958500034,0.9963212143734914,0.8616571743523792,0.6517593065145041,0.8813278975690287,0.8656716417910447,0.70595542797138,0.8896847761314628,0.8410372040586246,0.3911153441286957,0.8280967381363682,0.001
1,5,0.0576193084082014,0.6229354676988118,0.9800192917183409,0.9908215398334974,0.997735054137595,0.8555943413558699,0.6426165469931991,0.8799891200699004,0.8593064091308165,0.6899243659683858,0.8931456447682246,0.8365276211950394,0.3685260077171444,0.7887816278833452,0.001
1,6,0.050985639579746424,0.6367400902209298,0.9822240595287309,0.993326599290453,0.9983436696381859,0.8517361749035458,0.653001207466399,0.888956030799864,0.8546971027216856,0.7045815458043221,0.8987996762199107,0.8365276211950394,0.3832488671374412,0.821583172441825,0.001
1,7,0.044216250420883105,0.7162025056159516,0.9844747600018373,0.9949282034379322,0.9986039680181013,0.8552268969318391,0.6590067278232994,0.8842637983978359,0.8625987708516243,0.7072049740499649,0.8929488372629906,0.8173618940248027,0.39782557613789504,0.8282796463774007,0.001
1,8,0.031024764478198078,0.7766886322085222,0.9893895549124982,0.9973908029663988,0.9993110234924034,0.8515524526915305,0.6410404811155623,0.8672422737793685,0.8540386303775241,0.6867381289878505,0.87392906561164,0.8387824126268321,0.3930964463363134,0.8235850015242353,0.0005
1,9,0.025196199467356312,0.7878570422613195,0.9913187267465895,0.9977191811630488,0.9994767947035447,0.8609222855043175,0.6432266930944831,0.8709854528193302,0.8615013169446883,0.6851235521326899,0.8761062125665344,0.8579481397970687,0.39563810213831946,0.8291535413067779,0.0005
1,10,0.021559813997108428,0.8700670457345453,0.992972302604382,0.9985614327974254,0.9995864952908037,0.8550431747198236,0.6353924519655627,0.8662836637219442,0.8560140474100087,0.6782183874996331,0.8716357675997708,0.8500563697857948,0.40059741340497357,0.8294482268062189,0.0005
1,11,0.018652913179401716,0.8984107745074834,0.9930182352670984,0.9989330432579259,0.9997277953291542,0.8541245636597464,0.6364396670883866,0.8594628087022638,0.858647936786655,0.680098895247439,0.8668646284681192,0.830890642615558,0.394951802469201,0.8192968194289197,0.0005
