fold,epoch,train_loss,val_loss,val_cl_acc,val_br_acc,val_pr_auc,pos_cl_acc,pos_br_acc,pos_pr_auc,neg_cl_acc,neg_br_acc,neg_pr_auc,lr
1,1,0.06792450022155541,0.010376492893168577,0.9978437122649646,0.9991590477833362,0.9999864458454362,0.9976079696821882,0.999727965179543,0.9999875695138348,0.9986164063460828,0.997294305743451,0.9999767373670596,0.001
1,2,0.019779086192891274,0.006997721762346709,0.9990296705192341,0.9996909320913115,0.9999939701053697,0.9989493827623729,0.9996435405800908,0.9999940614739085,0.9992928299102202,0.999846267371787,0.9999936684090482,0.001
1,3,0.015828353261914046,0.0026934537753678703,0.9995328043240757,0.9998993732390317,0.9999992422092303,0.9997373456905932,0.9999061948894976,0.9999996605697409,0.9988623785512237,0.9998770138974296,0.9999971222229891,0.001
1,4,0.012022119803129864,0.0014951460271374764,0.9997843712264964,0.9999281237421654,0.9999999018449972,0.9998405313121459,0.9999437169336985,0.9999999477457799,0.9996002951666462,0.9998770138974296,0.9999996744696174,0.001
1,5,0.010621175000284788,0.0012267204781215232,0.9998346846069807,0.9998706227358979,0.999999739881932,0.9999061948894976,0.9999437169336985,0.9999998839254008,0.9996002951666462,0.9996310416922888,0.9999987148557298,0.001
1,6,0.007254997962109984,0.0029125849370554677,0.9994609280662412,0.9996909320913115,0.9999981844331274,0.999530974447488,0.9997936287568947,0.9999991704862987,0.999231336858935,0.9993543229615054,0.9999918123477198,0.0005
1,7,0.006405822009257806,0.002820571636020858,0.9991662354091196,0.9998059341038468,0.9999983960206986,0.9991651345165284,0.9999155754005479,0.9999988288272113,0.9991698438076497,0.9994465625384331,0.999995326078293,0.0005
1,8,0.0061966013054736094,0.001264631664438843,0.9996981197170951,0.9998993732390317,0.9999997400841995,0.9997561067126937,0.9999343364226483,0.999999906306166,0.9995080555897183,0.9997847743205018,0.999998733081594,0.0005
1,9,0.006229122980349124,0.001053427153197564,0.9999353113679489,0.9998849979874648,0.9999999493583156,0.9999624779557991,0.9999530974447488,0.9999999879459056,0.999846267371787,0.9996617882179314,0.9999996962466953,0.0005
1,10,0.004399419014137997,0.001233823972000914,0.9998346846069807,0.9998490598585476,0.9999997234205793,0.9999437169336985,0.9999718584668493,0.9999999903656954,0.9994773090640757,0.9994465625384331,0.9999971904997398,0.00025
1,11,0.004590811062763849,0.0016588627573240625,0.9996621815881778,0.9997843712264964,0.9999994049491374,0.9997936287568947,0.9998592923342464,0.9999997693577729,0.999231336858935,0.999538802115361,0.9999973147981247,0.00025
1,12,0.0044896126307526745,0.0011439122279466682,0.9998203093554138,0.9998849979874648,0.9999997736337782,0.999924955911598,0.9999718584668493,0.999999979590788,0.9994773090640757,0.9996002951666462,0.9999982443704998,0.00025
1,13,0.004463574520972136,0.00018969632554136982,0.9999712494968662,0.9999928123742166,0.9999999980885699,0.9999718584668493,1.0,0.9999999990760866,0.9999692534743574,0.9999692534743574,0.999999996218808,0.00025
1,14,0.0038105396703148964,0.00155462719210919,0.9998059341038468,0.9996765568397447,0.9999995179155943,0.9999155754005479,0.9997842482458444,0.9999998743093845,0.9994465625384331,0.9993235764358628,0.9999970452752093,0.000125
1,15,0.003562540576237659,0.0009740469920418382,0.9998778103616813,0.9999065608648151,0.999999727828904,0.9999343364226483,0.9999437169336985,0.9999999354188546,0.999692534743574,0.9997847743205018,0.9999984325192883,0.000125
1,16,0.004021739953183687,0.0005663387119816857,0.9999281237421654,0.9999424989937324,0.9999999284878742,0.9999718584668493,0.9999624779557991,0.9999999820095105,0.9997847743205018,0.9998770138974296,0.9999996510073677,0.000125
1,17,0.003612968265056863,0.000786311059865973,0.9998634351101144,0.9998993732390317,0.9999998853108789,0.999924955911598,0.9999718584668493,0.9999999851770858,0.9996617882179314,0.9996617882179314,0.9999991766379004,0.000125
1,18,0.0029937120259439093,0.0004684905024056126,0.9999353113679489,0.9999281237421654,0.9999999704296976,0.9999718584668493,0.9999718584668493,0.9999999893100324,0.9998155208461443,0.9997847743205018,0.9999998209395007,6.25e-05
1,19,0.003794356925734818,0.0006020284552470218,0.9999353113679489,0.999920936116382,0.9999999109391449,0.9999718584668493,0.9999718584668493,0.9999999750662164,0.9998155208461443,0.9997540277948592,0.9999994642983833,6.25e-05
1,20,0.0034130858119453063,0.0004114352446450323,0.9999424989937324,0.9999496866195159,0.9999999827745663,0.9999812389778995,0.9999812389778995,0.9999999954688243,0.9998155208461443,0.999846267371787,0.9999998856711756,6.25e-05
1,21,0.0031439851343727267,0.0008890168754656778,0.9998778103616813,0.9998993732390317,0.9999998155472885,0.9999343364226483,0.9999343364226483,0.9999999485438993,0.999692534743574,0.9997847743205018,0.9999990203579002,6.25e-05
1,22,0.0033148044477209334,0.0005839569203757285,0.9999353113679489,0.9999424989937324,0.9999999240860897,0.9999624779557991,0.9999624779557991,0.9999999762934054,0.999846267371787,0.9998770138974296,0.9999995989618717,3.125e-05
1,23,0.0029478584921476007,0.0005833416610155817,0.999920936116382,0.9999137484905986,0.9999999411489282,0.9999624779557991,0.9999718584668493,0.9999999838128076,0.9997847743205018,0.9997232812692166,0.9999996310627444,3.125e-05
2,1,0.06944205687816725,0.02369364481399938,0.9975418143135408,0.99831089580024,0.9999469941180064,0.9976585700144673,0.9979060382243204,0.9999489642089449,0.9971816927457946,0.9995596394915304,0.9999883292735676,0.001
2,2,0.020233197339659056,0.017754050727870514,0.9955005139189373,0.9982893327679027,0.999974350458785,0.9971826696109038,0.9978298941597502,0.9999786680983859,0.9903120688136688,0.9997064263276869,0.9999398006012873,0.001
2,3,0.014981784953920814,0.02972846786603297,0.9974915005714203,0.9983396465100233,0.9999111508706867,0.9974777278611132,0.9978965202162492,0.9999006726380995,0.9975339811525702,0.9997064263276869,0.9999876040700053,0.001
2,4,0.012273818013446056,0.02690995831038258,0.9968733603110826,0.9983971479295896,0.999931946418715,0.9972683316835452,0.9979155562323917,0.9999256835281696,0.9956551096497666,0.9998825705310748,0.9999724635030636,0.001
2,5,0.01065541253932746,0.02515792956477393,0.997635254120336,0.9984043356070353,0.9999522333242583,0.9975633899337547,0.9979345922485342,0.999948351374864,0.9978569121921146,0.9998532131638435,0.9999899909735388,0.001
2,6,0.007014900498282529,0.024966497621449348,0.9981743299287701,0.9983252711551316,0.9999476309251678,0.9978584481839641,0.9979155562323917,0.9999393079749292,0.999148636350292,0.9995889968587617,0.9999957636165654,0.0005
