fold,epoch,train_loss,val_loss,val_cl_acc,val_br_acc,val_pr_auc,pos_cl_acc,pos_br_acc,pos_pr_auc,neg_cl_acc,neg_br_acc,neg_pr_auc,lr
1,1,0.050010141024417004,0.2212070171658795,0.9847358965145526,0.9872727272727273,0.9978480744414757,0.9895311187259872,0.993080532034399,0.998877187079533,0.9694433573170365,0.9687509407833338,0.9932456115455257,0.01
1,2,0.020133323855454962,0.27127727013866554,0.9770104204096299,0.9872439813151276,0.9979342589598448,0.9821490942388114,0.9925896557257889,0.9985733725246762,0.9606225727789987,0.9701959839841046,0.9946132553178763,0.01
1,3,0.01898864492599726,0.418366447267146,0.9756737333812433,0.9859144807761409,0.9963461244401639,0.98148829920799,0.9925235762227068,0.997045336365987,0.9571303850438029,0.9648372821145799,0.9927532228019853,0.01
1,4,0.02336498050068805,0.2803117394576844,0.9842544017247574,0.9891124685591088,0.998044465584092,0.9897765568802923,0.9946853199663939,0.9983917334535799,0.9666435861155432,0.971339976518048,0.9955877230995649,0.01
1,5,0.016855649515562565,0.43457767210948295,0.9808911246855911,0.9891555874955085,0.9966996315763192,0.9873882548403236,0.9944776415281357,0.9973667414597029,0.9601709967787578,0.9721829183851642,0.9933070440255214,0.01
1,6,0.023293828528039483,0.4414302273958133,0.9790729428674093,0.9835788717211642,0.9964555924686311,0.9849338732972728,0.9911925462320523,0.9977221919583138,0.9603817322455369,0.9592979498449589,0.9907661642367285,0.01
1,7,0.019372392659606143,0.4693515796925173,0.9827452389507726,0.9854689184333453,0.9972002619848911,0.9876620127816639,0.9909754278647824,0.9977421490018721,0.9670650570491014,0.9679079989162176,0.9940803849899271,0.01
1,8,0.024765847096460382,0.3259488632187038,0.976694214876033,0.9875817463169242,0.9969676146783747,0.9812523009826966,0.9929200532411996,0.9977964179952623,0.9621579311798175,0.9705572447842972,0.9930961963387519,0.01
1,9,0.008928224560562557,0.6347198903795038,0.9803449514911966,0.984807761408552,0.9940701352490087,0.982658850405445,0.9908243890005947,0.9951674960642534,0.972965650118915,0.9656200138483306,0.9897638313483834,0.005
1,10,0.009368612661833708,0.7529583337972936,0.9821200143729788,0.988896873877111,0.9942882490957081,0.9867463396675257,0.9935997281300445,0.9957705919932966,0.9673661077159286,0.9738989071860794,0.9885859289782472,0.005
1,11,0.011614151227119373,0.5948281576034521,0.982299676607977,0.9885734818541143,0.9960914753556587,0.9859722654885635,0.9938262864263261,0.9971949293153692,0.9705873498509799,0.9718216575849715,0.9914721983235824,0.005
1,12,0.009726909495600256,0.45151729854061995,0.9778656126482214,0.9866546891843334,0.9967314426918468,0.9824606118961985,0.9920987794171788,0.9977083042607005,0.9632116085137129,0.9692928319836228,0.9925779661742242,0.005
1,13,0.005673619954002378,0.5819531381515891,0.9806252245777938,0.9866618756737334,0.9964334787053188,0.9840276401121464,0.9912680656641462,0.9976740242662971,0.9697745130505464,0.9719721829183852,0.9916649103269999,0.0025
1,14,0.005893761119877532,0.756248335423449,0.9827596119295724,0.9889902982393101,0.9955191180450051,0.9862837831459508,0.993156051466493,0.9967620651983468,0.9715206069181443,0.9757052111870428,0.990743751636844,0.0025
2,1,0.04593587820099946,0.1180865913008514,0.9852891504789829,0.9948113173648391,0.9989836828600038,0.9840984747324669,0.9949972729495402,0.9988834414361567,0.9891486572987472,0.9942085530527022,0.9993067251871959,0.01
