recall,precision
1.0,0.2840677966101695
1.0,0.28416412343167174
1.0,0.28426051560379917
1.0,0.28435697319307773
1.0,0.28445349626612354
1.0,0.28455008488964345
1.0,0.28464673913043476
1.0,0.2847434590553857
1.0,0.2848402447314752
1.0,0.28493709622577357
0.9988066825775657,0.28469387755102044
0.9988066825775657,0.28479074515141206
0.9988066825775657,0.2849846782431052
0.9988066825775657,0.2850817438692098
0.9988066825775657,0.2851788756388416
0.9988066825775657,0.2852760736196319
0.9988066825775657,0.28537333787930447
0.9988066825775657,0.28615384615384615
0.9988066825775657,0.2863496407800205
0.9988066825775657,0.2865457035261897
0.9988066825775657,0.28664383561643836
0.9988066825775657,0.2867420349434738
0.9988066825775657,0.2868403015764222
0.9988066825775657,0.2869386355845046
0.9988066825775657,0.28703703703703703
0.9988066825775657,0.2872340425531915
0.9988066825775657,0.28733264675592174
0.9988066825775657,0.28753005839917556
0.9988066825775657,0.2876288659793814
0.9988066825775657,0.2877277414919216
0.9988066825775657,0.28802477632484513
0.9988066825775657,0.2881239242685026
0.9988066825775657,0.28961937716262975
0.9988066825775657,0.28992033252511257
0.9988066825775657,0.29002079002079
0.9988066825775657,0.2901213171577123
0.9988066825775657,0.29022191400832176
0.9988066825775657,0.2903225806451613
0.9988066825775657,0.2904233171408744
0.9988066825775657,0.2905241235682055
0.9976133651551312,0.2902777777777778
0.9976133651551312,0.290378603681834
0.9976133651551312,0.2904794996525365
0.9976133651551312,0.2905804657629475
0.9976133651551312,0.2906815020862309
0.9976133651551312,0.2907826086956522
0.9976133651551312,0.290883785664579
0.9976133651551312,0.29098503306648105
0.9976133651551312,0.29108635097493035
0.9976133651551312,0.2912891986062718
0.9964200477326969,0.2910421749738585
0.9964200477326969,0.2916521131680056
0.9964200477326969,0.2917540181691125
0.9964200477326969,0.29185599440754983
0.9964200477326969,0.291958041958042
0.9964200477326969,0.292060160895418
0.9964200477326969,0.2921623512946116
0.9964200477326969,0.29226461323066155
0.9964200477326969,0.2923669467787115
0.9964200477326969,0.29246935201401053
0.9964200477326969,0.29277699859747547
0.9964200477326969,0.2928796913363732
0.9964200477326969,0.2930852930852931
0.9964200477326969,0.293188202247191
0.9964200477326969,0.29329118370214263
0.9964200477326969,0.2933942375263528
0.9964200477326969,0.29349736379613356
0.9964200477326969,0.29360056258790435
