recall,precision
1.0,0.2840677966101695
1.0,0.28416412343167174
1.0,0.28426051560379917
1.0,0.28435697319307773
1.0,0.28445349626612354
1.0,0.28455008488964345
1.0,0.28464673913043476
1.0,0.2847434590553857
1.0,0.2855195911413969
1.0,0.28561690524880706
1.0,0.2857142857142857
1.0,0.2858117326057299
1.0,0.2860068259385666
1.0,0.28620218579234974
1.0,0.2862999658353263
1.0,0.2863978127136022
1.0,0.2864957264957265
1.0,0.286593707250342
1.0,0.28669175504618544
1.0,0.28688805203697365
1.0,0.28698630136986303
1.0,0.28708461801986984
1.0,0.2871830020562029
1.0,0.2872814535481659
1.0,0.28737997256515774
1.0,0.28747855917667237
1.0,0.28757721345229925
1.0,0.2876759354617233
1.0,0.28777472527472525
1.0,0.2878735829611817
1.0,0.28797250859106527
1.0,0.28817056396148555
1.0,0.28826969384244927
1.0,0.28856749311294766
1.0,0.28866689631415776
1.0,0.28876636802205374
1.0,0.28886590830748016
1.0,0.2889655172413793
1.0,0.2907702984038862
1.0,0.29087122526900383
1.0,0.29097222222222224
1.0,0.29117442668519805
1.0,0.2913769123783032
1.0,0.29198606271777006
1.0,0.2920878354827466
1.0,0.2922915940006976
1.0,0.29239357990230286
1.0,0.29269996507160323
1.0,0.29280223619846263
1.0,0.2929045788185949
1.0,0.293006993006993
1.0,0.2931094788387548
1.0,0.2932120363890833
1.0,0.2933146657332867
1.0,0.2936229852838122
1.0,0.2937259025587101
1.0,0.293931953700456
1.0,0.29403508771929826
0.9988066825775657,0.2937872937872938
0.9988066825775657,0.29409697821503866
0.9988066825775657,0.29430379746835444
0.9988066825775657,0.29440731621526556
0.9988066825775657,0.29451090781140044
0.9988066825775657,0.2946145723336853
0.9988066825775657,0.2947183098591549
0.9988066825775657,0.29513399153737657
0.9988066825775657,0.29523809523809524
0.9988066825775657,0.2953422724064926
0.9988066825775657,0.2954465231203671
0.9988066825775657,0.2955508474576271
0.9988066825775657,0.2956552454962911
0.9988066825775657,0.295864262990456
0.9988066825775657,0.29596888260254595
0.9988066825775657,0.29607357622921826
0.9988066825775657,0.2961783439490446
0.9988066825775657,0.29628318584070795
0.9988066825775657,0.2963881019830028
0.9988066825775657,0.2964930924548353
0.9988066825775657,0.29659815733522327
0.9988066825775657,0.2967032967032967
0.9988066825775657,0.2968085106382979
