SMILES,Pollutant_Type,Shared_Label
C=CCOC(=O)C(Cl)N1C(=O)C(C(C)OC(=O)OCC(Cl)(Cl)Cl)C1SC(=S)SCC,Transformation and metabolic products,0
C=CCOc1c(I)cc(/C=C2\SC(=O)N(Cc3c(Cl)cccc3Cl)C2=O)cc1OC,Transformation and metabolic products,0
C=C[C@]1(NC(=O)C(Cl)(Cl)Cl)C[C@H](Br)[C@@H](Br)C[C@@H]1[C@H]1COC(C)(C)O1,Industry and consumer goods,0
C=S(C)(=O)NCCCc1ccc(N2C[C@@H]3CN(CC4=C(C(=O)OCC)[C@H](c5ccc(F)cc5Br)N=C(c5nccs5)N4)CCN3C2=O)cc1,Pharmaceuticals,0
CC(=O)NCCN=C1Cc2c(/C(Cc3ccc(F)c(Cl)c3)=N/O)cc(F)c(F)c2N1,Transformation and metabolic products,0
CC(=O)OC(CN(C)Cc1ccc(Cl)cc1)C12CCC3C(CCC4C3(C)CCC3C(C)C(OC(=O)CC(C)(C)C(=O)O)CCC34C)C1=C(C(C)C)C(=O)C2,Pharmaceuticals,0
CC(=O)OCC(C)CSc1cc(C(=O)Nc2cc(F)c(F)c(F)c2)ccc1Cl,Industry and consumer goods,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=C(Cl)Cl)c3ccc(C)cc3)[C@H]2SC1,Pharmaceuticals,0
CC(=O)O[C@H]1C[C@@]2(C)[C@H](C[C@@H](O)[C@@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@H]4CC[C@@]32C)C1=C(CCC(C=CCCCCl)=C(C)C)C(=O)OCOC(=O)C(C)(C)C,Pharmaceuticals,0
CC(=O)c1ncc(C)c(-n2c(C)cc(OC(C)c3ncc(F)cc3F)c(Br)c2=O)c1F,Pharmaceuticals,0
CC(C(N)=S)(c1ccc(Cl)c(C(F)(F)F)c1)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl,Pharmaceuticals,0
CC(C)(C)CC(=O)N[C@H]1CCCCC/C=C\[C@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4ccc(Br)cc4C3)CN2C1=O,Pharmaceuticals,0
CC(C)(C)OC(=O)NS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(C3C=CC=CN3)c2)c(Cl)c1,Pharmaceuticals,0
CC(C)(C)OC(=O)n1cc(C=C(Br)Br)c2c(OS(=O)(=O)C(F)(F)F)cccc21,Industry and consumer goods,0
CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(OC(=O)CC(C)(C)C(=O)O)CCC54C)C3CCC2(C(O)CNCc2ccc(Cl)cc2)CC1,Pharmaceuticals,1
CC(C)C1=C2C3CCC4C5(C)CC=C(c6ccc(C(=O)O)cc6)CC5CCC4(C)C3CCC2(NC(=O)CN(CCN(C)C)C(=O)c2ccc(Cl)cc2)CC1=O,Industry and consumer goods,0
CC(C)C1=C2C3CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(O)CCCc2ccccc2Cl)CC1=O,Pharmaceuticals,0
CC(C)C1=C2C3CC[C@H]4C(C)(CCC5C(C)C(OC(=O)CC(C)(C)C(=O)O)CCC54C)C3CCC2(C(O)CNCc2ccc(Cl)cc2)CC1=O,Pharmaceuticals,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CCN(C)Cc2ccc(Cl)cc2)CC1=O,Pharmaceuticals,1
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(c2nnc(-c3ccc(Cl)cn3)n2C)CC1=O,Pharmaceuticals,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C6(C)C[C@]65CC[C@@]4(C)[C@]3(C)CC[C@@]2(CCN(C)Cc2ccc(Cl)cc2)CC1=O,Pharmaceuticals,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H]6C[C@@H](C(=O)O)C6(C)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CCNCc2ccc(Cl)cc2)CC1O,Pharmaceuticals,1
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H]6C[C@@H](C(=O)O)C6(C)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2([C@@H](O)CNC(=O)c2cccc(Cl)c2)CC1=O,Pharmaceuticals,1
CC(C)CC(C)(CC(C)(C(=O)OCC[N+](C)(C)C)C(C)(C)Br)C(C)(C)C(C)(CC(C)(C)C)C(=O)OCCOP(=O)(O)OCC[N+](C)(C)C,Pharmaceuticals,1
CC(C)C[C@@H](CN(C)C)N(Cc1cccc(CN2OC[C@@H]([C@H](C)O)[C@H]2C(=O)N[C@H]2C[C@H]3C[C@@H]([C@@H]2C)C3(C)C)c1)Cc1c(F)cccc1Cl,Pharmaceuticals,1
CC(N)=NCC[C@@H]1CCC[C@@H](c2ccc(-n3cc4cc(-c5cc(CCC[C@@H](N)C6CC6)cc(Cl)c5F)[nH]c4nc3=O)cc2)N1CCCF,Pharmaceuticals,0
CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1Cl)C(F)(F)F,Pharmaceuticals,1
CC(OC(=O)OCC1CCCO1)OC(=O)c1cc(-c2nn(C)c(OC(F)F)c2Br)c(F)cc1Cl,Pesticides,0
CC/C=C(Cl)/C(N)=N/C(N)=C(\C)C(=O)NC1CCC[N+](CCCc2ccc(OCC(=O)OC)cc2)(CCCc2ccc(OCC(=O)OC)cc2)C1,Transformation and metabolic products,0
CC1=NN(c2c(F)c(F)c(F)c(F)c2F)C(=O)/C1=C\c1cc(Cl)ccc1OCC(F)(F)F,Industry and consumer goods,0
CC1=NN(c2ccc(S(=O)(=O)O)cc2Cl)C(=O)/C1=c1/s/c(=C2\Sc3ccccc3N2C)c(=O)n1C,Industry and consumer goods,0
CC1=NNC(c2c(-c3ccc(C4CCNCC4)cc3)ccc(Br)c2S(N)(=O)=O)=NCC1,Industry and consumer goods,0
CC1Cc2nc(OC[C@@H]3CCCN3C)nc(N3CC4CCC(C3)C(C)C(C(=O)OC(C)(C)C)C4)c2CCC1Cc1cccc2cccc(Cl)c12,Industry and consumer goods,0
CCCC(=O)N(CCNC(C)CC(CCCCNCl)NCC)Cc1cn(CCOCCOC2OC(C)(C)OC3C2OC2OC(C)(C)OC23)nn1,Transformation and metabolic products,1
CCCC(C)(C)OCC[C@@](C)(CC)NC(N)=NC1CCN(c2nc3cc(C4CCCCN4C(=O)c4cc(Cl)ccc4NS(C)(=O)=O)nn3cc2C)C1,Pharmaceuticals,0
CCCC(CO)CN1CCCC2(COc3nc(/C(F)=C/c4c(Cl)c(C)cc5[nH]ncc45)c(C(=NC)OC)c(N(CC)CCOCC)n3)CCCC12,Industry and consumer goods,1
CCCC(Nc1ccc(C(c2ccc(N(C)c3c(C)cc(C)cc3C)cc2)c2ccc(N(C)c3c(C)cc(C)cc3C)cc2)c2ccccc12)C(C)Cl,Industry and consumer goods,0
CCCCC(=O)NCCOCCOCCOCCN=CC(COCCOc1ccc2c(c1)CCc1ccc(Cl)cc1N2CCCCN(C)C/C=C/C#N)=NN,Industry and consumer goods,0
CCCCCCCCC(CCCCCCCC)OC(=O)CCCCCCCN(CCCCCCCC=O)CCCNSCc1ccc(Cl)nc1,Industry and consumer goods,1
CCCCCCCCC1(CCCCCCCC)c2ccccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(-c5ccc(Cl)cc5C)ccc3-4)cc21,Industry and consumer goods,0
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCBr,Industry and consumer goods,0
CCCCCCCCCCCCCCCCCC(=O)OCOC(=O)N(C(=O)[C@H](C)C1CCC(c2ccnc3ccc(F)cc23)CC1)c1ccc(Cl)cc1,Transformation and metabolic products,0
CCCCCCCCCCCCCCCCCCCCCC(=O)OCc1cc([N+](=O)[O-])cc2c1OC1(C=C2)N(C)c2c(Cl)cc(Cl)cc2C1(C)C,Industry and consumer goods,0
CCCCOC[C@H]1O[C@]2(CC(O)Oc3cc(Cl)c(Cc4ccc(CC)cc4)cc32)[C@H](OCCCC)[C@@H](OCCCC)[C@@H]1OCCCC,Industry and consumer goods,1
CCCCc1nc(Cl)c(COC(=O)c2cccc(CO[N+](=O)[O-])c2)n1Cc1ccc(-c2ccccc2-c2nnn(C(=O)c3cccc(CO[N+](=O)[O-])c3)n2)cc1,Food and other consumption,0
CCCCn1cc(-c2ccc(Cl)cc2Cl)nc1[C@H](Cc1ccc(Oc2ccc(C(=O)O)cc2)cc1)NC(=O)CCCC(=O)NCc1ccccc1,Transformation and metabolic products,1
CCCN1C(=O)/C(=C\c2cc(Br)c(OCc3cccc4ccccc34)c(Br)c2)SC1=S,Industry and consumer goods,0
CCCc1cc(Cl)ccc1C1COc2ccc(C(=O)NS(=O)C(C)C(C)CCC)cc2N(CC2CCC2CCN2CCN3CCN(C)CC3C2)C1,Pharmaceuticals,1
CCCc1cc(Cl)ccc1C1COc2ccc(C=O)cc2N(CC2CCC2C(/C=C/CC(C)C(C)S(=O)NC)(CN2CC(CO)(CO)C2)OC)C1,Industry and consumer goods,0
CCCc1cc(Cl)ccc1C1COc2ccc(C=O)cc2N(CC2CCC2C(/C=C/CC(C)C(C)S(=O)NC)(CN2CCCN(C)CCNCC2)OC)C1,Pharmaceuticals,0
CCCc1cc(Cl)ccc1C1COc2ccc(cc2)C(=O)NS(=O)C(C)C(C)C/C=C/C(CN2CCN(C(C)(C)C)CC2)C2CCC2CN(C)C1,Pharmaceuticals,1
CCCc1cc(Cl)ccc1C1COc2ccc3cc2N(C1)CC1CCC1C(COC[C@](C)(CO)N(C)C)CCCC(C)C(C)S(=O)NC3=O,Pharmaceuticals,0
CCN(C(=O)O)c1cc(F)cc2c1[nH]c1ncc(Cl)c(-n3cc(CO)c(C(F)(F)F)n3)c12,Industry and consumer goods,0
CCN(CCC12CCC3C(CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)CC5CCC34C)C1=C(C(C)C)C(=O)C2)Cc1cccc(Cl)c1,Industry and consumer goods,1
CCN(O)C(=O)Cn1c(=O)c2ccccc2n(CC(=O)Nc2cc(Cl)c(OC)cc2OC)c1=O,Industry and consumer goods,0
CCN1CCN(C(=O)c2cc(N(CCBr)CS(=O)(=O)O)c(S(C)(=O)=O)cc2[N+](=O)[O-])CC1,Pharmaceuticals,0
CCNC(=O)C(=O)N/N=C\c1cc(Br)c(OCc2c(F)cccc2Cl)c(OCC)c1,Transformation and metabolic products,0
CCNC(=O)Oc1cc(F)cc2c1[nH]c1ncc(Cl)c(-n3cc(CO)c(C(F)(F)F)n3)c12,Transformation and metabolic products,0
CCNC(=O)c1nn(-c2ccccc2Cl)c(-c2ccc(Cl)cc2)c1CCOS(C)(=O)=O,Pharmaceuticals,0
CCOC(=O)/C=C/c1cc(C(=O)c2ccc(Cl)cc2)ccc1OC(C)(C)C(=O)O,Pharmaceuticals,0
CCOC(=O)C(C)N1C(=O)CSC1=Nc1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,Industry and consumer goods,0
CCOC(=O)C(C)Oc1ccccc1Oc1ccc(C(F)(F)F)c(C(=O)O)c1Cl,Transformation and metabolic products,0
CCOC(=O)C[C@@H]1NC(=O)[C@@H](n2cc(CCN3CC(F)C3)c(C(F)(F)F)cc2=O)c2cc(cc(Cl)c2F)COc2cccc(C)c2-c2cc(C)c(F)c1c2,Industry and consumer goods,1
CCOC(=O)c1c(CCCOc2cc(SCc3ccc(OC)cc3)cc3ccc(Cl)cc23)c2ccc(Cl)c(-c3c(CO)nn4c3COCC4)c2n1C,Transformation and metabolic products,0
CCOc1c(Br)cc(C2C(C#N)=C(N)Oc3c2c(=O)n(C)c2ccccc32)cc1OC,Pharmaceuticals,0
CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc3ccccc23)cc(Br)c1OCc1ccc([N+](=O)[O-])cc1,Industry and consumer goods,0
CCOc1cc(/C=C2/SC(=O)N(CCCOC)C2=O)cc(I)c1OCc1ccc(Cl)c(Cl)c1,Industry and consumer goods,0
CCOc1cc(/C=C2/SC(=O)N(CCOC)C2=O)cc(I)c1OCc1ccc(Cl)c(Cl)c1,Industry and consumer goods,0
CCOc1cc(/C=C2/SC(=S)N(c3cccc(Br)c3)C2=O)ccc1Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-],Industry and consumer goods,1
CCOc1cc(/C=C2\N=C(c3ccco3)OC2=O)cc(Br)c1OCc1ccccc1I,Industry and consumer goods,0
CCOc1cc(C=NNC(=O)CSc2nnc(N)s2)cc(Br)c1OCc1ccc(Cl)cc1Cl,Transformation and metabolic products,0
CCOc1ccc(N=C2NC(=O)/C(=C\c3ccc(OCc4cccc(C(=O)O)c4)c(Cl)c3)S2)cc1,Transformation and metabolic products,0
CCSc1n[n+]2c(c(=O)[nH]1)-c1ccccc1N(C(C)=O)C2c1cc2c(cc1Br)OCO2,Industry and consumer goods,0
CC[C@H](C)[C@H](NC(=O)[C@H](O)[C@H](N)CCCCCCCCl)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,Industry and consumer goods,1
CCc1c(N2CCN(C(=O)c3ncnc(C)c3OCc3ccccc3)CC2)c(=O)n2nc(C#CC3CC3)nc2n1CC(=O)Nc1ccc(C(F)(F)F)cc1Cl,Pharmaceuticals,0
CCc1cnc(-c2cnc(N(C(=O)C3CCNCC3)S(=O)(=O)c3ccc(Cl)s3)c(NC(C)=O)c2)o1,Pharmaceuticals,0
CCn1cc(-n2nc(-c3ccc(Cl)cc3)cc(C(=O)N[C@@H](CO)C(F)(F)F)c2=O)cn1,Transformation and metabolic products,0
CN(C)C(=O)CNC(=O)c1cnn(-c2ncccc2Cl)c1C(F)(F)C(F)(F)F,Transformation and metabolic products,0
CN(CC1CCN(C(=O)O)CC1)c1cc(Nc2ccc(Br)cc2F)ncn1,Pharmaceuticals,0
CN(CC1CN(C(=O)/C=C/c2nc(C(C)(F)F)no2)C1)c1nc(OCC23CCCN2CCC3)nc2c(F)c(-c3nc(N)cc4cccc(Cl)c34)ncc12,Pharmaceuticals,0
CN(CCS(C)(=O)=O)c1c(S(=O)(=O)C(F)(F)F)c(C#N)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl,Pesticides,1
CN1CCc2ccc(NC(=O)[C@@H](CCNC(=O)C(F)(F)F)NC(=O)c3ccc(Cl)s3)cc2CC1,Industry and consumer goods,0
CNC(=O)c1cc(I)cc(C)c1NC(=O)C1CC(Br)=NN1c1ncccc1Cl,Industry and consumer goods,0
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCN(CCCCCCNC(=O)CC4CCCCC4)CC3)cc2OC)ncc1Cl,Pharmaceuticals,0
CNS(=O)(=O)c1cc(OCCCC(F)(F)F)c2sc(C(F)(F)P(=O)(O)O)c(Br)c2c1,Transformation and metabolic products,0
CNS(=O)(=O)c1nc(C(=O)NCc2ccc(Br)c(Oc3cc(Cl)cc(C#N)c3)c2F)c(Cl)[nH]1,Pharmaceuticals,0
CNc1ccc2c(=O)n(-c3c(F)cc(C(=O)NS(=O)(=O)c4ccc(Cl)s4)cc3Cl)c(=O)[nH]c2c1,Pharmaceuticals,0
COC(=O)C(NC(=O)c1c(-c2ccccc2Cl)noc1C)C1N[C@@H](C(=O)O)C(C)(C)S1,Pharmaceuticals,0
COC(=O)C1=C(O)C(=O)c2cc3c(c(N)c(C)n3Cc3ccccc3)c(c2Br)O1,Pharmaceuticals,0
COC(=O)CCCCC=NC/C=C(Br)\C=C/CC(=O)Nc1ccc(F)cc1,Industry and consumer goods,0
COC(=O)[C@@]1(c2ccc(F)c(Oc3ccccc3)c2)[C@H]([C@H](OS(C)(=O)=O)C(Br)(Br)Br)C1(C)C,Pesticides,0
COC(=O)c1cc(Cl)cc(-c2cc3c4c(ccc3n2S(=O)(=O)c2ccc(C)cc2)C(N=[N+]=[N-])CO4)c1,Transformation and metabolic products,0
COC(=O)c1sc(N2C(=O)C(=O)/C(=C(/O)c3ccc(OC)cc3)C2c2ccc(Br)cc2)nc1C,Personal care products,0
COC(CCCC(C)[C@@H](C)C=O)(CN1CCN2CCC(F)(F)C[C@@H]2C1)C1CC[C@H]1CN1CCCCC2C=C(Cl)C=CC2COc2ccc(C(C)=O)cc21,Transformation and metabolic products,0
COC(c1cc(Br)c2c(c1Cl)C(=O)N(Cc1c(C)cc(C)[nH]c1=O)CC2)C1CN(C(=O)CO)C1,Pharmaceuticals,0
COC1CCC2C(C1)C(C1CCC(Cl)CC1)=N[C@@H](CC(=O)NCCOCCOCCOCCNC(=O)C1CCC(O)C(O)C1)C1NNC(C)N21,Industry and consumer goods,0
COCCCN1C(=O)/C(=C/c2cc(Br)c(OCC(=O)Nc3ccc(F)cc3)c(OC)c2)SC1=S,Industry and consumer goods,0
COCCS(=O)(=O)C(C(=O)NCC(=O)NC1CC1)c1nc2cc(Cl)c(-c3cncnc3)cc2s1,Industry and consumer goods,0
CON(C)S(=O)(=O)c1cc(C(=O)NCCC(=O)NC2CCCC2)ccc1Cl,Transformation and metabolic products,0
COc1c(Br)cc(Br)cc1/C=C/C(=O)Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,Industry and consumer goods,0
COc1c(C(C)(C)O)cc(Cl)cc1S(=O)(=O)Nc1ccc(F)c(C#Cc2cnc(N)nc2)c1F,Transformation and metabolic products,0
COc1cc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2cccc(SC(F)F)c2)ccc1Br,Pharmaceuticals,0
COc1cc(C=NNC(=O)CSc2nnc(N)s2)cc(Br)c1OCc1ccc(Cl)cc1Cl,Transformation and metabolic products,0
COc1cc(C=Nc2ccc(C)c(Cl)c2)cc(I)c1OS(=O)(=O)c1ccc(Cl)cc1,Transformation and metabolic products,0
COc1cc(CNc2ccc(Br)cc2C)cc(Br)c1OCc1ccc(Cl)cc1Cl,Industry and consumer goods,0
COc1cc(Cl)c(Cc2ccc(-c3ccc(F)cc3)s2)cc1[C@@H]1O[C@H](CO)C(=O)[C@H](O)C1O,Pharmaceuticals,0
COc1cc(N2C(=O)c3cc(Cl)c(Cl)cc3C2=O)c(Cl)cc1C(=O)OCc1ccc(Cl)cc1Cl,Transformation and metabolic products,0
COc1cc(OC)c(C(=O)[P+](=O)c2c(Br)ccc(C(=O)c3ccccc3)c2Br)c(OC)c1,Industry and consumer goods,0
COc1cc(OCc2ccnc(Cl)n2)c(Cl)cc1NC(=S)N[C@H]1CCCC[C@@H]1O,Industry and consumer goods,0
COc1cc2c(cc1Br)C(=O)/C(=C/c1ccc(OC)c(OC)c1)CN2SI,Industry and consumer goods,0
COc1cc2cc(c1Cl)C(C)C(=O)[C@H](OC(=O)[C@H](C)N(C)C(=O)CS)C[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,Industry and consumer goods,1
COc1cc2nc(-c3cccc(Cl)c3-c3ccc(C(=O)NC(C)C)cc3C(=O)O)[nH]c2cc1F,Transformation and metabolic products,0
COc1ccc(-c2cc3cc(-c4cccc(CC(=O)O)c4)c(=O)[nH]c3cc2Cl)cc1,Industry and consumer goods,0
COc1ccc(-n2c(-c3c#cc(C#N)c(F)c3)nc(N3CCC(N)CC3)c(Cl)c2=O)cc1F,Pharmaceuticals,0
COc1ccc(C2(c3ccc(Br)cc3)OC2[Si](C)(C)C)cc1OC1CCCC1,Industry and consumer goods,1
COc1ccc(CC2(C(=O)O)C=CCO2)cc1CNC(=O)c1sc(-c2ccc(Cl)cc2Cl)nc1C,Transformation and metabolic products,0
COc1ccc(Cl)cc1NS(=O)(=O)c1cccc(C(=O)NCC(=O)NCC(F)(F)F)c1,Industry and consumer goods,0
COc1ccc(N2C(=O)C(=O)C(=C(O)c3cccc(NC(=O)C=CC(=O)O)c3)C2c2ccc(Cl)c(Cl)c2)cc1,Industry and consumer goods,0
COc1ccc(S(=O)(=O)c2[nH]c3ccc(Br)cc3c2C)cc1N1CCN(C(=O)C(Cl)(Cl)Cl)CC1,Industry and consumer goods,0
COc1ccc2nc(Cn3nc(C(F)(F)F)cc3Cl)cc(=O)n2c1[C@H]1CC[C@@H]1C#N,Transformation and metabolic products,0
COc1ccccc1NC(=O)CCN(CCO)Cc1cc(Br)ccc1F,Food and other consumption,0
COc1ccccc1OCCN1C(=O)S/C(=C\c2cc(Br)c(O)c(Br)c2O)C1=O,Pharmaceuticals,0
COc1ccccc1OCCN1C(=O)S/C(=C\c2cc(OC)c(O)c(Br)c2Br)C1=O,Transformation and metabolic products,0
COc1nc(Br)c(Cl)nc1N(COCC[Si](C)(C)C)S(=O)(=O)c1cccc(Cl)c1Cl,Pharmaceuticals,0
COc1ncc2cc1NS(=O)(=O)c1ccc(Cl)c(c1)C(=O)CCc1ccc(s1)-c1ncnc3cc-2sc13,Transformation and metabolic products,0
CS(=O)(=O)C1(C(=O)Nc2c(Oc3cccc(Cl)c3)ccnc2Cl)CCc2cc3ccsc3cc2O1,Industry and consumer goods,0
CS(=O)(=O)NCc1cc(OCCCC(F)(F)F)c2sc(C(F)(F)P(=O)(O)O)c(Br)c2c1,Pharmaceuticals,0
C[C@@H](NS(=O)(=O)c1cccc(C(F)(F)F)c1)[C@@H](Cc1ccc(Br)cc1Br)C(=O)O,Industry and consumer goods,0
C[C@@H]1[C@@H](NC(=O)[C@@H]2[C@H]([C@H](C)O)[C@H](CO)ON2Cc2cccc(CN(Cc3c(F)cccc3Cl)[C@H](CN(C)C)CC(C)(C)C)c2)C[C@@H](C)C(C)(C)[C@H]1C,Transformation and metabolic products,1
C[Si](C)(C)CCOCn1c(S(C)(=O)=O)nc2cc(C#Cc3ccccc3)c(Cl)cc21,Transformation and metabolic products,1
Cc1c(Br)c(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)c(C)n1-c1ccc(Br)cc1,Transformation and metabolic products,0
Cc1c(F)ccc(F)c1-c1c(C(=O)NC(=CC(N)=O)c2cccc(Cl)c2)c[nH]c1C(=O)c1ccc(CCOCCOCCOCCOCCOCC=O)cc1,Industry and consumer goods,0
Cc1c(N2CCC(CN)C2)c(F)c(Br)c2cc(OC(=O)C(F)(F)F)c(=O)n(C3CC3)c12,Transformation and metabolic products,0
Cc1cc(C(=O)NN2CCOCC2)nn1Cc1cc(Cl)cc2cc(-c3ccc(F)cc3Cl)oc12,Industry and consumer goods,1
Cc1cc(C)nc(NS(=O)(=O)c2ccc(NC(=O)c3cc(S(=O)(=O)N4CCCC4)ccc3Cl)cc2)n1,Transformation and metabolic products,0
Cc1cc(I)cc(C(=O)Nc2cc(S(=O)(=O)c3ccc(Cl)cc3)ccc2Cl)c1O,Industry and consumer goods,0
Cc1cc(NC(=O)N/N=C/c2cc(Br)c(OCc3cccc(F)c3)c(Br)c2)ccc1Br,Pharmaceuticals,0
Cc1cc(Oc2ccccc2OC(F)F)c(C(=O)Nc2ccc(C(=O)O)cc2)cc1Cl,Industry and consumer goods,0
Cc1ccc(CN2C(=O)C(O)(CC(=O)c3cccc(-n4cccc4)c3)c3cc(Cl)ccc32)cc1,Transformation and metabolic products,0
Cc1ccc(S(=O)(=O)NN(O)C2CC(=O)CC(c3cc(C)ccc3Cl)C2)cc1,Pharmaceuticals,0
Cc1cccc(Cl)c1NC(=O)c1cnc(Nc2cc(C(=O)O)cc(C(F)(F)F)c2)s1,Food and other consumption,0
Cc1nc(C(F)(F)F)ccc1C(=O)Nc1ccc(Cl)c(-c2nc3ccc(C(=O)NO)cc3[nH]2)c1,Industry and consumer goods,0
Cc1nc(CC2CC2)n(Cc2ccc3oc(-c4ccccc4-c4nn[nH]n4)c(Br)c3c2)c1OC(=O)O,Transformation and metabolic products,0
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H](C(C)C)n2cc(-c3cc4cc(-c5ccccc5O)nnc4cc3Cl)nn2)cc1,Pharmaceuticals,0
Cc1nn(CC2CC2(F)F)c(C)c1-c1ccc(-c2cnc(C(=O)Nc3ccc(C(=O)N4CCN(C(=O)C5C[C@@H](O)C[N+]5(C)C)CC4)c(Cl)c3)n2C)c(F)c1F,Pharmaceuticals,0
Cc1nnc(N2N=C(c3cc(F)ccc3F)SC2(CCCN)c2ccc(Cl)c(Cl)c2)s1,Pharmaceuticals,0
Cc1nnc2n1-c1ccc(-c3cnn(CC(=O)NCCCCCC#Cc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)c3)cc1C(Nc1ccc(Cl)cc1)CC2,Pharmaceuticals,0
Cn1c(-c2cccc(CC(=O)C(=O)Nc3cccc(Cl)c3)c2)c(I)c2cc(C(=O)O)c(O)cc21,Industry and consumer goods,0
Cn1c(C(CO)c2ccc(Cl)c(Oc3cc(C#N)cc(C(F)F)c3)c2F)n[nH]c1=O,Pharmaceuticals,0
Cn1cc(-n2nc(-c3ccc(Cl)cc3)cc(C(=O)NCC(O)C(F)(F)F)c2=O)cn1,Transformation and metabolic products,0
Cn1cnc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(C(F)(F)F)cc2Cl)c1,Pharmaceuticals,0
Cn1nc(-c2ccccn2)c2c1NC(=O)CSC2c1cc2cnn(-c3ccc(F)cc3)c2cc1Cl,Industry and consumer goods,0
N#CC1=C(N)N(c2ccc(Br)cc2F)C2=C(C(=O)CCC2)C1c1ccc([N+](=O)[O-])s1,Transformation and metabolic products,1
N#Cc1cc(/C=C/C(c2cc(Cl)c(Cl)c(Cl)c2)C(F)(F)F)ccc1N1C=C=CCC([N+](=O)[O-])=N1,Transformation and metabolic products,0
N#Cc1ccsc1NC(=O)CSc1nc2ccc(Cl)cc2c(=O)n1-c1ccc(F)cc1F,Pesticides,1
NC(S[N+](=O)[O-])(SC(F)(Cl)Br)c1nc(Nc2ccc(F)c(F)c2F)c2[nH]cnc2n1,Transformation and metabolic products,0
Nc1c(C(F)(F)F)cc(-c2ccc(-c3ccc(OCC(=O)O)c(Cl)c3)s2)n(Cc2ccc(F)cc2F)c1=O,Pesticides,0
Nc1c(Cl)cc(C[C@@H](CC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCN(C3CCCOC3)CC2)cc1C(F)(F)F,Pharmaceuticals,0
Nc1nc(=O)n([C@@H]2O[C@]3(CCl)C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@]3(O)[C@H]2Cl)cc1F,Industry and consumer goods,0
O=C(/C=C/c1ccc(OCCOC2CC(COO)C2)cc1)c1ccc(O)c(Cl)c1O,Transformation and metabolic products,0
O=C(CC1(O)C(=O)N(CCc2ccccc2)c2ccc(Cl)cc21)c1cccc(-n2cccc2)c1,Transformation and metabolic products,0
O=C(CCCNCCC1CN(C(=O)Cc2ccc(OCCCC3CCN(c4ncc(Cl)cn4)CC3)cc2F)C1)CC(CO)(CO)CO,Pharmaceuticals,0
