SMILES,Pollutant_Type,Shared_Label
COc1cc2cc(c1Cl)N(C)C(=O)CC(OC(=O)[C@H](C)N(C)C(=O)CCS(=O)(=O)O)C1(C)OC1C(C)C1CC(O)(NC(=O)O1)C(OC)/C=C/C=C(\C)C2,Industry and consumer goods,0
COc1ccc(S(=O)(=O)C2CNC(SCC(=O)Nc3ccc(F)cc3)NC2=O)cc1Cl,Transformation and metabolic products,0
Cc1ccc(N2CCN(c3ncc(/C(N)=N/N(N)CC(=O)O)s3)CC2)cc1Cl,Industry and consumer goods,0
Cc1nccnc1-c1ccc(-c2cc3cnc(S(C)=O)nc3n(Cc3cccnc3)c2=O)c(Cl)c1,Industry and consumer goods,1
N#Cc1sccc1-c1c(-c2cccc(-c3ccc(CNSNN)cc3Cl)c2)[nH]c2ccc(F)cc12,Food and other consumption,0
O=C(COc1ccc(Cl)cc1Cl)N/N=C/c1cc(I)c(OCc2ccc(C(=O)O)cc2)c(I)c1,Pesticides,0
O=C(O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1Nc1c(Cl)ccc(CO)c1Cl,Transformation and metabolic products,0
O=CNc1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,Pharmaceuticals,0
C/C=C\C1=C(C)C(C)(C)C(C(C)CC2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)OCCC45CC6CC(CC(C6)C4)C5)c4ccccc4C3(C)C)CCC2)=[N+]1CC,Industry and consumer goods,0
C=C(C)C1NC(=O)[C@@H](NC)[C@@H](C)c2cc(Cl)c(O)c(c2)O[C@](C)(CC)[C@@H](C(=O)N2CC=C[C@H]2C(=O)N/C(C(=O)N/C(=C/C(=O)O)C(=O)O)=C(\C)CC)NC1=O,Transformation and metabolic products,0
C=C(C)CC(CCC)CCC(=C)C(C)COC1CCC(NC2C(C#N)CNC3CC(OCC)C(NC(=O)CCCNCCO)CC32)CC1Cl,Industry and consumer goods,0
C=C(C)[C@@H]1CC[C@]2(CCNCCN3CCN(Cc4cccc(Cl)c4)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,Industry and consumer goods,1
C=C(CC(C)(C)C(=O)O)O[C@H]1CC[C@@]2(C)[C@@H](CCC3(C)[C@@H]2CCC2C4=C(C(C)C)[C@@H](C)C[C@]4(c4c(Cl)c(=O)n(-c5ccc(OC)cc5)n4C)CC[C@]23C)C1(C)C,Pharmaceuticals,0
C=C(C[Si](N[Si](Cl)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C)C[Si](N[Si](Cl)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C,Personal care products,0
C=C(Cl)C[C@H](CC(=O)N(CC(=O)N(C)CCc1ccccn1)CC1CCCCC1)C(=O)N[C@@H](CC1CCCCC1)[C@H]1OC(C)(C)O[C@H]1CC(C)C,Industry and consumer goods,0
C=C(N[C@@H](CCCN=C(N)N)C(=O)Cl)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CCCCCCCCCC)C(C)C,Food and other consumption,0
C=C(O)CC(C)(C)CC(=C)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC[C@@H]2C4C(C(=C)C)CC[C@]4(CC(=O)NCc4ccc(Cl)cc4O)CC[C@]23C)C1(C)C,Industry and consumer goods,0
C=CC(=O)N1C[C@H](C)N(C2NC(=O)N3C4NC(C(C)CC42)C2C(CCC(Cl)C2F)OCC(O)C(OCC)C2CCNC(C(C)C)C23)C[C@H]1C,Transformation and metabolic products,0
C=S1(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@@](CN2CCN(N(CC)CC)CC2)(OCC)/C=C/C[C@H](C)[C@H]1C)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,Pharmaceuticals,0
C=S1(=O)NC(=O)c2ccc3c(c2)N(C[C@@H]2CC[C@H]2[C@](CN2CCC4(CCO4)CC2)(OCC)/C=C/C[C@H](C)[C@H]1C)C[C@@]1(CCCc2cc(Cl)ccc21)CO3,Pharmaceuticals,0
C=S1NC(=O)c2ccc(cc2)OCC(c2ccc(Cl)cc2CCC)CN(C)CC2CCC2C(CN2CCCCCCNCC2)(OC)/C=C/CC(C)C1C,Pharmaceuticals,0
C=S1NC(=O)c2ccc3c(c2)N(CC(c2ccc(Cl)cc2CCC)CO3)CC2CCC2C(CN2CCN(C(C)(C)C)CC2)(OC)/C=C/CC(C)C1C,Pharmaceuticals,0
CC(=O)OC1CCC2(C)C(CCC3(C)C4CCC5(CC(=O)N(CCN(C)C)CC6(c7ccc(Cl)cc7)CC6)CC(=O)C(C(C)C)=C5C4CCC32)C1(C)C,Pharmaceuticals,0
CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@H]4C5=C(C(C)C)CC[C@]5(C(O)CN(Cc5ccc(Cl)cc5)C(=O)OC(C)(C)C)CC[C@@]4(C)[C@]3(C)CC[C@H]2C1(C)C,Transformation and metabolic products,0
CC(C)(C)CC(C)(C)CN(CC(C)(C)CC(C)(C)C)C(=O)OCOC1=Nc2cc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)ccc2CC1,Pharmaceuticals,0
CC(C)(OC1CCCCO1)C1CCCCC1CCC(CC(C)(C)[Si](C)(C)O)C1CCCC(CCC2CCC3CCC(Cl)CC3N2)C1,Industry and consumer goods,0
CC(C)C1=C2C(CC1=O)[C@@H](C(=O)N(CCN(C)C)Cc1ccc(Cl)cc1)C[C@@H]1[C@@H]2CC[C@@H]2C3[C@H](C)C=C(C4=CCC(C(=O)O)CC4)C(C)(C)[C@@H]3CC[C@]21C,Transformation and metabolic products,0
CC(C)C1=C2C([C@@H](O)CNC3(c4ncc(Cl)cn4)CC3)(CC[C@]3(C)[C@]2(N)CC[C@@H]2[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]4CC[C@]23C)CC1=O,Pharmaceuticals,0
CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(C6=CCC(C(=O)O)CC6)=CCC54C)C3CC[C@@]2(CCN(CCN(C)C)Cc2ccc(Cl)cc2)CC1=O,Industry and consumer goods,0
CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(CC(=O)C6CC(C=O)C6C)CCC54C)C3CCC2(CCNCc2ccc(Cl)cc2OC2CCOC2)CC1=O,Pharmaceuticals,0
CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(OC(=O)CC(C)(C)C(=O)OC(C)(C)C)CCC54C)C3CCC2(/C=C/C(=O)NC(C)C2=CCCC(Cl)=C2)CC1,Pharmaceuticals,1
CC(C)C1=C2C3CCC4C(C)(CCC5C(C)(C)C(OC(=O)CC(C)(C)C=O)CCC54C)C3CCC2(C(O)CN(CCN)Cc2ccc(Cl)cc2)CC1=O,Pharmaceuticals,0
CC(C)C1=C2C3CCC4C5(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C5CCC4(C)C3(C)CCC2(C2=NCC=C=C(c3ccccc3Cl)CC2)CC1=O,Pharmaceuticals,0
CC(C)C1=C2C3CCC4C5(C)CCC(OC(=O)CC(C)(C)C=O)C(C)(C)C5CCC4(C)[C@]3(C)CCC2(c2cc(=O)n(-c3ccc(Cl)cc3)n2C)CC1,Pharmaceuticals,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C=C[C@@]2(CCN(CCN(C)C)Cc2ccccc2Cl)CC1=O,Pharmaceuticals,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(N)CC[C@@]2(/C=C/C(=O)N[C@H](C)c2ccc(Cl)cc2)CC1=O,Pharmaceuticals,0
CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)[C@H]6C[C@@H](C(=O)O)C6(C)C)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2([C@@H](O)CNCc2ccc(Cl)cn2)CC1=O,Transformation and metabolic products,0
CC(C)C1=C2[C@H]3CC[C@H]4C(C)(CC[C@@]56[N+]#C[C@]5(C)C(OC(O)CC(C)(C)C(=O)O)CC[C@]46C)[C@]3(C)CC[C@@]2(Cc2cc(=O)n(-c3ccc(Cl)cc3)n2C)CC1,Pharmaceuticals,0
CC(C)CC[NH2+]c1ccc2ccccc2c1C1(C/C=C2\CCC(C=C3N(CCC(C)C)c4ccc5ccccc5c4C34CCCCC4)=C2Cl)CCCCC1,Industry and consumer goods,0
CC(C)C[C@@H](CN(C)C)N(Cc1cccc(CN2O[C@@H](CO)[C@@H]([C@H](C)O)[C@H]2C(=O)N[C@H]2C[C@@H](C)C(C)(C)C[C@@H]2C)c1)Cc1ccccc1Cl,Pharmaceuticals,0
CC(Cl)CC(C)CC(C)CC(C)CCCC(OCc1ccccc1)OC(CCCC(C)CC(C)CC(C)CC(C)Cl)OCc1ccccc1,Transformation and metabolic products,0
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)NCCN(CCCN1CCNCC1)CCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,Transformation and metabolic products,0
CC1(C)CC(N2C(C)(C)CC(N(C=O)c3nc(Cl)nc(N(C=O)C4CC(C)(C)N(C5CC(C)(C)NC(C)(C)C5)C(C)(C)C4)n3)CC2(C)C)CC(C)(C)N1,Transformation and metabolic products,0
CC1C(C2=CCC(CCOc3ncccc3Cl)(C(=O)O)CC2)=CCC2(C)C1CCC1(C)C2CCC2[C@H]3CCCC3(NCCN3CCS(=O)(=O)CC3)CC[C@]21C,Pharmaceuticals,0
CC1CCC2C(C1)OC1CC(C)CC3C4CC(c5cc(Cl)cc(C6CCC7C(C6)C6CC(C)CC8OC9CC(C)CCC9N7C86)c5)CCC4N2C13,Industry and consumer goods,0
CC1C[N+](CN(c2nc(Cl)nc(N(C[N+]3(C4CCCCC4)CC(C)NC(C)(C)C3=O)C3CCCCC3)n2)C2CCCCC2)(C2CCCCC2)C(=O)C(C)(C)N1,Industry and consumer goods,0
CCC(=CC(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl)C(=O)O,Industry and consumer goods,0
CCC(C)(C)CC(=O)OC1CCC2(C)C(CCC3(C)C4CCC5(CCN(CCN(C)C)Cc6ccc(Cl)cc6)CC(=O)C(C(C)C)=C5C4CCC32)C1C,Transformation and metabolic products,0
CCC(CC(CC12CCC(C(C)C)=C1C1CCC3C4(C)CCC(OC(=O)CC(C)(C)C(=O)O)C(C)(C)C4CCC3(C)C1(C)CC2)=NC)=NCC1C=CC(Cl)=CC1,Pharmaceuticals,0
CCC(CC)N(CCN(C)C(=O)CCC(=O)O)Cc1cccc(C(=O)Nc2sc3c(c2C(=O)c2cnn(-c4ccc(Cl)cc4)c2)CCN(C(=O)N(C)C)C3)c1,Pharmaceuticals,0
CCC1CCC2(C)C3CCC4(CCN(CC)Cc5ccccc5Cl)CC(=O)C(C(C)C)=C4C3CCC2C1(C)CCC(C)OC(=O)CC(C)(C)C(=O)O,Pharmaceuticals,0
CCCC(Nc1nc(Cl)nc(NC(CCC)C2CC(C)(C)N(OC3CC=CCC3)C(C)(C)C2)n1)C1CC(C)(C)N(OC2CC=CCC2)C(C)(C)C1,Transformation and metabolic products,0
CCCC1=CC(Cl)=CCC1C1COc2ccc(C(=O)NC)cc2N(CCCC(C)[C@@](O)(CCCC(C)C(C)C)N2CCN(CCOCCOC)C(=O)C2)C1,Industry and consumer goods,0
CCCCC(CC)CC1=C2C(=O)C(c3ccc(Br)s3)c3nsnc3C2=C(c2ccc(Br)s2)[N+]1=O,Industry and consumer goods,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC)(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)NCCSCl,Transformation and metabolic products,0
CCCCCC(=O)N(CCCCSc1ccc(Cl)c(COC2(c3cnccc3-c3ccccc3OC3CC3)CC2)c1)C(O)(O)C(O)(O)C(O)N1CCCC1=O,Industry and consumer goods,0
CCCCCC(=O)N(CCCSc1ccc(Cl)c(COC2(c3cnccc3-c3ccccc3OC3CC3)CC2)c1)C(O)(O)C(O)(O)C(O)N1CCCC1=O,Industry and consumer goods,0
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)OC(=O)CC(C)C(C)(C)C(C)(C)CC(C)CC(=O)Oc1c(Cl)cc(C)cc1Cl,Personal care products,0
CCCCCCCCC(CCCCCC)C[N+]1=C(C=C2C(=O)C(C=C3N(CCCCCCCC)c4ccc(Cl)cc4C3(C)C)=C2O)C(C)(C)c2ccccc21,Industry and consumer goods,0
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)N(CCCl)CCCl,Pharmaceuticals,1
CCCCCCCCCCCCCCC(C(=O)NC(C)C)n1c(-c2ccc(F)c(Cl)c2)nc2ccc(N3CCCN(CCC)CC3)cc2c1=O,Transformation and metabolic products,0
CCCCCCCCCCCCCCCC(=O)Oc1ccc(NC(=O)c2cc(Cl)ccc2OC(=O)CCCCCCCCCCCCCCC)cc1,Personal care products,0
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(Cl)Cl)OC(=O)CCCCCCCCCCCCCCCCC,Pharmaceuticals,0
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CCOC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)Cn1cnc2c(Cl)nc(N)nc21,Food and other consumption,0
CCCCCCCCCCCCCCCCCCCCC(=O)OC(C)OC(=O)N1C(N2CCN(C)CC2)=c2ccccc2=Nc2ccc(Cl)cc21,Industry and consumer goods,0
CCCCCCCCCCCCCCCCCCC[C@H](COP(=O)(O)OC[C@]1(N)CC[C@H](c2ccc3c(N)ncnn23)O1)OCc1cncc(Cl)c1,Transformation and metabolic products,0
CCCCCCCCCCCCCCCCCCN(C)C(=O)n1cc2cc(C)c(NC(=O)C3CC(OC)=NN3c3ncccc3Cl)c(C(=O)NC(C)C)c2n1,Industry and consumer goods,0
CCCCCCCCCCCCCCCCCCN(c1ccccc1)C(CCC=CC[C@@H]1[C@@H](C=CC[C@H](O)C2(CC)CCC2)[C@H](O)C[C@H]1Cl)C(=O)OCC=O,Transformation and metabolic products,0
CCCCCCCCCCCCCCCCOC(=O)OC[C@H]1O[C@H](Br)[C@](C)(F)[C@@H]1OC(=O)OCCCCCCCCCCCCCCCC,Industry and consumer goods,0
CCCCCCCCCCCCCCCCOC(=O)c1ccc(Cl)c(NC(=O)C(Oc2ccc(OCCCCCCCCCCCC)cc2)C(C)=O)c1,Food and other consumption,0
CCCCCCCCCCCCCCCCOc1c2cccc(Cl)c2c(OCCCCCCCCCCCCCCCC)c2cccc(Cl)c12,Transformation and metabolic products,0
CCCCCCCCCCCCCCCOc1c2cccc(Cl)c2c(OCCCCCCCCCCCCCCC)c2cccc(Cl)c12,Transformation and metabolic products,0
CCCCCCCCCCCCCCCc1ccc(N(C)C(=O)COC(=O)CCC/C=C\C[C@@H]2[C@@H](/C=C/CCC3(CC)CCC3)[C@H](O)C[C@H]2Cl)cc1,Transformation and metabolic products,0
CCCCCCCCCCCCCCN(CC)C(=O)OC(C)N1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,Pharmaceuticals,0
CCCCCCCCCCCCOC(=O)Nc1ccc(NC(=O)OCCCCCCCCCCCC)c(-c2nc3c(Cl)c(C(C)(C)C)[nH]n3n2)c1,Industry and consumer goods,0
CCCCCCCCCCCCOCC(CN(CCCl)CCCCCC(=O)OCC(CCCCCC)CCCCCCCC)OC(C)=O,Personal care products,0
CCCCCCCCCCCCc1ccsc1-c1cc(CCCCCCCCCCCC)c(-c2nc(CCCCCCCCCCCC)c(Cl)s2)s1,Industry and consumer goods,0
CCCCCCCCCCOc1ccc(C2(c3ccc(OCCCCCCCCCC)cc3)CCCCC23CC2(CCCCC2)C3(Cl)Cl)cc1,Industry and consumer goods,0
CCCCCCCCCOC(CCCCC/C=C\CCCc1cccc([P+](Cl)(c2ccccc2C)c2ccccc2C)c1C)OCCCCCCCCC,Industry and consumer goods,0
CCCCCCCOc1cc2c(OCCCCCCC)cc3c(OCCCCCCC)cc4c(OCCCCCCC)cc5c(Cl)cc1c1c5c4c3c21,Industry and consumer goods,0
CCCCCN1CC(Cl)CNC1=[N+]1CCC(CCCOc2ccc(CC(=O)N3CCCN(C(=O)CCCCS(=O)O)CCC3)c(F)c2)CC1,Pharmaceuticals,0
CCCCN1c2nc(Cl)nc(n2)N(CCCC)C2CC(C)(C)N(OC3CCCCC3)C3(C2)CC2(CC1CC(C)(C)N2OC1CCCCC1)C3,Industry and consumer goods,0
CCCCOc1cc2c(cc1C)N(CCCC)/C(=C\C=C1/CCCC(/C=C/C3=[N+](CCCC)c4cc(CC)c(OCCCC)cc4C3(C)C)=C1Cl)C2(C)C,Industry and consumer goods,0
CCCCOc1ccc2c(c1)C(C)(C)C(/C=C/C1=C(Cl)/C(=C/C=C3\N(CCCC)c4cc(CC)c(OCCCC)cc4C3(C)C)CCC1)=[N+]2CCCC,Industry and consumer goods,0
CCCCP(Cl)(CCCC)(CCCC)Cc1ccc(NC(=O)C(Cc2ccc3ccccc3c2)NC(=NC2CCCCC2)NC2CCCCC2)cc1,Industry and consumer goods,0
CCCC[N+]1=C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCOCCOCCNC(=O)c4ccc(F)cc4)c4ccccc4C3(C)C)CCC2)C(C)(C)c2ccccc21,Industry and consumer goods,0
CCCC[P+](CCCC)(CCCC)c1ccc(-c2nnc(-c3ccc([P+](CCCC)(CCCC)CCCC)cc3CCl)n2-c2ccccc2)c(CCl)c1,Industry and consumer goods,0
CCCN1C[C@H](C)C[C@@](C)(OC)[C@H](O[C@H]2C[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C(=O)C(C)(C)C(=O)O[C@@H](C)[C@@H]1CN1CCN(C(=O)c2ccc(Cl)cc2)CC1,Industry and consumer goods,0
CCCc1cc(Cl)ccc1C1COc2ccc(C(=O)NO)cc2N(CC2CCC2C(/C=C/CC(C)C(C)C)(CN2CCCN(C=O)CCNCC2)OC)C1,Transformation and metabolic products,0
CCCc1cc(Cl)ccc1C1COc2ccc3cc2N(C1)CC1CCC1C(O)(CN1CCCN(CCC=O)CCNCC1)CCCC(C)C(C)S(=O)NC3=O,Pharmaceuticals,0
CCN(CCCCCCCCCCCCCCCc1ccccc1)C(=O)COC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C[C@H](O)C2(CC)CCC2)[C@H](O)C[C@H]1Cl,Transformation and metabolic products,0
CCOC(CC)(OCC)N(CCCC(C)c1ccc(Cl)c(CNC2(c3cnccc3-c3ccccc3OC3CC3)CC2)c1)C(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,Pharmaceuticals,0
CCOC1CCC(C2NN([C@H]3C[C@H]4C(=O)N[C@@]5(C(=O)O)C[C@H]5CCCCCCC[C@@H](NC(=O)OC(C)(C)C)C(=O)N4C3)NC2C2CCCC(Cl)C2)CC1,Pharmaceuticals,0
CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CCC(Cl)[C@H](OC)C3)C[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,Pharmaceuticals,0
CC[C@@H]1/C=C/C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,Pharmaceuticals,0
CC[C@H](C)C(C(CC(=O)NCCCC[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,Pharmaceuticals,0
CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)CCCc1ccccc1Cl)OC)N(C)C(=O)[C@@H](CC(=O)[C@H](C(C)C)N(C)C)[C@H](C)N=[N+]=[N-],Pharmaceuticals,0
CC[N+](CC)(CCO)CCN(CCNc1ccnc2cc(Cl)ccc12)C(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]32)C1,Transformation and metabolic products,0
CC[Si](CC)(CC)O[C@H]1[C@@H](C)/C=C/C/C(C)=C\C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O[Si](CC)(CC)CC)C(C)(C)C(=O)[C@@H]1CCCCCl,Pharmaceuticals,0
CCc1c(Br)c(Br)c(CC)c2c1SCc1cc(CBr)c(CBr)cc1CS2,Transformation and metabolic products,0
CN/C(=C\C(=O)NCc1ccc(Cl)cc1)C[C@]12CCC(C(C)C)=C1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Pharmaceuticals,0
COC(=O)N[C@@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)C5(c6ccc(Cl)cc6)CC5)[nH]4)cc3)cc2)[nH]1)c1ccccc1,Pharmaceuticals,0
COCCCC1CCCN(C(F)C(COC(=O)Nc2ccc(Cl)cc2)(C(F)N2CCCC(CCCOC)C2)C(F)N2CCCC(CCCOC)C2)C1,Transformation and metabolic products,0
COCCCc1ncc2c(Cl)cc(CC(CC(NC(=O)O)C(O)CC(C(=O)N(C)CCCCCCC34COCC3C4)C(C)C)C(C)C)cn12,Pharmaceuticals,0
COc1cc(/C=C(/C#N)C(=O)Nc2ccc(Cl)c(Cl)c2)c(Br)c(Br)c1OCc1ccc(Cl)c(Cl)c1,Transformation and metabolic products,0
COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCSSCCC(N)=O)[C@]1(C)OC1[C@H](C)CCC(O)[C@H](OC)/C=C/C=C(\C)C2,Industry and consumer goods,0
COc1ccc(CCCCCCCCCCCCCCCCC(=O)Oc2cc(CCCC(C)C)cc(OC)c2CCCCCCCCC(C)C)cc1Cl,Industry and consumer goods,0
COc1ccc(OCCN(C(=O)C2=C(c3ccc(OCCOc4cc(C)c(C)cc4Cl)cc3)C[C@@H]3CN(C(=O)C[C@@H](CC(=O)O)OC=O)C[C@H]2N3)C2CC2)cc1,Transformation and metabolic products,0
COc1nc(-c2c(C)c(Cl)cc3[nH]ncc23)c(F)c2nc(OC[C@]34CCC[C@H]3N(C3C[C@@H]5CS(=O)(=O)C[C@@H]5C3)CCC4)nc(N3CCOC[C@@](C)(O)C3)c12,Pharmaceuticals,0
C[C@@H]1N=C(N2CCN(C(=O)[C@@H](CCCCN3CCCCC3)NC3CCC(CN)CC3)[C@H](C(=O)NCc3ccc4[nH]cc(Cl)c4c3)C2)O[C@H]1c1ccccc1,Pharmaceuticals,0
C[C@]12CCC(O)CC1=CC[C@@H]1[C@H]2CC[C@@]2(C)[C@H]1CCC2(NCc1ccc(Cl)cc1)C1CC(O)CC2=CC[C@@H]3[C@@H](CC[C@]4(C)C(NCc5ccco5)CC[C@@H]34)[C@]21C,Pharmaceuticals,0
Cc1c(CCc2cc(CCC3CN=CC(C)C3)c(CC(=O)NCCP)cc2Cl)cccc1-c1cccc(OCc2cn(CCCN3CCN(C)CC3)nn2)c1C,Transformation and metabolic products,0
Cc1cc(N(c2cccc(Cl)c2)c2ccc(C(C)(C)C)cc2C)cc(N(c2ccc3c(c2)C(C)(C)CCC3(C)C)c2ccc(C(C)(C)C)cc2C)c1,Transformation and metabolic products,0
Cc1ccc2c(c1)C(C)(C)C(/C=C/C1=C(Cl)/C(=C/C=C3/N(CCC[N+](C)(C)C)c4ccc(S(=O)(=O)O)cc4C3(C)C)CCC1)N2CCC[N+](C)(C)C,Industry and consumer goods,0
ClC1(Cl)C2C(C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl)C(Cl)(Cl)C(Cl)(Cl)C(Cl)(Cl)C2(Cl)Cl,Industry and consumer goods,0
N[C@@H](C(=O)N1CCC(OC2CCN(CCC3(c4ccc(Cl)cc4)C4CC3N4C(=O)C3([NH3+])CCN(c4ncnc5[nH]ccc45)CC3)CC2)CC1)C1CCCCC1,Pharmaceuticals,0
Nc1cc(Br)cc(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,Industry and consumer goods,0
O=C(C(CBr)c1csc(C(F)(F)F)n1)C(CBr)c1csc(C(F)(F)F)n1,Transformation and metabolic products,0
O=C(Nc1ccc(Cl)cc1)c1c(N=Cc2cc(Br)cc(I)c2O)sc2c1CCCC2,Industry and consumer goods,0
O=C(Nc1ccc(I)cc1-c1nc2ccccc2s1)c1cc(Br)ccc1Cl,Food and other consumption,0
O=C(Oc1c(F)c(F)c(S(=O)(=O)O)c(F)c1F)c1c(Br)c(Br)c(Br)c(Br)c1Br,Industry and consumer goods,0
O=C(c1ccc(Cl)cc1)N(Cc1ccccc1Cl)N1C(=O)[C@@H]2C[C@H](Br)[C@@H](Br)C[C@H]2C1=O,Industry and consumer goods,0
O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)S/C(=N/N=C\c2cc(Br)cc(Br)c2O)N1Cc1ccco1,Industry and consumer goods,0
OCCC(O)(CCO)NC(Cl)CCCCCCCCCCCCCCCCCCCCCCC(Cl)NC(O)(Cc1ccccc1)CC(O)CO,Pharmaceuticals,0
S=P(OCl)(OCCCC(Br)(Br)Br)OCCCC(Br)(Br)Br,Industry and consumer goods,0
C#CCN(Cc1ccc2nc(N)[nH]c(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,Pharmaceuticals,0
C#CCN1C(=O)S/C(=C/c2cc(Cl)c(OCc3ccc(C(=O)[O-])cc3)c(OC)c2)C1=O,Industry and consumer goods,0
C#C[C@](C)(CC)NC(=O)c1cc2nc(-c3ccc(Cl)cc3)cc(C(F)(F)F)n2n1,Industry and consumer goods,0
C#Cc1cc(Cl)cc2c1CC(Nc1ncc3c(n1)CCN(CC(F)(F)F)C3=O)C2,Pharmaceuticals,0
C=C(C)C1CNC2C(N1)C(=O)C(N1CCN(C(=O)C3NCNC(C)C3O)CC1)C(CC)N2CC(=O)NC1CCC(C(F)(F)F)CC1Cl,Transformation and metabolic products,0
C=C/C(Cl)=C\C(=C)CNCCC12CCC3C(CCC4C3(C)CCC3C(C)C(OC(=O)CC(C)(C)C(=O)O)CCC34C)C1=C(C(C)C)C(=O)C2,Pharmaceuticals,1
C=CCN1C(=O)S/C(=C/c2cc(I)c(OCc3ccc(Cl)cc3Cl)c(OC)c2)C1=O,Transformation and metabolic products,0
